,BO-0_FA_BB,BO-0_FD_BB,BO-0_FR_BB,BO-0_FS_BB,BO-0_MA_BB,BO-0_MA_BBavg,BO-0_MD_BB,BO-0_MD_BBavg,BO-0_MR_BB,BO-0_MR_BBavg,BO-0_MS_BB,BO-0_MS_BBavg,BO-1_FA_BB,BO-1_FD_BB,BO-1_FR_BB,BO-1_FS_BB,BO-1_MA_BB,BO-1_MA_BBavg,BO-1_MD_BB,BO-1_MD_BBavg,BO-1_MR_BB,BO-1_MR_BBavg,BO-1_MS_BB,BO-1_MS_BBavg,BO-2_FA_BB,BO-2_FD_BB,BO-2_FR_BB,BO-2_FS_BB,BO-2_MA_BB,BO-2_MA_BBavg,BO-2_MD_BB,BO-2_MD_BBavg,BO-2_MR_BB,BO-2_MR_BBavg,BO-2_MS_BB,BO-2_MS_BBavg,BO-3_FA_BB,BO-3_FD_BB,BO-3_FR_BB,BO-3_FS_BB,BO-3_MA_BB,BO-3_MA_BBavg,BO-3_MD_BB,BO-3_MD_BBavg,BO-3_MR_BB,BO-3_MR_BBavg,BO-3_MS_BB,BO-3_MS_BBavg,BO-4_FA_BB,BO-4_FD_BB,BO-4_FR_BB,BO-4_FS_BB,BO-4_MA_BB,BO-4_MA_BBavg,BO-4_MD_BB,BO-4_MD_BBavg,BO-4_MR_BB,BO-4_MR_BBavg,BO-4_MS_BB,BO-4_MS_BBavg,BO-5_FA_BB,BO-5_FD_BB,BO-5_FR_BB,BO-5_FS_BB,BO-5_MA_BB,BO-5_MA_BBavg,BO-5_MD_BB,BO-5_MD_BBavg,BO-5_MR_BB,BO-5_MR_BBavg,BO-5_MS_BB,BO-5_MS_BBavg,BO-6_FA_BB,BO-6_FD_BB,BO-6_FR_BB,BO-6_FS_BB,BO-6_MA_BB,BO-6_MA_BBavg,BO-6_MD_BB,BO-6_MD_BBavg,BO-6_MR_BB,BO-6_MR_BBavg,BO-6_MS_BB,BO-6_MS_BBavg,I-0_FA_BB,I-0_FD_BB,I-0_FR_BB,I-0_FS_BB,I-0_MA_BB,I-0_MA_BBavg,I-0_MD_BB,I-0_MD_BBavg,I-0_MR_BB,I-0_MR_BBavg,I-0_MS_BB,I-0_MS_BBavg,I-1_FA_BB,I-1_FD_BB,I-1_FR_BB,I-1_FS_BB,I-1_MA_BB,I-1_MA_BBavg,I-1_MD_BB,I-1_MD_BBavg,I-1_MR_BB,I-1_MR_BBavg,I-1_MS_BB,I-1_MS_BBavg,I-2_FA_BB,I-2_FD_BB,I-2_FR_BB,I-2_FS_BB,I-2_MA_BB,I-2_MA_BBavg,I-2_MD_BB,I-2_MD_BBavg,I-2_MR_BB,I-2_MR_BBavg,I-2_MS_BB,I-2_MS_BBavg,I-3_FA_BB,I-3_FD_BB,I-3_FR_BB,I-3_FS_BB,I-3_MA_BB,I-3_MA_BBavg,I-3_MD_BB,I-3_MD_BBavg,I-3_MR_BB,I-3_MR_BBavg,I-3_MS_BB,I-3_MS_BBavg,I-4_FA_BB,I-4_FD_BB,I-4_FR_BB,I-4_FS_BB,I-4_MA_BB,I-4_MA_BBavg,I-4_MD_BB,I-4_MD_BBavg,I-4_MR_BB,I-4_MR_BBavg,I-4_MS_BB,I-4_MS_BBavg,I-5_FA_BB,I-5_FD_BB,I-5_FR_BB,I-5_FS_BB,I-5_MA_BB,I-5_MA_BBavg,I-5_MD_BB,I-5_MD_BBavg,I-5_MR_BB,I-5_MR_BBavg,I-5_MS_BB,I-5_MS_BBavg,I-6_FA_BB,I-6_FD_BB,I-6_FR_BB,I-6_FS_BB,I-6_MA_BB,I-6_MA_BBavg,I-6_MD_BB,I-6_MD_BBavg,I-6_MR_BB,I-6_MR_BBavg,I-6_MS_BB,I-6_MS_BBavg,d-0_FA_BB,d-0_FD_BB,d-0_FR_BB,d-0_FS_BB,d-0_MA_BB,d-0_MA_BBavg,d-0_MD_BB,d-0_MD_BBavg,d-0_MR_BB,d-0_MR_BBavg,d-0_MS_BB,d-0_MS_BBavg,d-1_FA_BB,d-1_FD_BB,d-1_FR_BB,d-1_FS_BB,d-1_MA_BB,d-1_MA_BBavg,d-1_MD_BB,d-1_MD_BBavg,d-1_MR_BB,d-1_MR_BBavg,d-1_MS_BB,d-1_MS_BBavg,d-2_FA_BB,d-2_FD_BB,d-2_FR_BB,d-2_FS_BB,d-2_MA_BB,d-2_MA_BBavg,d-2_MD_BB,d-2_MD_BBavg,d-2_MR_BB,d-2_MR_BBavg,d-2_MS_BB,d-2_MS_BBavg,d-3_FA_BB,d-3_FD_BB,d-3_FR_BB,d-3_FS_BB,d-3_MA_BB,d-3_MA_BBavg,d-3_MD_BB,d-3_MD_BBavg,d-3_MR_BB,d-3_MR_BBavg,d-3_MS_BB,d-3_MS_BBavg,d-4_FA_BB,d-4_FD_BB,d-4_FR_BB,d-4_FS_BB,d-4_MA_BB,d-4_MA_BBavg,d-4_MD_BB,d-4_MD_BBavg,d-4_MR_BB,d-4_MR_BBavg,d-4_MS_BB,d-4_MS_BBavg,d-5_FA_BB,d-5_FD_BB,d-5_FR_BB,d-5_FS_BB,d-5_MA_BB,d-5_MA_BBavg,d-5_MD_BB,d-5_MD_BBavg,d-5_MR_BB,d-5_MR_BBavg,d-5_MS_BB,d-5_MS_BBavg,d-6_FA_BB,d-6_FD_BB,d-6_FR_BB,d-6_FS_BB,d-6_MA_BB,d-6_MA_BBavg,d-6_MD_BB,d-6_MD_BBavg,d-6_MR_BB,d-6_MR_BBavg,d-6_MS_BB,d-6_MS_BBavg,id
1218,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,44.0,17.0,22.66667,39.0,44.0,11.0,17.0,-4.0,22.66667,5.66667,39.0,18.0,64.0,40.0,52.0,72.0,64.0,16.0,40.0,-2.0,52.0,13.0,72.0,30.0,16.0,12.0,16.0,20.0,16.0,4.0,12.0,0.0,16.0,4.0,20.0,8.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,16.0,12.0,16.0,20.0,16.0,4.0,12.0,0.0,16.0,4.0,20.0,8.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71.1922954,0.0,1.0,16.8751054,71.1922954,4.4495185,0.0,0.0,1.0,1.0,16.8751054,4.2187763,92.8036791,48.063983,39.3724323,70.0617547,92.8036791,23.2009198,48.063983,3.7668313,39.3724323,9.8431081,70.0617547,25.7646031,134.7984786,102.1497215,104.3013815,134.1017539,134.7984786,33.6996197,102.1497215,13.5554182,104.3013815,26.0753454,134.1017539,45.5074506,42.2181706,28.746607,27.3812658,38.7538146,42.2181706,10.5545427,28.746607,3.4339489,27.3812658,6.8453165,38.7538146,13.4411565,9.2847395,7.337146,7.6676675,9.5379594,9.2847395,2.3211849,7.337146,1.0089815,7.6676675,1.9169169,9.5379594,3.2097949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
1219,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,16.0,20.66667,40.0,48.0,12.0,16.0,-5.0,20.66667,5.16667,40.0,19.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70.4625467,0.0,1.0,16.7883944,70.4625467,4.4039092,0.0,0.0,1.0,1.0,16.7883944,4.1970986,92.8820152,47.6943538,38.9214058,69.824407,92.8820152,23.2205038,47.6943538,3.6248185,38.9214058,9.7303515,69.824407,25.7548717,144.7573531,108.6680268,110.4910245,143.1578892,144.7573531,36.1893383,108.6680268,14.2333083,110.4910245,27.6227561,143.1578892,48.7231707,30.8539427,21.506964,20.9014328,28.8582192,30.8539427,7.7134857,21.506964,2.6200203,20.9014328,5.2253582,28.8582192,9.9712755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-cch_1_smi1_1_s_1
1220,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,72.0,36.0,38.0,60.0,72.0,12.0,36.0,-4.0,38.0,6.33333,60.0,20.0,96.0,68.0,78.0,100.0,96.0,16.0,68.0,-2.0,78.0,13.0,100.0,30.0,78.0,65.0,78.0,91.0,78.0,13.0,65.0,0.0,78.0,13.0,91.0,26.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,48.0,40.0,48.0,56.0,48.0,8.0,40.0,0.0,48.0,8.0,56.0,16.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,78.0,65.0,78.0,91.0,78.0,13.0,65.0,0.0,78.0,13.0,91.0,26.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,210.4278333,0.0,1.0,29.0122618,210.4278333,5.8452176,0.0,0.0,1.0,1.0,29.0122618,4.835377,185.0422723,103.2929046,75.3485994,128.8051896,185.0422723,30.8403787,103.2929046,6.5853654,75.3485994,12.5580999,128.8051896,32.0976503,250.7289992,185.8014854,168.0261037,220.3701793,250.7289992,41.7881665,185.8014854,16.5632918,168.0261037,28.0043506,220.3701793,51.1319857,217.5737703,173.5809557,164.6762121,203.5784474,217.5737703,36.2622951,173.5809557,16.4312044,164.6762121,27.4460354,203.5784474,46.4286961,15.9654593,13.4055301,13.1801929,15.6067317,15.9654593,2.6609099,13.4055301,1.3170877,13.1801929,2.1966988,15.6067317,3.5182893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
1221,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,66.0,31.0,32.0,53.0,66.0,11.0,31.0,-4.0,32.0,5.33333,53.0,18.0,72.0,42.0,45.0,66.0,72.0,12.0,42.0,-3.0,45.0,7.5,66.0,21.0,60.0,50.0,60.0,70.0,60.0,10.0,50.0,0.0,60.0,10.0,70.0,20.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,42.0,35.0,42.0,49.0,42.0,7.0,35.0,0.0,42.0,7.0,49.0,14.0,54.0,45.0,54.0,63.0,54.0,9.0,45.0,0.0,54.0,9.0,63.0,18.0,60.0,50.0,60.0,70.0,60.0,10.0,50.0,0.0,60.0,10.0,70.0,20.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,203.4162843,0.0,1.0,28.5248162,203.4162843,5.6504523,0.0,0.0,1.0,1.0,28.5248162,4.754136,141.0684238,89.9459305,72.1613564,109.7277826,141.0684238,23.511404,89.9459305,6.74855,72.1613564,12.0268927,109.7277826,26.5304022,161.7883046,117.0179849,103.2441286,139.7053605,161.7883046,26.9647174,117.0179849,10.0499243,103.2441286,17.2073548,139.7053605,32.7372999,169.0388603,130.7720247,121.9560286,154.4761369,169.0388603,28.1731434,130.7720247,11.9186241,121.9560286,20.3260048,154.4761369,35.6227362,15.6957915,13.1619073,12.9599253,15.3629089,15.6957915,2.6159652,13.1619073,1.2765672,12.9599253,2.1599875,15.3629089,3.4775688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1
1222,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,72.0,36.0,38.0,60.0,72.0,12.0,36.0,-4.0,38.0,6.33333,60.0,20.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,78.0,59.0,69.0,85.0,78.0,13.0,59.0,-1.0,69.0,11.5,85.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,48.0,40.0,48.0,56.0,48.0,8.0,40.0,0.0,48.0,8.0,56.0,16.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,72.0,60.0,72.0,84.0,72.0,12.0,60.0,0.0,72.0,12.0,84.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,204.4415917,0.0,1.0,28.5966146,204.4415917,5.6789331,0.0,0.0,1.0,1.0,28.5966146,4.7661024,171.3176174,102.4047872,78.8616059,126.3681297,171.3176174,28.5529362,102.4047872,7.0827385,78.8616059,13.143601,126.3681297,31.046081,244.1859263,183.0983418,166.4636468,217.2542627,244.1859263,40.6976544,183.0983418,16.2847566,166.4636468,27.7439411,217.2542627,50.4406775,193.6716489,158.0346124,152.5474179,185.1247629,193.6716489,32.2786081,158.0346124,15.0515393,152.5474179,25.4245696,185.1247629,42.1416899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1
1223,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,13.0,17.33333,27.0,28.0,7.0,13.0,-2.0,17.33333,4.33333,27.0,12.0,48.0,20.0,24.0,44.0,48.0,12.0,20.0,-4.0,24.0,6.0,44.0,20.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,8.0,6.0,8.0,10.0,8.0,2.0,6.0,0.0,8.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,20.0,15.0,20.0,25.0,20.0,5.0,15.0,0.0,20.0,5.0,25.0,10.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,8.0,6.0,8.0,10.0,8.0,2.0,6.0,0.0,8.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,72.0626447,0.0,1.0,16.9779439,72.0626447,4.5039153,0.0,0.0,1.0,1.0,16.9779439,4.244486,56.179946,35.826868,32.1772052,49.0628515,56.179946,14.0449865,35.826868,3.9932232,32.1772052,8.0443013,49.0628515,17.2292067,84.7559275,57.9275363,55.2080636,77.8960149,84.7559275,21.1889819,57.9275363,6.9937046,55.2080636,13.8020159,77.8960149,26.9621832,84.9455423,57.9051997,55.1011694,77.9183515,84.9455423,21.2363856,57.9051997,6.971368,55.1011694,13.7752924,77.9183515,26.9845198,18.6815916,14.7772544,15.4296585,19.1786334,18.6815916,4.6703979,14.7772544,2.0437965,15.4296585,3.8574146,19.1786334,6.4451755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1
1224,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,35.0,23.0,27.5,37.0,35.0,7.0,23.0,-1.0,27.5,5.5,37.0,13.0,65.0,52.0,65.0,78.0,65.0,13.0,52.0,0.0,65.0,13.0,78.0,26.0,50.0,35.0,42.5,55.0,50.0,10.0,35.0,-1.0,42.5,8.5,55.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,30.0,24.0,30.0,36.0,30.0,6.0,24.0,0.0,30.0,6.0,36.0,12.0,65.0,52.0,65.0,78.0,65.0,13.0,52.0,0.0,65.0,13.0,78.0,26.0,45.0,36.0,45.0,54.0,45.0,9.0,36.0,0.0,45.0,9.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,135.3004525,0.0,1.0,23.2637445,135.3004525,5.4120181,0.0,0.0,1.0,1.0,23.2637445,4.6527489,97.3968154,61.4179629,50.3437564,78.1645043,97.3968154,19.4793631,61.4179629,5.584976,50.3437564,10.0687513,78.1645043,22.3315174,182.2173672,135.5489881,127.1582452,166.879691,182.2173672,36.4434734,135.5489881,14.5775164,127.1582452,25.431649,166.879691,45.9082194,118.6919099,94.4828259,92.7630518,114.890875,118.6919099,23.738382,94.4828259,10.7333456,92.7630518,18.5526104,114.890875,31.1413946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_bromide_1_smi1_1_s_1
1225,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,40.0,18.0,23.33333,38.0,40.0,10.0,18.0,-3.0,23.33333,5.83333,38.0,17.0,64.0,40.0,52.0,72.0,64.0,16.0,40.0,-2.0,52.0,13.0,72.0,30.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68.7716506,0.0,1.0,16.5857349,68.7716506,4.2982282,0.0,0.0,1.0,1.0,16.5857349,4.1464337,88.2234646,47.411597,39.5872152,68.6885474,88.2234646,22.0558661,47.411597,3.8740429,39.5872152,9.8968038,68.6885474,25.1509932,133.5019136,100.0017424,101.548457,132.1985463,133.5019136,33.3754784,100.0017424,12.9266341,101.548457,25.3871143,132.1985463,45.123438,28.9955951,21.3821525,21.7084472,28.3750522,28.9955951,7.2488988,21.3821525,2.7232007,21.7084472,5.4271118,28.3750522,9.7161004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1
1226,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,84.0,40.0,41.0,68.0,84.0,14.0,40.0,-5.0,41.0,6.83333,68.0,23.0,60.0,50.0,60.0,70.0,60.0,10.0,50.0,0.0,60.0,10.0,70.0,20.0,36.0,30.0,36.0,42.0,36.0,6.0,30.0,0.0,36.0,6.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,54.0,45.0,54.0,63.0,54.0,9.0,45.0,0.0,54.0,9.0,63.0,18.0,60.0,50.0,60.0,70.0,60.0,10.0,50.0,0.0,60.0,10.0,70.0,20.0,36.0,30.0,36.0,42.0,36.0,6.0,30.0,0.0,36.0,6.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,209.058881,0.0,1.0,28.9177372,209.058881,5.8071911,0.0,0.0,1.0,1.0,28.9177372,4.8196229,169.3871637,118.4147123,101.0116539,141.8449223,169.3871637,28.2311939,118.4147123,9.9731979,101.0116539,16.8352756,141.8449223,33.4034079,180.9771716,132.0719962,117.2940249,157.1053756,180.9771716,30.1628619,132.0719962,11.5814246,117.2940249,19.5490042,157.1053756,36.614804,101.3460141,79.7439485,75.0384297,93.7624747,101.3460141,16.8910023,79.7439485,7.4496055,75.0384297,12.5064049,93.7624747,21.4681317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1
1227,49.0,0.0,1.0,14.0,49.0,1.0,0.0,0.0,1.0,1.0,14.0,2.0,91.0,57.0,59.5,83.0,91.0,13.0,57.0,-3.0,59.5,8.5,83.0,23.0,91.0,78.0,91.0,104.0,91.0,13.0,78.0,0.0,91.0,13.0,104.0,26.0,7.0,6.0,7.0,8.0,7.0,1.0,6.0,0.0,7.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0.0,1.0,14.0,49.0,1.0,0.0,0.0,1.0,1.0,14.0,2.0,70.0,60.0,70.0,80.0,70.0,10.0,60.0,0.0,70.0,10.0,80.0,20.0,91.0,78.0,91.0,104.0,91.0,13.0,78.0,0.0,91.0,13.0,104.0,26.0,7.0,6.0,7.0,8.0,7.0,1.0,6.0,0.0,7.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,309.0599121,0.0,1.0,35.1601998,309.0599121,6.3073451,0.0,0.0,1.0,1.0,35.1601998,5.0228857,234.8346879,162.4430152,133.3576141,189.1589826,234.8346879,33.5478126,162.4430152,11.7564447,133.3576141,19.0510877,189.1589826,38.4724121,263.2632793,213.5662255,199.8599403,243.5163715,263.2632793,37.6090399,213.5662255,17.6736839,199.8599403,28.55142,243.5163715,47.6238299,19.3429069,16.479827,15.9779455,18.6803728,19.3429069,2.7632724,16.479827,1.41117,15.9779455,2.2825636,18.6803728,3.6117157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1
