id,Z-0_FA_AA,Z-1_FA_AA,Z-2_FA_AA,Z-3_FA_AA,Z-4_FA_AA,Z-5_FA_AA,Z-6_FA_AA,I-0_FA_AA,I-1_FA_AA,I-2_FA_AA,I-3_FA_AA,I-4_FA_AA,I-5_FA_AA,I-6_FA_AA,T-0_FA_AA,T-1_FA_AA,T-2_FA_AA,T-3_FA_AA,T-4_FA_AA,T-5_FA_AA,T-6_FA_AA,S-0_FA_AA,S-1_FA_AA,S-2_FA_AA,S-3_FA_AA,S-4_FA_AA,S-5_FA_AA,S-6_FA_AA,chi-0_FA_AA,chi-1_FA_AA,chi-2_FA_AA,chi-3_FA_AA,chi-4_FA_AA,chi-5_FA_AA,chi-6_FA_AA
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,7020.0,9722.0,8394.0,9556.0,6968.0,2884.0,1266.0,36.0,74.0,134.0,182.0,242.0,268.0,180.0,214.0,560.0,806.0,1052.0,1094.0,844.0,546.0,13.305,35.541,54.037,69.465,79.039,63.053,36.01,213.426,454.544,804.189,1071.586,1477.684,1579.283,973.302
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,6660.0,9824.0,8504.0,8056.0,3908.0,1516.0,608.0,29.0,68.0,128.0,172.0,184.0,132.0,80.0,222.0,708.0,1010.0,1068.0,852.0,452.0,232.0,11.795,36.455,57.993,66.19,58.816,34.013,17.382,190.241,453.026,903.501,1142.412,1207.14,813.736,446.084
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,6766.0,8614.0,8056.0,7562.0,3850.0,1764.0,808.0,28.0,62.0,108.0,134.0,138.0,140.0,104.0,184.0,530.0,728.0,758.0,706.0,528.0,294.0,11.56,32.322,49.323,53.943,49.513,37.582,21.434,174.307,402.747,707.12,843.734,861.844,851.812,589.016
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,6622.0,5218.0,8066.0,8396.0,5412.0,2934.0,1666.0,32.0,66.0,108.0,134.0,162.0,170.0,160.0,174.0,432.0,624.0,732.0,746.0,676.0,534.0,12.209,30.166,44.695,54.522,58.546,52.332,40.058,196.691,423.722,686.884,840.606,1006.815,1067.197,959.401
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,6674.0,5220.0,8604.0,10126.0,6028.0,3504.0,2180.0,36.0,74.0,126.0,146.0,196.0,218.0,212.0,200.0,492.0,714.0,868.0,948.0,874.0,772.0,13.001,32.529,48.888,60.908,70.778,64.453,52.008,220.453,478.227,799.208,923.075,1220.016,1350.456,1321.808
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,6926.0,9508.0,8654.0,10522.0,7596.0,3582.0,2012.0,36.0,78.0,132.0,154.0,194.0,226.0,166.0,224.0,588.0,790.0,996.0,1114.0,914.0,722.0,13.953,38.721,55.811,65.952,75.86,66.409,45.212,225.74,508.469,846.824,1010.063,1260.597,1469.116,1008.35
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,6978.0,8334.0,7702.0,8540.0,5320.0,2490.0,1432.0,29.0,60.0,102.0,118.0,118.0,116.0,118.0,162.0,398.0,546.0,554.0,522.0,530.0,492.0,12.195,30.365,44.585,49.811,48.005,39.965,31.581,177.884,378.463,642.726,710.912,732.933,742.578,709.787
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,7656.0,10254.0,10222.0,10374.0,6332.0,3494.0,1556.0,35.0,70.0,122.0,154.0,236.0,208.0,224.0,192.0,478.0,716.0,890.0,932.0,896.0,620.0,12.915,33.144,50.558,64.081,70.913,62.465,47.515,210.537,437.459,724.159,935.141,1407.057,1318.142,1310.624
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,6792.0,6708.0,7522.0,8828.0,5798.0,2784.0,1494.0,32.0,66.0,108.0,134.0,162.0,170.0,160.0,174.0,432.0,624.0,732.0,746.0,676.0,534.0,12.41,30.714,45.04,55.213,59.29,50.866,37.422,192.59,422.317,684.073,829.249,987.191,1033.664,922.708
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,6886.0,8080.0,8506.0,7822.0,4694.0,2310.0,1188.0,33.0,66.0,114.0,146.0,202.0,166.0,170.0,180.0,446.0,644.0,764.0,738.0,700.0,560.0,12.302,30.955,46.746,60.035,59.536,46.219,36.293,186.921,399.554,671.371,837.738,1124.175,976.314,938.089
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,7710.0,11664.0,10068.0,7422.0,4198.0,2044.0,778.0,29.0,58.0,100.0,138.0,190.0,136.0,108.0,158.0,402.0,602.0,702.0,604.0,460.0,300.0,11.658,30.602,46.724,55.307,50.584,34.93,21.738,169.178,343.056,556.214,808.48,1101.32,820.417,596.879
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,6930.0,5592.0,8766.0,12706.0,6978.0,4644.0,3824.0,39.0,80.0,140.0,166.0,222.0,252.0,246.0,220.0,546.0,802.0,982.0,1076.0,1040.0,966.0,14.336,34.942,52.603,67.214,79.295,76.181,68.966,236.936,518.596,889.184,1043.875,1369.75,1572.86,1512.96
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,6520.0,5102.0,7398.0,6462.0,2866.0,1774.0,718.0,24.0,50.0,78.0,98.0,100.0,98.0,80.0,128.0,324.0,474.0,460.0,432.0,370.0,232.0,10.141,24.655,36.48,39.592,37.428,31.363,18.184,155.87,337.69,524.127,619.125,654.582,648.273,484.28
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,7504.0,9944.0,9482.0,7288.0,3540.0,1706.0,492.0,29.0,58.0,98.0,130.0,188.0,148.0,146.0,156.0,394.0,596.0,686.0,662.0,548.0,278.0,11.154,28.766,43.914,52.549,51.746,39.842,22.202,168.44,354.904,568.988,763.331,1082.013,888.719,783.948
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,6818.0,6718.0,7668.0,8722.0,5930.0,2708.0,1440.0,30.0,62.0,102.0,124.0,150.0,158.0,138.0,164.0,406.0,584.0,682.0,686.0,584.0,434.0,12.121,29.69,43.458,52.747,56.546,47.414,32.287,188.241,404.759,661.483,791.596,931.367,988.398,833.362
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,6908.0,9842.0,9270.0,8916.0,5196.0,2160.0,810.0,39.0,78.0,150.0,210.0,324.0,288.0,270.0,234.0,618.0,930.0,1242.0,1278.0,1026.0,594.0,12.674,35.959,56.472,75.235,83.182,61.933,40.009,223.291,455.993,839.587,1226.55,1945.908,1653.921,1389.96
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,7102.0,9844.0,10312.0,9728.0,5794.0,2694.0,1002.0,40.0,78.0,148.0,206.0,306.0,318.0,324.0,226.0,580.0,866.0,1136.0,1266.0,1146.0,684.0,13.554,35.88,57.933,78.756,88.488,73.189,48.211,219.684,448.585,795.301,1151.717,1725.77,1799.697,1689.204
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,6764.0,7092.0,8450.0,8890.0,5486.0,2838.0,1538.0,38.0,76.0,142.0,170.0,244.0,210.0,226.0,218.0,540.0,784.0,932.0,942.0,996.0,894.0,12.413,32.744,50.344,62.439,67.068,58.216,51.055,224.706,466.972,845.793,1050.459,1467.251,1331.515,1295.636
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,6660.0,7844.0,8664.0,8758.0,5268.0,2460.0,970.0,36.0,76.0,142.0,186.0,284.0,222.0,170.0,232.0,632.0,934.0,1200.0,1158.0,874.0,566.0,11.933,33.677,50.977,69.757,75.195,54.786,35.693,227.79,504.559,934.846,1232.718,1778.463,1469.148,979.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,6922.0,6868.0,8884.0,8676.0,3832.0,2756.0,1166.0,28.0,56.0,96.0,128.0,182.0,136.0,118.0,152.0,386.0,584.0,660.0,604.0,472.0,238.0,11.696,28.384,43.068,52.643,52.629,42.816,26.119,170.791,350.358,572.177,777.627,1095.416,863.696,669.352
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-icn_1_smi1_1_s_1,6670.0,7338.0,8538.0,8816.0,3646.0,2276.0,1038.0,26.0,58.0,100.0,138.0,146.0,118.0,68.0,170.0,500.0,730.0,792.0,610.0,362.0,166.0,11.478,31.323,48.016,58.07,51.705,35.922,17.844,178.46,390.192,687.324,921.835,988.087,792.288,454.015
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,6830.0,6940.0,9322.0,10208.0,5886.0,3754.0,2194.0,38.0,76.0,134.0,160.0,242.0,226.0,260.0,210.0,514.0,746.0,926.0,1010.0,1070.0,884.0,13.369,34.234,51.878,65.937,74.711,70.184,60.938,226.764,473.444,795.671,970.574,1441.86,1432.586,1548.928
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,8144.0,12782.0,11092.0,12452.0,9654.0,4712.0,2216.0,41.0,82.0,148.0,194.0,244.0,300.0,266.0,230.0,578.0,816.0,1030.0,1142.0,1110.0,956.0,15.36,39.232,60.855,78.012,89.856,82.347,59.575,228.288,479.464,822.793,1077.962,1392.125,1695.891,1485.41
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,6998.0,6928.0,9468.0,10536.0,5596.0,3852.0,2018.0,34.0,68.0,120.0,152.0,230.0,196.0,196.0,188.0,470.0,704.0,864.0,874.0,808.0,556.0,13.146,32.336,49.328,63.369,69.963,61.872,47.771,203.156,421.934,710.029,928.134,1373.627,1244.081,1125.968
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,7854.0,10974.0,9416.0,9172.0,5722.0,2670.0,1204.0,32.0,64.0,112.0,140.0,190.0,138.0,158.0,176.0,434.0,618.0,706.0,656.0,642.0,542.0,12.544,30.727,46.625,59.787,58.513,43.431,34.972,184.186,389.874,667.604,815.506,1078.905,846.472,880.141
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,6678.0,6630.0,8582.0,7194.0,3670.0,2162.0,958.0,32.0,64.0,110.0,136.0,194.0,166.0,182.0,174.0,430.0,626.0,722.0,740.0,722.0,506.0,11.608,29.856,45.234,54.396,55.833,48.041,34.683,184.666,390.889,640.499,798.744,1116.787,1002.213,1008.301
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,7780.0,11676.0,10700.0,9162.0,5434.0,2876.0,1270.0,31.0,62.0,104.0,142.0,202.0,160.0,162.0,166.0,418.0,626.0,754.0,718.0,608.0,390.0,12.763,32.847,49.738,61.282,60.917,48.113,32.895,182.33,370.544,582.593,819.26,1157.187,987.882,940.064
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,6798.0,6642.0,8578.0,8972.0,5828.0,3062.0,1666.0,32.0,66.0,108.0,134.0,162.0,170.0,160.0,174.0,432.0,624.0,732.0,746.0,676.0,534.0,12.85,32.232,47.769,57.517,61.095,54.118,40.058,192.245,411.312,657.729,808.272,981.995,1037.277,959.401
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,7236.0,7998.0,11172.0,14194.0,13924.0,11538.0,8000.0,52.0,110.0,180.0,242.0,284.0,370.0,460.0,290.0,740.0,1106.0,1356.0,1630.0,1978.0,2086.0,20.053,51.275,79.16,101.378,122.184,144.187,148.502,309.142,683.578,1095.295,1425.624,1711.352,2300.588,2803.823
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,8522.0,16394.0,12666.0,7236.0,2772.0,648.0,162.0,30.0,60.0,114.0,156.0,270.0,108.0,162.0,180.0,474.0,732.0,900.0,720.0,432.0,162.0,11.041,31.774,49.233,59.623,55.125,24.44,15.568,174.656,349.264,636.37,949.95,1602.045,605.88,784.08
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,7810.0,10396.0,9894.0,10478.0,5902.0,3462.0,1858.0,32.0,64.0,110.0,136.0,194.0,166.0,182.0,174.0,430.0,626.0,722.0,740.0,722.0,506.0,12.857,31.715,47.358,57.004,60.247,54.804,42.942,189.178,397.285,652.022,815.677,1154.091,1024.774,1032.879
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,8376.0,12380.0,11718.0,15948.0,16712.0,13466.0,8734.0,51.0,108.0,178.0,236.0,272.0,348.0,426.0,286.0,728.0,1080.0,1304.0,1536.0,1860.0,1998.0,20.456,51.563,79.518,101.912,122.732,141.328,141.247,302.16,669.878,1088.299,1391.269,1638.178,2163.711,2580.76
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,6664.0,9812.0,8434.0,7494.0,3446.0,1304.0,442.0,27.0,64.0,124.0,154.0,166.0,112.0,66.0,216.0,692.0,962.0,960.0,742.0,366.0,138.0,11.04,34.674,54.913,59.249,50.962,27.41,11.894,186.969,442.877,907.575,1056.313,1150.577,701.848,385.823
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,7536.0,10096.0,10444.0,8176.0,3794.0,1888.0,502.0,33.0,64.0,116.0,160.0,272.0,208.0,236.0,180.0,456.0,708.0,912.0,924.0,680.0,236.0,11.441,29.365,46.457,63.247,65.384,50.398,26.803,193.131,391.318,670.151,943.744,1565.565,1253.327,1245.904
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,6738.0,6656.0,7144.0,7428.0,3340.0,1660.0,746.0,25.0,52.0,92.0,112.0,110.0,104.0,82.0,144.0,368.0,534.0,508.0,456.0,380.0,234.0,10.193,25.297,38.19,42.586,38.479,28.726,16.791,164.238,348.622,623.216,701.141,709.813,684.658,506.04
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_bromide_1_smi1_1_s_1,7666.0,12534.0,9666.0,7354.0,2842.0,580.0,162.0,27.0,60.0,118.0,154.0,222.0,94.0,54.0,198.0,604.0,878.0,966.0,638.0,244.0,72.0,10.888,31.661,52.115,61.437,51.833,17.816,7.421,168.1,386.514,793.463,973.34,1326.125,509.392,294.624
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,7492.0,10792.0,10684.0,15550.0,16136.0,12190.0,7848.0,53.0,114.0,192.0,256.0,318.0,400.0,420.0,312.0,812.0,1212.0,1556.0,1838.0,1998.0,2004.0,20.617,54.402,83.643,108.361,135.893,148.378,136.276,317.318,710.346,1187.948,1552.769,1948.864,2506.374,2566.17
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,6890.0,10702.0,10378.0,7220.0,2916.0,936.0,162.0,32.0,66.0,124.0,178.0,318.0,144.0,162.0,204.0,568.0,884.0,1158.0,912.0,468.0,162.0,11.549,34.176,53.946,71.084,68.495,31.806,15.568,191.812,402.488,701.263,1125.14,1906.101,878.328,784.08
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,6428.0,5284.0,7980.0,5264.0,2098.0,972.0,198.0,31.0,60.0,112.0,152.0,252.0,156.0,198.0,172.0,436.0,668.0,812.0,762.0,552.0,198.0,9.381,23.514,38.117,53.337,49.856,35.08,19.028,185.883,379.348,703.14,941.847,1534.997,913.968,958.32
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,7028.0,8358.0,9596.0,11498.0,7698.0,3868.0,2070.0,42.0,84.0,154.0,204.0,278.0,346.0,296.0,238.0,606.0,890.0,1162.0,1322.0,1210.0,944.0,14.38,37.289,58.435,77.849,93.031,84.89,59.581,240.799,508.935,888.035,1172.177,1630.054,1997.472,1705.74
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6656.0,6822.0,7870.0,6200.0,3532.0,1772.0,772.0,30.0,60.0,102.0,140.0,196.0,148.0,134.0,162.0,410.0,614.0,728.0,660.0,532.0,344.0,10.91,28.185,42.789,52.595,49.761,37.548,24.818,175.915,366.999,596.29,845.847,1165.098,862.896,720.283
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,6816.0,6464.0,8032.0,9726.0,4070.0,2858.0,1766.0,28.0,60.0,102.0,134.0,148.0,138.0,114.0,168.0,456.0,666.0,738.0,664.0,514.0,302.0,11.929,30.099,45.036,54.151,52.921,44.309,29.847,178.561,394.439,681.326,846.044,957.531,866.819,669.246
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6846.0,7096.0,9330.0,10856.0,6016.0,3678.0,2198.0,39.0,78.0,142.0,192.0,250.0,320.0,294.0,220.0,564.0,830.0,1048.0,1216.0,1142.0,750.0,13.396,34.56,54.198,71.085,81.329,78.979,57.432,234.196,485.559,844.669,1110.005,1518.74,1915.763,1718.538
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,6802.0,8086.0,8374.0,11870.0,8018.0,3850.0,2604.0,40.0,86.0,150.0,166.0,228.0,294.0,204.0,250.0,648.0,880.0,1156.0,1388.0,1126.0,980.0,14.105,39.018,56.046,69.702,87.496,77.875,55.451,253.947,575.384,993.61,1137.188,1503.406,1940.584,1288.92
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,6510.0,6386.0,8182.0,6788.0,2644.0,1440.0,450.0,32.0,64.0,118.0,166.0,290.0,156.0,198.0,188.0,496.0,780.0,1006.0,876.0,552.0,198.0,10.365,27.257,42.071,62.609,61.435,38.369,22.934,195.372,412.06,757.2,1024.195,1756.781,913.104,1056.528
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,6862.0,7972.0,8540.0,6938.0,3838.0,1756.0,742.0,29.0,58.0,100.0,138.0,190.0,136.0,108.0,158.0,402.0,602.0,702.0,604.0,460.0,300.0,11.413,28.488,43.642,56.336,52.385,34.687,21.682,168.49,352.43,590.958,799.106,1067.264,820.417,596.879
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,7008.0,9710.0,8390.0,9566.0,6832.0,2946.0,1322.0,37.0,76.0,138.0,190.0,248.0,270.0,188.0,220.0,578.0,834.0,1078.0,1114.0,872.0,588.0,13.43,36.052,55.025,70.808,79.92,64.067,38.255,215.527,460.766,817.319,1106.095,1508.264,1577.85,1015.701
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6456.0,5244.0,7324.0,5782.0,2346.0,1286.0,422.0,28.0,56.0,96.0,128.0,182.0,136.0,118.0,152.0,386.0,584.0,660.0,604.0,472.0,238.0,9.612,24.004,37.215,46.475,43.455,32.123,18.482,171.758,366.673,619.646,794.103,1114.681,812.25,640.112
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6524.0,6324.0,7026.0,6726.0,2872.0,1438.0,642.0,26.0,56.0,92.0,124.0,130.0,116.0,84.0,154.0,422.0,614.0,658.0,564.0,408.0,236.0,10.293,27.478,41.045,46.621,41.428,30.504,17.671,165.402,369.529,617.18,789.982,838.57,711.977,476.91
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-cch_1_smi1_1_s_1,6574.0,6128.0,7914.0,7394.0,3102.0,1906.0,734.0,26.0,56.0,96.0,124.0,132.0,120.0,86.0,158.0,430.0,622.0,666.0,574.0,412.0,218.0,10.662,28.08,42.531,49.661,44.88,34.142,17.959,169.657,370.288,643.313,796.152,853.559,775.164,516.648
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,6546.0,6082.0,7846.0,6910.0,3134.0,1784.0,690.0,26.0,56.0,92.0,124.0,130.0,116.0,84.0,154.0,422.0,614.0,658.0,564.0,408.0,236.0,10.759,28.272,42.491,49.304,44.965,33.958,18.589,164.326,363.366,600.579,779.268,822.73,731.004,490.11
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,6502.0,5110.0,8134.0,6794.0,3318.0,2082.0,958.0,32.0,64.0,110.0,136.0,194.0,166.0,182.0,174.0,430.0,626.0,722.0,740.0,722.0,506.0,10.967,27.264,41.663,52.308,53.601,46.925,34.683,189.111,407.634,687.997,816.917,1141.845,1020.913,1008.301
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,7562.0,12546.0,9412.0,7014.0,3056.0,890.0,306.0,27.0,58.0,108.0,142.0,208.0,90.0,78.0,178.0,502.0,740.0,854.0,606.0,316.0,150.0,10.685,31.281,47.905,54.962,47.961,21.237,12.853,170.69,362.84,691.64,910.731,1305.903,514.747,429.264
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,6756.0,7256.0,9132.0,8370.0,3684.0,2350.0,816.0,31.0,66.0,120.0,172.0,256.0,180.0,114.0,200.0,586.0,896.0,1102.0,886.0,484.0,180.0,11.877,32.011,50.185,67.219,67.283,44.718,21.695,186.088,417.95,763.009,1067.958,1517.687,1029.792,600.558
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6794.0,6858.0,9270.0,9484.0,5488.0,3330.0,1680.0,37.0,74.0,134.0,172.0,256.0,232.0,244.0,208.0,524.0,792.0,980.0,1020.0,1004.0,728.0,12.836,33.185,51.538,66.662,73.787,66.135,52.016,220.261,460.096,793.27,1036.046,1507.254,1445.038,1427.136
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,6578.0,8674.0,6950.0,6904.0,3110.0,1024.0,496.0,26.0,60.0,112.0,144.0,142.0,96.0,56.0,190.0,578.0,806.0,824.0,618.0,328.0,184.0,10.58,31.811,48.679,52.68,44.089,23.927,13.042,170.925,388.86,796.426,931.444,930.532,589.976,308.98
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,7054.0,8290.0,10246.0,8708.0,4020.0,2560.0,738.0,32.0,62.0,114.0,158.0,266.0,194.0,198.0,176.0,448.0,696.0,884.0,852.0,590.0,198.0,12.313,31.149,49.048,64.93,67.15,50.537,27.286,181.304,359.048,609.145,913.973,1492.538,1176.986,988.416
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,6854.0,8504.0,8368.0,10998.0,7546.0,3202.0,1836.0,43.0,88.0,168.0,220.0,302.0,356.0,240.0,262.0,684.0,1000.0,1320.0,1442.0,1212.0,996.0,13.699,38.051,58.569,77.085,91.935,78.176,52.073,254.823,541.319,1012.176,1323.318,1860.488,2174.348,1351.188
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,8604.0,17544.0,14700.0,9068.0,3670.0,972.0,198.0,33.0,68.0,126.0,180.0,328.0,156.0,198.0,208.0,576.0,900.0,1200.0,990.0,552.0,198.0,12.256,36.417,57.746,73.768,73.007,35.08,19.028,193.973,413.43,709.344,1122.952,1955.901,913.968,958.32
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,6830.0,7128.0,7770.0,9598.0,6364.0,3050.0,1984.0,34.0,70.0,118.0,134.0,158.0,170.0,162.0,188.0,456.0,630.0,724.0,738.0,718.0,710.0,12.903,32.73,47.553,55.469,59.129,52.51,44.307,208.671,440.503,736.552,841.13,996.267,1099.054,982.214
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,7602.0,10984.0,11500.0,14436.0,15328.0,12476.0,7866.0,50.0,106.0,172.0,242.0,280.0,342.0,410.0,278.0,716.0,1080.0,1336.0,1520.0,1776.0,1832.0,20.63,52.757,81.685,105.195,123.391,140.234,136.677,291.359,639.631,1016.533,1401.719,1652.325,2070.242,2439.781
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_iodide_1_smi1_1_s_1,9294.0,14172.0,10304.0,9138.0,4646.0,1336.0,358.0,23.0,52.0,92.0,116.0,108.0,82.0,44.0,158.0,470.0,638.0,604.0,458.0,260.0,100.0,11.404,30.162,47.799,50.751,40.469,22.632,8.877,151.456,344.623,619.224,752.336,699.481,522.456,262.523
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,6676.0,5434.0,8194.0,9526.0,5148.0,3204.0,1994.0,32.0,66.0,114.0,140.0,168.0,182.0,162.0,180.0,454.0,670.0,754.0,774.0,698.0,538.0,12.054,29.907,45.209,54.3,59.084,53.937,41.488,207.5,440.07,747.454,891.739,1075.01,1202.812,1023.999
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,7530.0,8298.0,11774.0,17732.0,15812.0,13274.0,10356.0,56.0,118.0,194.0,262.0,332.0,424.0,524.0,312.0,796.0,1208.0,1550.0,1874.0,2228.0,2354.0,21.881,54.749,84.357,112.451,140.034,164.248,174.039,331.981,734.68,1183.349,1560.525,2008.158,2621.397,3188.248
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,6658.0,7926.0,7398.0,7836.0,3752.0,1648.0,738.0,26.0,58.0,104.0,126.0,140.0,100.0,74.0,176.0,488.0,674.0,714.0,622.0,384.0,226.0,10.37,29.284,42.401,48.27,45.354,28.279,16.022,185.65,411.396,763.892,863.404,1019.44,703.05,467.32
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6648.0,6798.0,7868.0,6442.0,2720.0,1422.0,462.0,29.0,58.0,104.0,136.0,190.0,146.0,138.0,162.0,412.0,620.0,698.0,652.0,522.0,258.0,10.28,26.915,41.763,50.017,46.633,34.238,20.094,174.744,363.072,626.499,825.761,1146.174,871.798,754.512
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,6748.0,6954.0,8550.0,8866.0,5486.0,2890.0,1564.0,39.0,78.0,144.0,176.0,256.0,238.0,252.0,222.0,552.0,810.0,990.0,1040.0,1080.0,920.0,12.62,33.407,51.673,64.786,70.905,62.934,53.553,225.54,479.732,847.599,1064.423,1505.885,1443.847,1421.476
