id,Z-0_FR_AA,Z-1_FR_AA,Z-2_FR_AA,Z-3_FR_AA,Z-4_FR_AA,Z-5_FR_AA,Z-6_FR_AA,I-0_FR_AA,I-1_FR_AA,I-2_FR_AA,I-3_FR_AA,I-4_FR_AA,I-5_FR_AA,I-6_FR_AA,T-0_FR_AA,T-1_FR_AA,T-2_FR_AA,T-3_FR_AA,T-4_FR_AA,T-5_FR_AA,T-6_FR_AA,S-0_FR_AA,S-1_FR_AA,S-2_FR_AA,S-3_FR_AA,S-4_FR_AA,S-5_FR_AA,S-6_FR_AA,chi-0_FR_AA,chi-1_FR_AA,chi-2_FR_AA,chi-3_FR_AA,chi-4_FR_AA,chi-5_FR_AA,chi-6_FR_AA
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,32.0,162.9,545.8,1199.8,1425.3,838.0,462.9,32.0,64.0,112.0,140.0,190.0,138.0,158.0,32.0,101.0,153.1,233.1,237.8,202.1,252.8,32.0,78.835,146.749,202.024,269.541,198.96,204.015,32.0,64.612,112.88,141.088,191.005,139.998,159.392
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,32.0,169.5,351.0,589.4,1126.8,640.9,383.6,32.0,66.0,108.0,134.0,162.0,170.0,160.0,32.0,91.2,139.2,185.4,229.6,232.9,220.0,32.0,79.907,131.869,173.341,221.412,229.746,197.585,32.0,66.747,109.626,135.495,163.742,171.976,162.316
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,38.0,194.9,409.6,1142.7,1350.6,739.0,632.2,38.0,76.0,140.0,190.0,244.0,308.0,264.0,38.0,122.9,207.4,283.2,382.1,445.8,363.0,38.0,93.582,173.492,250.974,321.701,377.533,318.613,38.0,77.193,142.199,192.091,247.842,314.401,271.006
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,49.0,226.4,415.0,794.7,1204.3,1219.8,1197.0,49.0,104.0,168.0,236.0,278.0,352.0,424.0,49.0,131.7,224.2,314.7,367.7,470.7,581.4,49.0,121.398,202.773,289.379,344.961,435.786,529.329,49.0,105.009,169.925,237.897,279.694,355.314,429.326
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,52.0,248.0,510.9,1314.5,1307.6,1348.4,1373.2,52.0,108.0,184.0,264.0,356.0,390.0,468.0,52.0,150.5,251.5,393.5,473.7,534.0,697.5,52.0,129.383,221.456,344.36,440.722,485.113,595.515,52.0,109.311,186.554,266.373,360.419,396.653,474.99
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,28.0,172.9,332.2,1139.5,686.4,243.1,184.0,28.0,60.0,112.0,150.0,216.0,98.0,84.0,28.0,95.7,161.6,269.3,290.4,142.5,121.5,28.0,74.287,131.513,205.921,262.245,121.683,102.708,28.0,61.371,114.29,153.16,224.716,99.909,84.524
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,31.0,171.7,341.2,634.7,1090.8,514.9,372.0,31.0,64.0,110.0,130.0,156.0,166.0,156.0,31.0,93.6,143.3,184.9,221.2,231.2,227.9,31.0,78.045,130.826,168.2,211.848,216.743,192.54,31.0,65.049,112.571,132.006,158.102,169.271,158.762
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,32.0,196.7,448.0,1165.1,754.8,477.9,296.1,32.0,68.0,126.0,168.0,244.0,188.0,126.0,32.0,107.5,178.8,289.3,359.5,265.7,184.0,32.0,83.256,149.518,226.365,302.194,235.64,154.991,32.0,68.957,128.405,169.734,247.108,191.842,127.865
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,26.0,125.1,243.1,577.7,747.0,559.4,292.0,26.0,54.0,86.0,114.0,112.0,96.0,80.0,26.0,70.7,118.8,158.7,153.2,126.8,107.7,26.0,63.237,105.152,144.563,150.276,127.922,103.314,26.0,54.702,87.285,115.149,113.576,98.068,81.67
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,36.0,198.6,564.1,1715.3,1002.5,743.0,550.8,36.0,70.0,128.0,166.0,278.0,226.0,278.0,36.0,119.2,174.0,299.2,354.8,395.0,362.8,36.0,88.572,160.046,248.537,339.48,305.934,319.188,36.0,71.041,129.85,167.596,281.863,230.662,282.599
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,36.0,197.4,395.1,634.0,1477.8,659.3,486.4,36.0,74.0,134.0,154.0,182.0,208.0,202.0,36.0,116.8,177.9,223.2,267.4,286.1,304.2,36.0,91.217,159.24,196.791,250.194,272.455,250.003,36.0,75.083,137.12,156.392,184.024,211.864,205.668
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,30.0,168.0,285.9,1329.5,537.0,460.5,324.8,30.0,60.0,106.0,138.0,196.0,158.0,168.0,30.0,93.4,145.2,230.0,245.5,253.2,213.8,30.0,74.322,124.401,199.175,233.466,211.044,190.85,30.0,61.054,108.504,139.614,198.668,161.169,170.861
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,36.0,195.5,634.6,1719.4,1075.1,766.8,550.8,36.0,70.0,128.0,166.0,278.0,226.0,278.0,36.0,119.2,174.0,299.2,354.8,395.0,362.8,36.0,88.601,169.232,249.297,348.989,308.978,319.188,36.0,70.913,128.89,167.674,281.098,230.345,282.599
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,29.0,163.6,338.0,1128.0,527.7,388.4,282.1,29.0,60.0,106.0,148.0,216.0,154.0,108.0,29.0,90.2,147.8,253.1,300.0,213.4,133.6,29.0,72.527,124.649,202.319,257.28,190.77,131.876,29.0,61.072,108.087,149.974,219.982,158.116,111.777
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,26.0,143.1,321.4,645.0,478.0,282.1,221.3,26.0,56.0,96.0,124.0,132.0,120.0,86.0,26.0,77.2,132.5,179.7,185.9,164.7,112.8,26.0,65.428,114.768,156.059,159.982,145.021,105.123,26.0,57.135,98.266,126.492,134.614,123.435,88.986
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,50.0,227.4,417.1,801.5,1238.3,1230.4,1205.9,50.0,106.0,170.0,240.0,286.0,362.0,434.0,50.0,134.0,224.9,317.2,381.5,481.2,592.4,50.0,123.451,204.774,293.286,356.544,445.958,539.379,50.0,106.925,171.986,241.897,287.74,365.454,439.15
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,26.0,144.7,308.6,562.6,484.8,322.9,194.1,26.0,56.0,92.0,126.0,128.0,112.0,78.0,26.0,72.8,128.4,178.7,179.3,149.8,103.9,26.0,65.358,111.383,154.948,157.357,136.323,96.642,26.0,56.78,93.632,127.643,129.95,114.416,79.775
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,36.0,196.9,322.3,1693.0,765.9,671.8,694.7,36.0,70.0,128.0,166.0,278.0,226.0,278.0,36.0,119.2,174.0,299.2,354.8,395.0,362.8,36.0,88.428,147.057,246.776,326.957,302.708,338.816,36.0,71.076,130.594,167.332,282.555,230.449,279.31
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,41.0,234.8,426.3,1636.9,1645.1,936.9,568.1,41.0,84.0,160.0,232.0,372.0,342.0,288.0,41.0,143.7,236.0,399.1,571.5,536.2,409.5,41.0,105.889,193.425,314.75,481.018,430.997,335.481,41.0,85.447,162.609,234.391,382.563,352.447,291.008
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,36.0,207.2,806.3,1800.0,1285.3,847.4,444.7,36.0,70.0,128.0,166.0,278.0,226.0,278.0,36.0,119.2,174.0,299.2,354.8,395.0,362.8,36.0,89.568,173.355,251.941,357.623,315.546,309.18,36.0,70.734,128.697,167.325,279.076,229.774,278.873
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,31.0,166.6,515.3,1204.5,646.8,547.3,403.0,31.0,62.0,104.0,142.0,202.0,160.0,162.0,31.0,91.0,141.2,230.7,253.9,238.7,210.7,31.0,75.841,135.345,199.454,243.562,210.237,196.091,31.0,62.932,105.032,143.521,205.391,162.895,165.599
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,61.0,301.3,505.6,749.9,2147.6,1835.2,1486.8,61.0,132.0,228.0,302.0,384.0,532.0,544.0,61.0,187.8,299.5,406.2,557.7,727.7,742.5,61.0,156.96,268.644,363.11,484.366,666.754,670.492,61.0,133.515,231.69,305.166,388.364,545.267,554.143
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,34.0,190.8,782.0,1717.5,1396.3,722.9,384.0,34.0,66.0,124.0,158.0,258.0,174.0,234.0,34.0,116.5,173.0,299.0,319.5,318.0,315.0,34.0,84.445,167.799,241.495,347.423,246.556,262.062,34.0,66.823,124.929,159.523,261.062,177.476,234.786
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,30.0,154.4,343.1,614.4,858.7,496.4,318.7,30.0,62.0,98.0,120.0,128.0,138.0,132.0,30.0,83.3,126.4,158.2,174.2,180.8,185.3,30.0,74.44,121.887,155.955,176.04,181.509,164.549,30.0,62.673,99.58,121.254,129.182,139.82,133.494
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,37.0,190.5,389.0,1045.1,1321.6,711.3,655.5,37.0,74.0,132.0,182.0,236.0,298.0,244.0,37.0,115.2,194.7,269.2,369.2,421.2,326.4,37.0,90.854,164.557,238.324,310.406,364.62,305.734,37.0,75.046,133.632,183.493,239.282,303.521,248.218
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,34.0,194.9,598.0,1151.3,1192.2,793.5,503.8,34.0,68.0,120.0,152.0,230.0,196.0,196.0,34.0,106.7,158.7,250.2,308.7,282.4,325.7,34.0,85.412,153.403,214.782,302.512,263.706,251.703,34.0,68.862,121.432,153.656,232.237,199.846,198.242
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,29.0,169.5,342.1,1194.2,535.4,407.8,223.9,29.0,60.0,106.0,148.0,216.0,154.0,108.0,29.0,90.2,147.8,253.1,300.0,213.4,133.6,29.0,73.255,125.423,204.537,260.84,194.669,126.781,29.0,60.889,108.094,149.607,219.105,157.69,109.564
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,28.0,156.6,229.4,443.6,999.0,405.1,210.7,28.0,60.0,102.0,116.0,140.0,136.0,90.0,28.0,87.2,131.7,167.1,210.5,178.5,131.3,28.0,72.19,117.491,144.53,183.781,168.569,111.619,28.0,61.46,104.44,118.085,143.882,143.371,91.07
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,32.0,194.4,608.6,1695.9,1103.4,479.2,162.0,32.0,66.0,124.0,178.0,318.0,144.0,162.0,32.0,112.2,173.0,350.3,423.0,265.5,162.0,32.0,83.48,163.923,257.793,401.296,196.87,162.0,32.0,67.191,125.653,180.633,328.149,148.836,162.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,26.0,177.6,547.4,751.4,484.6,252.6,106.9,26.0,60.0,110.0,154.0,156.0,112.0,50.0,26.0,81.6,162.3,235.0,225.6,144.2,60.3,26.0,71.516,137.045,199.272,199.065,134.987,58.987,26.0,60.908,111.691,156.34,158.223,113.628,50.879
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,56.0,261.2,471.0,700.4,1875.9,1411.4,1395.0,56.0,118.0,202.0,276.0,340.0,424.0,502.0,56.0,163.2,271.7,381.8,476.1,589.5,669.8,56.0,139.371,240.526,334.487,431.728,527.073,619.822,56.0,118.988,204.653,278.833,342.33,427.397,511.531
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,27.0,141.6,265.1,781.4,524.8,309.4,320.1,27.0,56.0,96.0,116.0,122.0,124.0,124.0,27.0,80.3,129.7,165.5,156.7,179.7,170.8,27.0,66.495,113.745,152.754,148.724,155.343,151.519,27.0,57.3,98.645,118.46,124.355,127.077,128.267
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,32.0,154.6,290.2,612.3,815.6,515.7,400.9,32.0,66.0,104.0,130.0,140.0,150.0,156.0,32.0,88.2,135.2,171.7,185.1,196.7,221.1,32.0,77.948,127.119,164.439,180.65,188.546,197.237,32.0,66.808,105.517,131.387,141.83,152.654,158.96
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,31.0,148.5,279.9,597.9,802.7,438.4,372.5,31.0,64.0,100.0,122.0,134.0,148.0,150.0,31.0,85.3,127.2,159.6,178.2,192.2,212.8,31.0,75.17,121.456,154.774,173.964,183.8,187.99,31.0,64.848,101.703,123.48,135.808,150.739,152.895
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,29.0,160.6,267.0,662.0,688.4,472.7,269.3,29.0,64.0,102.0,136.0,154.0,128.0,104.0,29.0,83.7,133.7,188.0,209.3,172.7,141.3,29.0,75.545,123.77,169.759,195.206,161.744,130.375,29.0,65.133,103.812,137.796,158.366,131.631,106.094
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,36.0,195.4,451.5,1067.1,1416.8,780.2,466.3,36.0,72.0,130.0,180.0,230.0,286.0,218.0,36.0,113.2,194.0,268.3,366.2,403.3,285.5,36.0,90.0,164.839,240.214,316.933,359.85,257.012,36.0,72.961,131.498,181.454,232.713,290.543,221.747
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,60.0,284.6,567.4,752.9,2142.4,1588.3,1457.8,60.0,126.0,216.0,284.0,352.0,454.0,558.0,60.0,177.9,285.9,387.9,490.1,620.4,747.3,60.0,150.454,258.981,348.361,456.765,572.075,681.182,60.0,127.379,219.132,286.8,355.412,460.914,566.058
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,33.0,172.3,378.4,1220.0,777.3,515.8,539.0,33.0,66.0,118.0,144.0,202.0,176.0,204.0,33.0,106.2,158.7,235.2,254.8,273.2,309.2,33.0,81.235,146.645,203.646,246.495,231.308,254.694,33.0,67.099,120.021,146.114,205.429,179.88,209.775
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,27.0,150.2,332.4,656.6,569.5,314.8,288.2,27.0,58.0,100.0,132.0,140.0,126.0,94.0,27.0,80.2,140.2,192.2,198.6,173.4,127.9,27.0,68.33,120.58,165.167,172.024,155.054,122.235,27.0,59.004,102.092,134.138,142.594,129.195,96.047
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,30.0,178.2,586.7,1671.5,980.1,333.0,162.0,30.0,60.0,114.0,156.0,270.0,108.0,162.0,30.0,105.6,162.3,314.1,328.5,229.5,162.0,30.0,77.253,153.319,235.495,336.259,150.093,162.0,30.0,61.214,115.563,158.68,280.564,109.179,162.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1,54.0,248.8,440.4,655.5,1697.6,1344.6,1327.4,54.0,114.0,190.0,258.0,320.0,400.0,482.0,54.0,152.7,250.5,348.8,440.4,554.8,640.8,54.0,133.812,225.513,311.915,404.632,496.472,592.494,54.0,114.944,192.399,260.535,322.286,403.31,490.783
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,30.0,159.7,271.6,1114.7,822.5,407.4,371.4,30.0,60.0,106.0,128.0,176.0,126.0,144.0,30.0,95.7,144.4,218.4,217.1,186.2,235.7,30.0,73.96,123.866,182.988,224.314,168.053,183.956,30.0,61.077,108.163,129.421,179.232,129.359,146.087
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,32.0,184.0,538.2,1750.5,782.5,635.4,198.0,32.0,62.0,114.0,158.0,266.0,194.0,198.0,32.0,104.5,159.8,293.8,346.5,338.0,198.0,32.0,78.97,144.725,240.009,323.174,266.177,198.0,32.0,62.821,115.551,159.326,268.496,199.563,198.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,41.0,215.5,337.6,462.1,1934.0,573.4,705.4,41.0,84.0,150.0,170.0,222.0,260.0,258.0,41.0,132.1,192.3,244.0,334.6,361.6,331.8,41.0,102.178,172.883,208.822,302.887,318.491,321.244,41.0,85.01,153.103,172.363,223.659,262.784,267.179
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,29.0,158.2,330.8,583.4,687.1,347.2,324.2,29.0,62.0,102.0,124.0,136.0,146.0,130.0,29.0,84.2,133.6,169.6,187.7,201.3,184.3,29.0,72.907,121.75,154.688,169.328,178.339,162.472,29.0,63.115,103.906,126.054,137.909,149.418,132.675
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,55.0,266.5,454.3,788.6,1520.9,1553.2,1362.7,55.0,120.0,198.0,272.0,330.0,432.0,480.0,55.0,159.7,260.0,356.8,452.1,584.7,666.4,55.0,141.1,235.879,326.915,408.912,535.102,597.951,55.0,121.366,200.701,274.809,334.418,441.886,488.363
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,57.0,263.0,459.8,680.9,1925.0,1467.0,1337.7,57.0,120.0,202.0,260.0,320.0,408.0,492.0,57.0,166.7,263.9,351.2,449.8,546.0,663.9,57.0,142.57,239.475,316.772,413.715,507.894,603.231,57.0,121.291,205.259,262.965,324.209,417.589,500.871
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,52.0,244.7,679.3,1384.6,1436.3,1558.7,1596.2,52.0,108.0,184.0,260.0,348.0,372.0,474.0,52.0,151.7,252.0,392.0,453.2,520.2,700.0,52.0,129.271,231.672,341.558,443.858,484.49,617.472,52.0,108.959,185.423,261.961,350.923,376.059,478.841
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,25.0,130.1,237.0,606.8,483.5,262.1,286.8,25.0,52.0,86.0,106.0,108.0,106.0,90.0,25.0,70.6,116.2,149.9,141.7,146.2,123.9,25.0,61.05,102.147,135.352,130.759,130.432,118.094,25.0,53.106,88.153,107.907,109.946,108.918,92.281
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,31.0,165.5,272.5,617.1,1021.8,409.6,423.4,31.0,64.0,110.0,130.0,156.0,166.0,156.0,31.0,93.6,143.3,184.9,221.2,231.2,227.9,31.0,76.726,128.125,165.185,203.621,206.135,199.809,31.0,65.051,112.68,131.931,157.796,169.515,159.817
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,40.0,209.9,421.3,1105.0,1438.0,747.7,898.2,40.0,80.0,146.0,178.0,262.0,250.0,280.0,40.0,131.9,194.2,289.3,355.6,355.8,499.8,40.0,99.198,178.13,240.781,331.738,324.412,383.051,40.0,80.978,148.169,180.048,264.864,255.099,284.036
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,31.0,161.5,255.8,529.1,1013.0,402.0,451.9,31.0,64.0,104.0,124.0,154.0,168.0,164.0,31.0,87.8,131.3,172.2,212.8,227.5,235.0,31.0,76.049,121.157,155.138,199.523,205.567,211.178,31.0,65.078,106.076,125.474,155.986,171.574,166.662
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,34.0,182.4,381.4,1693.0,995.2,591.4,384.0,34.0,66.0,124.0,158.0,258.0,174.0,234.0,34.0,116.5,173.0,299.0,319.5,318.0,315.0,34.0,83.938,152.147,240.105,331.513,241.365,262.062,34.0,66.943,125.849,159.423,262.015,177.792,234.786
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,30.0,148.4,278.5,586.4,769.9,432.4,402.7,30.0,62.0,98.0,118.0,126.0,138.0,142.0,30.0,82.9,126.5,157.1,164.3,182.1,204.4,30.0,73.241,119.604,150.35,162.414,174.274,184.858,30.0,62.842,99.653,119.302,127.441,140.313,143.927
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,48.0,214.1,411.0,811.3,1310.0,1437.1,1312.9,48.0,102.0,166.0,230.0,266.0,330.0,396.0,48.0,130.9,223.4,310.9,356.3,441.0,545.9,48.0,118.974,200.682,284.75,339.052,423.911,504.364,48.0,103.045,167.879,231.838,267.866,333.449,400.764
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,30.0,158.7,289.4,1201.5,629.1,490.3,276.5,30.0,60.0,102.0,140.0,196.0,148.0,134.0,30.0,89.0,140.4,229.8,251.9,213.1,180.2,30.0,73.465,123.105,198.863,244.43,193.726,159.319,30.0,60.706,103.744,141.133,197.532,151.821,135.257
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,35.0,185.9,305.1,523.5,1397.1,466.7,532.4,35.0,72.0,126.0,146.0,174.0,200.0,192.0,35.0,109.1,165.2,209.0,255.1,274.6,269.3,35.0,87.046,147.456,181.644,232.37,244.898,246.963,35.0,73.029,128.651,147.896,175.478,203.51,196.845
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,26.0,145.8,308.3,624.3,478.9,293.5,276.7,26.0,56.0,90.0,118.0,130.0,122.0,94.0,26.0,71.5,120.2,165.2,176.8,163.8,123.3,26.0,65.419,108.498,148.152,158.528,150.303,121.225,26.0,57.034,91.623,119.789,131.998,123.964,95.52
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,27.0,160.8,499.6,1182.0,694.6,291.6,219.6,27.0,56.0,104.0,132.0,190.0,82.0,102.0,27.0,92.6,146.1,240.3,231.6,142.5,140.2,27.0,70.126,133.829,188.48,230.211,110.797,119.081,27.0,57.405,106.323,134.968,198.632,84.034,104.156
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,27.0,178.2,402.3,708.2,538.5,259.1,146.9,27.0,64.0,120.0,156.0,168.0,108.0,64.0,27.0,89.2,165.0,230.2,237.8,143.5,81.7,27.0,75.006,140.748,192.291,206.194,131.7,77.612,27.0,65.378,122.301,159.658,172.678,110.447,65.124
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,26.0,140.0,317.8,653.2,623.6,383.7,228.4,26.0,54.0,84.0,110.0,114.0,110.0,94.0,26.0,68.2,112.2,150.4,150.1,145.9,126.5,26.0,64.775,106.484,146.029,154.041,143.017,116.311,26.0,54.765,85.224,111.166,115.209,111.441,95.377
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,32.0,163.7,355.9,1138.3,888.1,536.1,408.9,32.0,64.0,112.0,140.0,190.0,138.0,158.0,32.0,101.0,153.1,233.1,237.8,202.1,252.8,32.0,78.82,140.847,197.025,245.059,188.153,202.545,32.0,64.825,113.325,141.421,193.257,140.839,159.488
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,76.0,329.2,621.3,953.6,2108.2,2355.0,2289.6,76.0,162.0,268.0,374.0,450.0,606.0,804.0,76.0,212.5,358.0,495.5,606.5,811.0,1085.0,76.0,190.093,323.089,453.267,563.668,757.446,991.718,76.0,163.306,271.125,377.577,454.711,616.462,815.128
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,52.0,239.7,435.4,893.2,1279.5,1342.5,1280.7,52.0,110.0,176.0,250.0,298.0,376.0,462.0,52.0,139.0,233.7,330.2,392.2,496.7,630.7,52.0,129.007,213.176,307.697,372.475,467.478,577.33,52.0,110.876,177.739,251.719,299.765,379.022,466.451
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,32.0,156.3,303.7,542.6,1290.0,890.8,386.2,32.0,66.0,116.0,144.0,166.0,168.0,134.0,32.0,98.9,158.2,212.0,253.6,224.9,187.8,32.0,79.004,139.699,182.625,226.2,233.745,169.618,32.0,66.782,118.066,145.895,167.787,171.018,137.756
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,37.0,201.3,566.9,1165.1,1257.9,864.1,690.3,37.0,74.0,134.0,172.0,256.0,232.0,244.0,37.0,119.2,180.7,284.0,346.3,334.8,420.5,37.0,91.701,168.093,235.68,321.383,303.998,319.657,37.0,75.082,135.869,174.15,259.308,237.189,249.195
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,24.0,130.6,320.8,673.7,606.8,308.3,154.0,24.0,52.0,92.0,114.0,112.0,90.0,62.0,24.0,75.0,131.7,170.0,159.9,123.8,82.7,24.0,60.954,111.38,148.224,147.321,114.681,75.765,24.0,52.997,94.213,116.183,114.198,92.589,63.709
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,34.0,197.5,306.5,676.4,1283.9,626.6,390.9,34.0,74.0,134.0,162.0,206.0,218.0,148.0,34.0,114.2,176.9,239.3,313.8,300.6,235.9,34.0,89.544,154.701,201.828,265.396,273.529,189.112,34.0,75.584,137.252,164.589,210.721,227.101,151.06
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-cch_1_smi1_1_s_1,50.0,230.7,436.8,887.8,1233.9,1254.1,1237.6,50.0,106.0,176.0,244.0,286.0,362.0,438.0,50.0,139.4,236.9,328.7,381.1,487.6,611.0,50.0,124.31,211.932,301.572,356.401,449.322,547.38,50.0,107.01,178.517,246.405,288.188,366.197,444.193
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,28.0,147.9,494.3,1193.8,956.0,438.1,240.7,28.0,56.0,96.0,126.0,178.0,118.0,122.0,28.0,85.2,131.6,215.7,219.4,177.7,164.7,28.0,68.589,125.488,182.479,235.832,159.175,143.723,28.0,56.834,97.155,127.312,180.801,120.22,122.872
