id,Z-0_FS_AA,Z-1_FS_AA,Z-2_FS_AA,Z-3_FS_AA,Z-4_FS_AA,Z-5_FS_AA,Z-6_FS_AA,I-0_FS_AA,I-1_FS_AA,I-2_FS_AA,I-3_FS_AA,I-4_FS_AA,I-5_FS_AA,I-6_FS_AA,T-0_FS_AA,T-1_FS_AA,T-2_FS_AA,T-3_FS_AA,T-4_FS_AA,T-5_FS_AA,T-6_FS_AA,S-0_FS_AA,S-1_FS_AA,S-2_FS_AA,S-3_FS_AA,S-4_FS_AA,S-5_FS_AA,S-6_FS_AA,chi-0_FS_AA,chi-1_FS_AA,chi-2_FS_AA,chi-3_FS_AA,chi-4_FS_AA,chi-5_FS_AA,chi-6_FS_AA
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,356.0,1136.0,1728.0,2514.0,1600.0,1024.0,686.0,52.0,108.0,176.0,216.0,228.0,232.0,220.0,108.0,284.0,432.0,488.0,484.0,484.0,376.0,29.78,74.32,114.98,138.78,137.86,132.8,102.2,129.9,279.24,456.3,537.8,577.22,586.96,534.86
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,568.0,1800.0,3182.0,5142.0,5138.0,5256.0,4642.0,108.0,224.0,376.0,536.0,736.0,836.0,1060.0,224.0,600.0,948.0,1344.0,1626.0,1956.0,2260.0,59.68,152.48,250.04,354.48,446.36,519.52,587.8,256.04,546.4,897.76,1279.7,1750.1,2036.58,2543.08
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,380.0,1516.0,1812.0,2772.0,2000.0,968.0,604.0,54.0,120.0,212.0,256.0,300.0,216.0,188.0,120.0,360.0,536.0,644.0,644.0,460.0,332.0,30.82,84.96,133.72,162.68,172.68,119.72,86.68,140.34,319.12,572.36,663.08,807.12,563.96,464.08
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,472.0,1500.0,2898.0,4724.0,3706.0,1704.0,828.0,68.0,132.0,248.0,316.0,516.0,348.0,468.0,132.0,380.0,564.0,832.0,864.0,816.0,684.0,35.86,91.42,159.5,221.5,275.78,192.9,175.32,158.34,316.04,572.26,755.44,1205.06,846.42,1054.8
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,408.0,1586.0,2346.0,2914.0,2620.0,1506.0,1070.0,64.0,140.0,244.0,324.0,356.0,356.0,296.0,140.0,408.0,648.0,804.0,828.0,732.0,548.0,36.86,98.9,161.78,206.02,217.94,198.22,151.66,159.1,355.28,622.16,812.72,899.9,896.04,722.24
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,408.0,1286.0,1972.0,2890.0,3262.0,1698.0,1460.0,68.0,140.0,248.0,300.0,364.0,400.0,384.0,140.0,388.0,588.0,716.0,812.0,816.0,764.0,37.08,93.26,149.4,187.0,219.32,219.18,198.48,169.96,361.08,635.8,752.1,914.38,1023.0,957.56
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,376.0,1156.0,1788.0,2584.0,1680.0,1120.0,808.0,52.0,108.0,188.0,228.0,232.0,228.0,204.0,108.0,296.0,456.0,508.0,484.0,464.0,348.0,30.24,74.72,119.4,144.04,140.04,132.52,101.6,134.96,284.12,496.56,578.76,608.68,606.76,530.08
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,372.0,1218.0,2076.0,3270.0,1836.0,1024.0,540.0,56.0,112.0,192.0,256.0,364.0,272.0,236.0,112.0,304.0,468.0,640.0,648.0,528.0,356.0,30.84,78.28,128.2,172.52,192.68,140.0,96.2,133.88,277.38,462.1,619.34,869.86,659.52,550.56
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,608.0,1854.0,3052.0,4318.0,6486.0,5534.0,4974.0,114.0,240.0,408.0,556.0,692.0,872.0,1044.0,240.0,648.0,1020.0,1348.0,1654.0,1996.0,2222.0,63.86,161.76,262.0,353.16,447.38,540.42,599.96,278.28,600.22,1010.18,1358.94,1701.52,2178.98,2615.7
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,384.0,1244.0,1972.0,3248.0,2266.0,1274.0,958.0,62.0,124.0,216.0,264.0,368.0,272.0,304.0,124.0,340.0,492.0,654.0,656.0,590.0,608.0,33.42,84.64,135.48,174.4,191.08,154.6,147.72,151.28,309.04,530.44,660.34,916.32,687.26,720.46
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,408.0,1272.0,1936.0,2536.0,2576.0,1648.0,1136.0,62.0,128.0,204.0,256.0,268.0,280.0,276.0,128.0,332.0,484.0,572.0,584.0,584.0,560.0,36.26,89.76,137.0,167.24,173.52,170.8,153.64,150.52,318.22,502.42,624.1,656.96,697.92,678.86
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,452.0,1446.0,2332.0,3922.0,4934.0,2724.0,1786.0,84.0,168.0,308.0,400.0,544.0,660.0,576.0,168.0,476.0,728.0,964.0,1240.0,1252.0,1116.0,43.66,110.9,185.18,251.6,331.88,342.9,272.92,200.14,414.98,743.32,962.82,1324.8,1602.92,1381.3
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,452.0,1304.0,1942.0,2728.0,2966.0,1976.0,1088.0,60.0,124.0,200.0,244.0,248.0,244.0,240.0,124.0,324.0,468.0,540.0,528.0,508.0,512.0,35.78,87.82,135.58,162.66,167.62,156.7,135.48,145.26,307.86,494.4,594.4,607.46,607.48,584.78
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,416.0,1264.0,1876.0,2592.0,2240.0,1408.0,784.0,54.0,112.0,176.0,232.0,236.0,208.0,192.0,112.0,288.0,432.0,516.0,480.0,424.0,368.0,33.44,82.54,128.86,158.1,155.86,129.88,103.8,130.06,273.96,425.16,557.0,572.36,513.24,464.28
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,480.0,1878.0,2578.0,4202.0,5816.0,3340.0,2138.0,94.0,196.0,360.0,460.0,668.0,856.0,636.0,196.0,584.0,868.0,1196.0,1680.0,1668.0,1332.0,48.38,131.12,214.68,288.08,403.8,434.8,314.8,227.56,492.42,885.34,1140.22,1676.98,2139.82,1538.78
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,384.0,1208.0,1950.0,3292.0,1992.0,1068.0,618.0,56.0,112.0,192.0,252.0,356.0,236.0,244.0,112.0,304.0,456.0,630.0,608.0,494.0,392.0,31.62,78.46,127.5,172.72,190.84,133.42,105.6,135.74,278.2,466.98,621.3,864.86,583.98,568.86
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,336.0,1126.0,1994.0,3918.0,1566.0,1152.0,324.0,62.0,120.0,224.0,312.0,520.0,360.0,324.0,120.0,344.0,536.0,832.0,880.0,684.0,324.0,30.3,76.34,126.68,202.56,233.42,169.56,100.44,149.62,303.08,557.74,770.7,1269.84,874.44,712.8
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,368.0,1298.0,1958.0,2434.0,1580.0,954.0,480.0,50.0,108.0,188.0,244.0,248.0,216.0,136.0,108.0,308.0,488.0,572.0,524.0,396.0,224.0,29.86,77.3,125.76,156.58,148.56,118.96,66.06,127.98,279.76,489.66,623.32,637.04,561.3,340.5
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,436.0,1750.0,2394.0,3852.0,4194.0,2354.0,1564.0,80.0,168.0,312.0,388.0,600.0,524.0,452.0,168.0,508.0,748.0,1064.0,1280.0,1096.0,1048.0,41.52,114.04,187.96,249.48,326.16,283.4,230.2,194.66,423.82,771.9,981.86,1493.08,1332.8,1085.68
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,432.0,1668.0,2050.0,2840.0,3408.0,1954.0,1038.0,66.0,144.0,240.0,296.0,376.0,392.0,284.0,144.0,412.0,596.0,756.0,906.0,792.0,560.0,38.02,102.56,158.56,195.6,236.24,219.0,146.68,164.56,368.94,610.8,756.8,958.52,1002.62,695.7
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,432.0,1718.0,2622.0,3474.0,2310.0,1204.0,552.0,58.0,124.0,216.0,296.0,448.0,240.0,192.0,124.0,368.0,552.0,814.0,812.0,474.0,326.0,33.16,90.42,147.42,199.06,229.58,133.82,87.5,145.64,316.68,543.44,760.72,1131.76,617.14,455.46
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,376.0,1338.0,1984.0,2516.0,1966.0,1226.0,716.0,56.0,120.0,196.0,272.0,288.0,260.0,204.0,120.0,328.0,516.0,642.0,618.0,510.0,368.0,32.84,84.8,133.44,172.92,172.4,146.6,103.96,138.32,303.62,496.16,679.04,718.02,647.46,493.88
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,384.0,1356.0,2032.0,2560.0,1900.0,1162.0,638.0,54.0,116.0,188.0,256.0,272.0,248.0,188.0,116.0,316.0,492.0,608.0,584.0,482.0,332.0,32.02,83.12,130.88,166.76,165.28,135.6,92.96,133.28,294.52,479.64,640.0,674.54,607.02,452.16
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,408.0,1286.0,2206.0,3442.0,2108.0,1488.0,912.0,60.0,120.0,204.0,280.0,392.0,296.0,268.0,120.0,324.0,496.0,696.0,706.0,580.0,438.0,34.44,85.68,139.84,191.32,213.66,168.68,128.52,145.6,293.88,483.2,675.66,943.34,750.58,657.54
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,592.0,1836.0,3138.0,5084.0,5740.0,5496.0,4890.0,110.0,228.0,392.0,532.0,708.0,780.0,1020.0,228.0,620.0,960.0,1312.0,1542.0,1860.0,2310.0,60.88,155.14,256.1,352.06,440.48,503.22,588.18,261.66,557.12,940.96,1279.48,1698.68,1916.58,2472.36
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,496.0,2000.0,3326.0,5178.0,5332.0,3366.0,1758.0,90.0,184.0,348.0,480.0,776.0,768.0,720.0,184.0,560.0,856.0,1312.0,1696.0,1584.0,1296.0,45.62,125.44,216.52,308.2,428.68,392.76,308.52,213.96,452.28,826.46,1169.96,1911.44,1872.48,1664.22
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,432.0,1672.0,1976.0,2796.0,3830.0,2112.0,1298.0,72.0,156.0,264.0,308.0,388.0,452.0,332.0,156.0,448.0,632.0,780.0,978.0,924.0,704.0,40.0,107.48,162.76,198.36,246.44,246.72,178.12,180.16,403.24,684.64,796.2,998.62,1178.08,821.18
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-cn_1_smi1_1_s_1,424.0,1354.0,2292.0,3558.0,3718.0,2098.0,1398.0,74.0,148.0,264.0,368.0,476.0,592.0,456.0,148.0,412.0,644.0,866.0,1084.0,1064.0,736.0,39.84,99.86,165.26,229.5,283.56,296.14,211.24,178.7,366.08,636.1,885.1,1160.98,1442.38,1101.42
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,420.0,1346.0,2016.0,2580.0,2058.0,1192.0,584.0,50.0,108.0,180.0,236.0,232.0,192.0,140.0,108.0,300.0,464.0,544.0,484.0,372.0,256.0,30.98,78.56,126.46,156.48,146.7,111.96,73.82,126.04,276.04,465.18,599.0,587.32,486.68,346.04
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,352.0,1192.0,2076.0,4120.0,2100.0,1424.0,840.0,70.0,136.0,252.0,328.0,544.0,424.0,480.0,136.0,388.0,580.0,872.0,968.0,904.0,696.0,33.72,85.56,139.54,213.38,252.98,209.02,179.04,167.12,341.96,624.98,806.3,1324.98,1027.46,1081.2
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,436.0,1288.0,2178.0,3500.0,2568.0,1282.0,662.0,56.0,112.0,196.0,264.0,356.0,220.0,204.0,112.0,308.0,472.0,644.0,594.0,438.0,354.0,32.64,81.0,135.76,182.94,199.32,126.36,95.52,133.46,270.56,460.26,634.26,843.78,551.54,480.14
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,344.0,1156.0,2018.0,4226.0,1642.0,1494.0,472.0,66.0,128.0,232.0,320.0,544.0,416.0,472.0,128.0,360.0,552.0,864.0,960.0,888.0,472.0,32.62,81.68,132.2,213.24,254.84,215.56,146.32,156.54,319.4,571.3,775.54,1298.02,1006.62,1038.4
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,404.0,1342.0,2280.0,3624.0,3538.0,1940.0,1230.0,74.0,148.0,264.0,364.0,472.0,596.0,488.0,148.0,412.0,648.0,856.0,1080.0,1104.0,788.0,38.16,97.96,163.3,222.56,272.84,285.14,209.24,177.3,368.42,638.26,873.38,1163.04,1440.5,1143.18
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,408.0,1374.0,2016.0,2678.0,1978.0,1436.0,1008.0,56.0,120.0,192.0,260.0,288.0,272.0,224.0,120.0,324.0,500.0,628.0,628.0,542.0,390.0,34.28,86.16,132.52,170.96,178.36,160.92,123.44,140.06,307.32,495.26,657.88,730.02,678.84,545.7
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,408.0,1300.0,2218.0,3592.0,2176.0,1544.0,996.0,62.0,124.0,208.0,284.0,404.0,320.0,324.0,124.0,332.0,504.0,712.0,742.0,660.0,508.0,35.16,87.82,142.02,195.06,221.82,182.56,148.56,149.2,303.56,491.9,682.06,966.58,796.38,782.22
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,436.0,1700.0,2044.0,2896.0,4194.0,2300.0,1386.0,76.0,164.0,288.0,344.0,428.0,516.0,356.0,164.0,480.0,692.0,864.0,1082.0,1028.0,768.0,41.24,111.64,173.48,214.48,264.92,274.24,190.52,188.96,422.24,742.2,881.56,1088.02,1336.92,880.14
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,408.0,1358.0,2330.0,3820.0,3612.0,2012.0,1320.0,76.0,152.0,280.0,380.0,488.0,616.0,528.0,152.0,432.0,680.0,892.0,1116.0,1164.0,864.0,38.68,99.88,169.36,231.06,280.56,294.16,223.16,182.5,378.54,680.82,913.36,1203.8,1492.28,1241.28
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,376.0,1502.0,2238.0,2688.0,1954.0,1042.0,552.0,56.0,124.0,216.0,308.0,324.0,268.0,176.0,124.0,364.0,604.0,756.0,700.0,500.0,296.0,32.78,89.06,148.46,194.58,189.26,142.98,84.24,138.14,311.96,546.56,769.38,804.92,660.64,419.52
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,408.0,1344.0,2318.0,3670.0,3558.0,1966.0,1232.0,74.0,148.0,276.0,376.0,476.0,592.0,472.0,148.0,424.0,672.0,876.0,1080.0,1084.0,760.0,37.96,97.74,167.18,227.32,273.22,281.12,200.64,178.9,368.86,672.12,906.96,1178.06,1447.18,1121.6
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,664.0,2016.0,3678.0,5480.0,6568.0,6576.0,5538.0,110.0,228.0,392.0,532.0,708.0,780.0,1020.0,228.0,620.0,960.0,1312.0,1542.0,1860.0,2310.0,61.48,156.46,260.06,355.54,447.92,512.22,593.58,261.24,556.64,939.52,1276.6,1692.14,1910.28,2468.58
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,404.0,1336.0,2498.0,3376.0,1828.0,1250.0,548.0,56.0,112.0,204.0,268.0,368.0,268.0,220.0,112.0,316.0,492.0,660.0,648.0,508.0,328.0,31.04,78.54,133.84,176.8,190.1,146.38,90.1,137.08,279.3,497.22,657.52,894.02,689.56,525.14
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,420.0,1404.0,2554.0,3442.0,2504.0,1564.0,994.0,64.0,128.0,220.0,276.0,392.0,328.0,328.0,128.0,348.0,508.0,690.0,736.0,672.0,634.0,34.46,87.72,142.34,183.32,207.24,177.0,155.96,154.58,319.16,535.76,682.54,959.08,805.96,774.94
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,584.0,1818.0,3204.0,5170.0,5212.0,5378.0,4884.0,108.0,224.0,376.0,536.0,736.0,836.0,1060.0,224.0,600.0,948.0,1344.0,1626.0,1956.0,2260.0,60.34,153.1,250.58,354.9,447.82,523.94,598.64,259.5,550.84,904.16,1289.04,1773.22,2065.7,2591.58
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,408.0,1348.0,2496.0,3264.0,1910.0,1048.0,470.0,54.0,108.0,188.0,252.0,352.0,248.0,184.0,108.0,296.0,460.0,624.0,612.0,452.0,292.0,30.36,77.1,128.9,169.74,185.52,127.54,78.24,130.26,267.62,453.16,612.86,845.76,613.58,435.38
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_fluoride_1_smi1_1_s_1,432.0,1562.0,2230.0,3652.0,3962.0,2148.0,1044.0,74.0,152.0,276.0,380.0,496.0,540.0,376.0,152.0,440.0,680.0,920.0,1108.0,978.0,668.0,39.48,105.12,174.66,234.62,289.54,266.32,170.54,177.2,371.48,663.46,912.76,1229.64,1313.44,875.92
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,404.0,1308.0,2218.0,3370.0,3002.0,1690.0,1052.0,66.0,132.0,236.0,300.0,448.0,368.0,340.0,132.0,368.0,556.0,768.0,852.0,728.0,664.0,35.52,90.3,149.18,200.42,245.84,200.22,161.4,158.08,326.1,568.94,733.52,1076.36,910.2,809.84
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,432.0,1354.0,2288.0,3578.0,3342.0,2096.0,1762.0,72.0,144.0,264.0,340.0,500.0,440.0,432.0,144.0,408.0,624.0,868.0,976.0,892.0,872.0,39.02,97.5,162.22,219.9,271.88,248.04,227.36,173.66,357.9,641.2,836.06,1211.98,1102.28,1041.08
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-cch_1_smi1_1_s_1,424.0,1366.0,2304.0,3708.0,3768.0,2160.0,1476.0,76.0,152.0,268.0,372.0,488.0,616.0,508.0,152.0,420.0,652.0,882.0,1120.0,1140.0,838.0,40.5,101.98,167.38,233.06,290.68,309.0,232.04,182.12,374.6,644.62,890.96,1183.86,1488.42,1207.56
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,420.0,1536.0,2360.0,2960.0,2312.0,1088.0,488.0,54.0,120.0,212.0,288.0,296.0,232.0,160.0,120.0,356.0,580.0,700.0,636.0,440.0,280.0,32.36,87.14,148.98,187.14,179.7,125.6,76.32,133.06,302.76,540.36,718.16,735.72,567.44,378.32
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,632.0,2008.0,3504.0,5644.0,7562.0,6646.0,6092.0,132.0,272.0,472.0,656.0,856.0,1196.0,1432.0,272.0,744.0,1164.0,1584.0,2106.0,2688.0,3112.0,70.48,180.8,298.16,416.28,550.28,705.16,791.8,311.64,663.2,1127.3,1552.62,2047.7,2870.98,3444.5
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,384.0,1244.0,2046.0,3322.0,3114.0,1670.0,1300.0,70.0,140.0,260.0,336.0,488.0,416.0,380.0,140.0,400.0,616.0,852.0,940.0,816.0,776.0,36.2,91.1,150.14,212.22,257.92,219.58,188.24,170.2,353.46,648.4,830.36,1181.86,1056.92,923.8
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,424.0,1310.0,1880.0,2674.0,3888.0,1874.0,1312.0,70.0,144.0,252.0,288.0,344.0,384.0,336.0,144.0,396.0,572.0,682.0,780.0,744.0,728.0,38.56,96.34,151.78,183.26,219.26,216.84,180.32,172.02,366.46,640.24,723.42,850.24,972.54,831.04
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,568.0,1786.0,3170.0,4992.0,5074.0,5190.0,4542.0,106.0,220.0,372.0,532.0,724.0,808.0,996.0,220.0,592.0,940.0,1328.0,1586.0,1864.0,2148.0,58.96,150.34,247.86,350.74,438.06,503.36,561.72,252.44,536.72,889.06,1273.3,1728.64,1982.88,2407.68
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,376.0,1464.0,1846.0,2450.0,1706.0,676.0,378.0,48.0,108.0,196.0,232.0,240.0,156.0,112.0,108.0,328.0,504.0,564.0,500.0,308.0,200.0,29.02,79.14,131.32,150.06,145.06,84.34,54.12,123.12,281.08,523.88,592.06,627.74,391.84,275.22
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,400.0,1550.0,1888.0,2432.0,2044.0,1150.0,574.0,52.0,116.0,188.0,244.0,260.0,208.0,144.0,116.0,332.0,492.0,588.0,574.0,420.0,274.0,31.9,86.26,133.14,160.26,160.4,120.52,76.18,133.16,300.86,488.52,625.54,678.06,545.18,362.44
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,408.0,1294.0,2156.0,3486.0,2460.0,1646.0,1336.0,66.0,132.0,224.0,280.0,404.0,352.0,384.0,132.0,356.0,516.0,706.0,772.0,752.0,716.0,36.48,90.58,143.34,189.62,221.46,204.56,190.68,161.38,330.32,547.26,691.2,988.38,883.94,939.16
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,440.0,1394.0,2346.0,3764.0,3858.0,2418.0,1710.0,78.0,156.0,276.0,388.0,500.0,620.0,520.0,156.0,432.0,676.0,912.0,1138.0,1156.0,870.0,41.82,104.76,172.24,240.28,296.82,316.28,248.22,189.0,386.58,666.1,932.98,1231.14,1520.92,1263.66
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,444.0,1448.0,2608.0,3660.0,2698.0,2012.0,1424.0,68.0,136.0,232.0,296.0,416.0,356.0,396.0,136.0,368.0,540.0,736.0,790.0,768.0,748.0,37.38,93.7,150.54,197.34,227.46,209.56,198.0,164.78,337.78,562.1,724.78,1015.36,889.68,963.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,368.0,1360.0,2040.0,4104.0,2088.0,756.0,324.0,60.0,120.0,228.0,312.0,540.0,216.0,324.0,120.0,360.0,552.0,876.0,828.0,540.0,324.0,31.12,82.14,139.46,211.44,256.68,112.32,100.44,142.96,295.72,553.0,763.98,1307.34,513.0,712.8
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,380.0,1336.0,1976.0,2588.0,1854.0,1124.0,750.0,54.0,116.0,188.0,252.0,276.0,256.0,204.0,116.0,316.0,496.0,606.0,602.0,504.0,348.0,32.04,82.42,128.82,162.78,167.28,144.84,102.74,136.68,299.82,486.78,634.86,707.98,651.44,508.92
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,408.0,1364.0,2450.0,4606.0,3696.0,2374.0,1470.0,82.0,160.0,300.0,424.0,640.0,712.0,684.0,160.0,460.0,724.0,1064.0,1352.0,1396.0,1044.0,40.78,103.68,176.16,268.0,346.68,350.76,274.32,193.12,391.68,713.38,1004.9,1526.52,1721.38,1574.94
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,608.0,1940.0,3422.0,5434.0,6980.0,6166.0,5310.0,124.0,256.0,444.0,640.0,832.0,1132.0,1284.0,256.0,700.0,1120.0,1544.0,2018.0,2476.0,2688.0,66.18,170.52,284.14,402.26,521.72,645.58,688.38,294.42,627.36,1063.9,1524.98,2015.72,2743.6,3088.02
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,412.0,1394.0,2064.0,3460.0,2436.0,806.0,480.0,54.0,112.0,208.0,264.0,380.0,164.0,204.0,112.0,332.0,504.0,688.0,616.0,388.0,312.0,30.32,79.78,135.32,176.18,199.72,92.86,82.14,131.84,280.3,515.18,651.6,937.94,402.8,481.62
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_chloride_1_smi1_1_s_1,592.0,1776.0,2800.0,4100.0,5616.0,5168.0,4348.0,104.0,220.0,360.0,480.0,560.0,716.0,868.0,220.0,580.0,888.0,1134.0,1346.0,1658.0,1922.0,59.94,150.58,238.74,313.84,379.78,464.68,512.46,252.54,548.0,892.78,1171.66,1374.08,1791.02,2141.92
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,424.0,1370.0,2218.0,3624.0,3870.0,2146.0,1564.0,76.0,152.0,284.0,340.0,488.0,420.0,452.0,152.0,436.0,644.0,856.0,944.0,888.0,1048.0,39.5,100.9,169.14,220.08,272.12,241.02,230.2,181.14,375.58,688.42,833.66,1173.6,1042.64,1085.68
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,480.0,1736.0,2752.0,5052.0,6144.0,3528.0,1836.0,96.0,192.0,372.0,528.0,756.0,936.0,756.0,192.0,576.0,912.0,1308.0,1764.0,1764.0,1404.0,48.04,127.5,223.7,323.04,450.36,461.52,325.08,224.66,464.12,872.9,1246.32,1834.44,2226.24,1738.8
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_fluoride_1_smi1_1_s_1,560.0,1864.0,2610.0,3832.0,5004.0,4658.0,3654.0,96.0,208.0,340.0,472.0,556.0,680.0,744.0,208.0,560.0,872.0,1142.0,1348.0,1564.0,1626.0,55.62,144.6,227.7,302.86,362.2,422.02,429.18,236.68,522.04,858.24,1166.74,1394.5,1739.36,1854.12
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,412.0,1358.0,2292.0,3786.0,3604.0,2122.0,1448.0,76.0,152.0,268.0,368.0,484.0,620.0,544.0,152.0,420.0,656.0,872.0,1116.0,1184.0,892.0,39.76,101.16,166.64,229.36,286.72,310.88,240.0,180.62,375.06,643.12,873.6,1171.08,1488.7,1278.56
