id,Z-0_MR_AA,Z-1_MR_AA,Z-2_MR_AA,Z-3_MR_AA,Z-4_MR_AA,Z-5_MR_AA,Z-6_MR_AA,I-0_MR_AA,I-1_MR_AA,I-2_MR_AA,I-3_MR_AA,I-4_MR_AA,I-5_MR_AA,I-6_MR_AA,T-0_MR_AA,T-1_MR_AA,T-2_MR_AA,T-3_MR_AA,T-4_MR_AA,T-5_MR_AA,T-6_MR_AA,S-0_MR_AA,S-1_MR_AA,S-2_MR_AA,S-3_MR_AA,S-4_MR_AA,S-5_MR_AA,S-6_MR_AA,chi-0_MR_AA,chi-1_MR_AA,chi-2_MR_AA,chi-3_MR_AA,chi-4_MR_AA,chi-5_MR_AA,chi-6_MR_AA
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,47.7,71.5,317.6,935.0,0.0,0.0,1.0,4.0,6.0,10.0,13.0,0.0,0.0,1.0,6.7,9.3,22.7,50.0,0.0,0.0,1.0,7.835,11.752,27.371,56.567,0.0,0.0,1.0,3.173,4.759,8.816,12.724,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,78.7,203.5,346.5,231.0,0.0,0.0,1.0,7.0,6.0,7.0,3.0,0.0,0.0,1.0,22.2,23.3,35.0,21.0,0.0,0.0,1.0,14.376,16.877,23.988,13.645,0.0,0.0,1.0,5.228,5.312,6.588,3.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,39.4,71.5,821.3,616.0,0.0,0.0,1.0,4.0,6.0,14.0,8.0,0.0,0.0,1.0,8.3,7.7,44.7,32.0,0.0,0.0,1.0,7.654,11.752,53.21,36.387,0.0,0.0,1.0,3.283,4.759,13.451,8.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,41.8,99.0,1206.3,924.0,0.0,0.0,1.0,4.0,8.0,19.0,12.0,0.0,0.0,1.0,6.0,12.0,64.0,48.0,0.0,0.0,1.0,7.167,15.561,75.952,54.581,0.0,0.0,1.0,3.454,6.624,18.451,12.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,41.8,88.0,484.5,693.0,500.5,231.0,1.0,4.0,7.0,13.0,14.0,9.0,3.0,1.0,6.3,10.3,31.0,40.0,28.0,12.0,1.0,7.167,13.575,38.399,47.976,33.085,13.645,1.0,3.454,5.9,11.679,13.176,8.588,3.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,47.7,71.5,317.6,936.8,77.0,0.0,1.0,4.0,6.0,10.0,13.0,1.0,0.0,1.0,6.7,9.3,22.7,49.3,4.0,0.0,1.0,7.835,11.752,27.371,56.512,4.548,0.0,1.0,3.173,4.759,8.816,12.863,1.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,46.3,135.7,308.0,781.0,0.0,0.0,1.0,4.0,6.0,9.0,11.0,0.0,0.0,1.0,6.7,11.3,19.3,42.0,0.0,0.0,1.0,7.985,14.369,25.234,47.47,0.0,0.0,1.0,3.089,4.897,8.176,10.724,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,52.2,139.3,446.0,539.0,0.0,0.0,1.0,5.0,6.0,10.0,7.0,0.0,0.0,1.0,12.1,13.8,33.3,35.0,0.0,0.0,1.0,9.217,14.26,32.604,31.839,0.0,0.0,1.0,3.869,5.175,9.091,7.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,46.3,135.7,306.2,770.0,0.0,0.0,1.0,4.0,6.0,9.0,10.0,0.0,0.0,1.0,6.7,11.3,19.3,40.0,0.0,0.0,1.0,7.985,14.369,25.289,45.484,0.0,0.0,1.0,3.089,4.897,8.037,10.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,34.1,99.5,1198.3,693.0,0.0,0.0,1.0,4.0,8.0,19.0,9.0,0.0,0.0,1.0,6.0,12.0,67.0,36.0,0.0,0.0,1.0,6.553,15.657,75.363,40.935,0.0,0.0,1.0,3.596,6.679,18.441,9.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,31.0,150.8,872.7,166.8,77.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0,1.0,6.3,13.7,46.7,9.3,4.0,0.0,1.0,6.445,16.342,53.895,11.028,4.548,0.0,1.0,3.448,5.953,12.725,2.863,1.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1.0,51.4,229.2,883.7,308.0,0.0,0.0,1.0,5.0,8.0,14.0,4.0,0.0,0.0,1.0,9.2,19.6,60.4,20.0,0.0,0.0,1.0,9.303,20.74,55.881,18.194,0.0,0.0,1.0,4.093,7.037,13.449,4.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,36.6,71.5,821.3,770.0,0.0,0.0,1.0,4.0,6.0,14.0,10.0,0.0,0.0,1.0,8.3,7.7,44.0,40.0,0.0,0.0,1.0,7.522,11.752,53.21,45.484,0.0,0.0,1.0,3.287,4.759,13.451,10.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,39.6,139.3,519.8,539.0,0.0,0.0,1.0,4.0,6.0,11.0,7.0,0.0,0.0,1.0,6.7,10.7,31.0,28.0,0.0,0.0,1.0,7.246,14.26,37.358,31.839,0.0,0.0,1.0,3.163,5.175,9.867,7.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,39.6,138.0,431.3,308.0,0.0,0.0,1.0,4.0,6.0,9.0,4.0,0.0,0.0,1.0,6.7,13.0,25.7,16.0,0.0,0.0,1.0,7.246,14.411,30.727,18.194,0.0,0.0,1.0,3.163,5.091,8.089,4.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,35.9,99.0,654.5,1232.0,500.5,231.0,1.0,4.0,8.0,16.0,21.0,9.0,3.0,1.0,6.0,13.0,39.0,68.0,28.0,12.0,1.0,6.499,15.561,49.222,79.815,33.085,13.645,1.0,3.735,6.624,14.765,20.176,8.588,3.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,51.3,67.8,256.7,1386.0,0.0,0.0,1.0,4.0,6.0,10.0,18.0,0.0,0.0,1.0,6.7,9.3,16.7,72.0,0.0,0.0,1.0,7.726,11.861,24.549,81.871,0.0,0.0,1.0,3.451,4.481,8.902,18.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,1.0,31.2,62.3,434.5,320.8,77.0,0.0,1.0,4.0,5.0,9.0,5.0,1.0,0.0,1.0,8.7,7.3,25.3,17.3,4.0,0.0,1.0,6.41,9.712,30.522,20.125,4.548,0.0,1.0,3.334,4.175,8.312,4.863,1.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,40.4,135.7,308.0,936.8,77.0,0.0,1.0,4.0,6.0,9.0,13.0,1.0,0.0,1.0,6.7,11.3,18.7,49.3,4.0,0.0,1.0,7.317,14.369,25.234,56.512,4.548,0.0,1.0,3.37,4.897,8.176,12.863,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,40.3,64.2,870.8,154.0,0.0,0.0,1.0,5.0,5.0,13.0,2.0,0.0,0.0,1.0,12.9,7.1,58.3,10.0,0.0,0.0,1.0,8.621,9.658,53.95,9.097,0.0,0.0,1.0,3.931,4.314,12.586,2.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,90.8,216.3,419.8,154.0,0.0,0.0,1.0,8.0,7.0,8.0,2.0,0.0,0.0,1.0,24.0,30.7,49.3,16.0,0.0,0.0,1.0,16.025,18.809,28.645,9.097,0.0,0.0,1.0,6.038,6.175,7.31,2.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,62.7,215.0,355.7,154.0,0.0,0.0,1.0,6.0,7.0,8.0,2.0,0.0,0.0,1.0,16.0,26.0,34.0,12.0,0.0,0.0,1.0,10.941,18.959,26.028,9.097,0.0,0.0,1.0,4.779,6.091,7.173,2.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,45.8,75.2,448.9,539.0,0.0,0.0,1.0,4.0,6.0,11.0,7.0,0.0,0.0,1.0,6.7,9.0,30.7,28.0,0.0,0.0,1.0,7.889,11.643,34.002,31.839,0.0,0.0,1.0,3.034,5.037,9.804,7.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,39.0,84.8,870.8,154.0,0.0,0.0,1.0,4.0,7.0,13.0,2.0,0.0,0.0,1.0,6.3,13.7,46.7,8.0,0.0,0.0,1.0,7.034,13.78,53.95,9.097,0.0,0.0,1.0,3.458,5.677,12.586,2.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,46.3,134.3,231.0,781.0,0.0,0.0,1.0,4.0,6.0,8.0,11.0,0.0,0.0,1.0,6.7,13.3,15.3,42.0,0.0,0.0,1.0,7.985,14.52,20.686,47.47,0.0,0.0,1.0,3.089,4.812,7.176,10.724,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,31.2,61.0,359.3,333.7,154.0,0.0,1.0,4.0,5.0,8.0,6.0,2.0,0.0,1.0,8.7,9.3,21.3,18.7,8.0,0.0,1.0,6.41,9.862,25.92,22.057,9.097,0.0,1.0,3.334,4.091,7.451,5.725,2.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,46.3,134.3,231.0,782.8,77.0,0.0,1.0,4.0,6.0,8.0,11.0,1.0,0.0,1.0,6.7,13.3,15.3,41.3,4.0,0.0,1.0,7.985,14.52,20.686,47.415,4.548,0.0,1.0,3.089,4.812,7.176,10.863,1.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,47.7,71.5,327.2,1001.0,0.0,0.0,1.0,4.0,6.0,11.0,13.0,0.0,0.0,1.0,6.7,9.0,24.7,52.0,0.0,0.0,1.0,7.835,11.752,29.507,59.129,0.0,0.0,1.0,3.173,4.759,9.456,13.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,41.5,135.7,306.2,770.0,0.0,0.0,1.0,4.0,6.0,9.0,10.0,0.0,0.0,1.0,6.7,11.3,19.3,40.0,0.0,0.0,1.0,7.192,14.369,25.289,45.484,0.0,0.0,1.0,3.302,4.897,8.037,10.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,49.5,69.7,306.2,924.0,0.0,0.0,1.0,4.0,6.0,9.0,12.0,0.0,0.0,1.0,6.7,11.3,18.7,48.0,0.0,0.0,1.0,7.78,11.807,25.289,54.581,0.0,0.0,1.0,3.312,4.62,8.037,12.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,47.7,73.3,583.9,308.0,0.0,0.0,1.0,4.0,6.0,11.0,4.0,0.0,0.0,1.0,6.7,10.7,34.0,16.0,0.0,0.0,1.0,7.835,11.698,39.974,18.194,0.0,0.0,1.0,3.173,4.898,10.005,4.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,27.9,165.0,1398.8,231.0,0.0,0.0,1.0,4.0,8.0,19.0,3.0,0.0,0.0,1.0,6.0,12.0,73.0,12.0,0.0,0.0,1.0,5.91,18.123,83.802,13.645,0.0,0.0,1.0,3.725,6.9,18.863,3.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,65.3,293.3,431.3,385.0,0.0,0.0,1.0,6.0,8.0,9.0,5.0,0.0,0.0,1.0,13.0,28.5,39.0,30.0,0.0,0.0,1.0,11.109,23.357,30.727,22.742,0.0,0.0,1.0,4.888,7.175,8.089,5.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,43.1,64.2,680.2,858.0,0.0,0.0,1.0,5.0,5.0,13.0,12.0,0.0,0.0,1.0,12.9,7.1,47.1,57.5,0.0,0.0,1.0,8.754,9.658,46.045,52.018,0.0,0.0,1.0,3.927,4.314,12.314,11.724,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,90.8,216.3,436.3,308.0,0.0,0.0,1.0,8.0,7.0,9.0,4.0,0.0,0.0,1.0,24.0,30.7,50.7,32.0,0.0,0.0,1.0,16.025,18.809,30.468,18.194,0.0,0.0,1.0,6.038,6.175,8.451,4.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,65.3,293.3,355.7,385.0,0.0,0.0,1.0,6.0,8.0,8.0,5.0,0.0,0.0,1.0,13.0,29.0,32.5,30.0,0.0,0.0,1.0,11.109,23.357,26.028,22.742,0.0,0.0,1.0,4.888,7.175,7.173,5.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,49.5,70.1,308.0,782.8,77.0,0.0,1.0,4.0,6.0,9.0,11.0,1.0,0.0,1.0,6.7,11.3,19.3,41.3,4.0,0.0,1.0,7.78,11.903,25.234,47.415,4.548,0.0,1.0,3.312,4.675,8.176,10.863,1.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,51.3,66.5,179.7,1232.0,0.0,0.0,1.0,4.0,6.0,9.0,16.0,0.0,0.0,1.0,6.7,11.3,13.3,64.0,0.0,0.0,1.0,7.726,12.012,20.0,72.774,0.0,0.0,1.0,3.451,4.397,7.902,16.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1.0,61.0,58.7,243.8,1013.8,77.0,0.0,1.0,6.0,5.0,9.0,14.0,1.0,0.0,1.0,15.0,11.0,24.5,80.0,6.0,0.0,1.0,11.439,9.821,22.617,61.061,4.548,0.0,1.0,4.733,3.897,8.039,13.863,1.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,33.5,62.3,446.0,551.8,77.0,0.0,1.0,4.0,5.0,10.0,8.0,1.0,0.0,1.0,8.7,7.0,26.7,29.3,4.0,0.0,1.0,6.618,9.712,32.604,33.77,4.548,0.0,1.0,3.287,4.175,9.091,7.863,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,39.0,84.3,831.0,616.0,0.0,0.0,1.0,4.0,7.0,15.0,8.0,0.0,0.0,1.0,6.3,9.7,48.7,32.0,0.0,0.0,1.0,7.034,13.684,55.346,36.387,0.0,0.0,1.0,3.458,5.622,14.091,8.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,41.5,135.7,308.0,782.8,77.0,0.0,1.0,4.0,6.0,9.0,11.0,1.0,0.0,1.0,6.7,11.3,19.3,41.3,4.0,0.0,1.0,7.192,14.369,25.234,47.415,4.548,0.0,1.0,3.302,4.897,8.176,10.863,1.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,33.8,152.2,885.5,397.8,77.0,0.0,1.0,4.0,7.0,14.0,6.0,1.0,0.0,1.0,6.3,11.7,47.7,21.3,4.0,0.0,1.0,6.578,16.192,55.827,24.673,4.548,0.0,1.0,3.444,6.037,13.588,5.863,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,29.9,150.8,872.7,166.8,77.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0,1.0,6.3,13.7,46.7,9.3,4.0,0.0,1.0,6.571,16.342,53.895,11.028,4.548,0.0,1.0,3.516,5.953,12.725,2.863,1.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,49.5,67.8,184.5,1386.0,0.0,0.0,1.0,4.0,6.0,10.0,18.0,0.0,0.0,1.0,6.7,9.3,16.7,72.0,0.0,0.0,1.0,7.78,11.861,21.343,81.871,0.0,0.0,1.0,3.312,4.481,8.755,18.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,47.7,73.3,432.7,308.0,0.0,0.0,1.0,4.0,6.0,9.0,4.0,0.0,0.0,1.0,6.7,11.3,25.3,16.0,0.0,0.0,1.0,7.835,11.698,30.577,18.194,0.0,0.0,1.0,3.173,4.898,8.173,4.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,39.0,88.0,1024.8,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,1.0,6.3,9.7,54.7,8.0,0.0,0.0,1.0,7.034,13.575,63.046,9.097,0.0,0.0,1.0,3.458,5.9,14.586,2.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,41.5,134.3,231.0,781.0,0.0,0.0,1.0,4.0,6.0,8.0,11.0,0.0,0.0,1.0,6.7,13.3,15.3,42.0,0.0,0.0,1.0,7.192,14.52,20.686,47.47,0.0,0.0,1.0,3.302,4.812,7.176,10.724,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,41.3,77.0,1193.5,693.0,0.0,0.0,1.0,5.0,6.0,18.0,9.0,0.0,0.0,1.0,12.5,7.5,78.8,45.0,0.0,0.0,1.0,9.177,11.589,74.02,40.935,0.0,0.0,1.0,4.064,5.176,17.588,9.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,1.0,27.6,88.0,1270.5,693.0,0.0,0.0,1.0,4.0,7.0,19.0,9.0,0.0,0.0,1.0,8.0,8.0,67.0,36.0,0.0,0.0,1.0,5.949,13.575,78.569,40.935,0.0,0.0,1.0,3.568,5.9,18.588,9.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,39.4,71.5,757.2,1001.0,0.0,0.0,1.0,4.0,6.0,14.0,13.0,0.0,0.0,1.0,8.3,7.7,41.0,52.0,0.0,0.0,1.0,7.654,11.752,50.593,59.129,0.0,0.0,1.0,3.283,4.759,13.314,13.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,66.9,70.1,744.3,770.0,0.0,0.0,1.0,6.0,6.0,13.0,10.0,0.0,0.0,1.0,14.5,14.5,60.0,60.0,0.0,0.0,1.0,12.108,11.903,48.662,45.484,0.0,0.0,1.0,4.452,4.675,12.451,10.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,40.0,86.6,875.6,154.0,0.0,0.0,1.0,4.0,7.0,14.0,2.0,0.0,0.0,1.0,6.3,11.7,50.7,8.0,0.0,0.0,1.0,7.221,13.725,55.293,9.097,0.0,0.0,1.0,3.315,5.816,13.439,2.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,71.5,227.8,365.3,154.0,0.0,0.0,1.0,6.0,8.0,9.0,2.0,0.0,0.0,1.0,13.0,29.0,40.0,12.0,0.0,0.0,1.0,11.752,20.891,28.165,9.097,0.0,0.0,1.0,4.759,6.953,7.812,2.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,41.8,84.3,766.8,847.0,0.0,0.0,1.0,4.0,7.0,15.0,11.0,0.0,0.0,1.0,6.3,9.7,45.7,44.0,0.0,0.0,1.0,7.167,13.684,52.729,50.032,0.0,0.0,1.0,3.454,5.622,13.953,11.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,1.0,25.3,75.2,693.0,1090.8,77.0,0.0,1.0,4.0,6.0,14.0,15.0,1.0,0.0,1.0,8.3,7.7,38.7,57.3,4.0,0.0,1.0,5.742,11.643,47.976,65.609,4.548,0.0,1.0,3.615,5.037,13.176,14.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,41.8,83.0,749.1,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,1.0,6.3,11.7,44.7,32.0,0.0,0.0,1.0,7.167,13.834,50.004,36.387,0.0,0.0,1.0,3.454,5.538,13.304,8.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,1.0,31.2,75.2,885.5,397.8,77.0,0.0,1.0,4.0,6.0,14.0,6.0,1.0,0.0,1.0,8.3,7.7,47.7,21.3,4.0,0.0,1.0,6.41,11.643,55.827,24.673,4.548,0.0,1.0,3.334,5.037,13.588,5.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1.0,41.8,88.0,960.7,385.0,0.0,0.0,1.0,4.0,7.0,15.0,5.0,0.0,0.0,1.0,6.3,9.7,51.7,20.0,0.0,0.0,1.0,7.167,13.575,60.43,22.742,0.0,0.0,1.0,3.454,5.9,14.449,5.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,31.3,88.0,959.3,166.8,77.0,0.0,1.0,4.0,7.0,15.0,3.0,1.0,0.0,1.0,6.3,9.7,54.7,9.3,4.0,0.0,1.0,6.42,13.575,60.58,11.028,4.548,0.0,1.0,3.6,5.9,14.365,2.863,1.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,43.6,70.1,308.0,782.8,77.0,0.0,1.0,4.0,6.0,9.0,11.0,1.0,0.0,1.0,6.7,11.3,19.3,41.3,4.0,0.0,1.0,7.112,11.903,25.234,47.415,4.548,0.0,1.0,3.593,4.675,8.176,10.863,1.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,41.8,86.2,267.7,924.0,500.5,231.0,1.0,4.0,7.0,11.0,17.0,9.0,3.0,1.0,6.3,12.7,19.7,52.0,28.0,12.0,1.0,7.167,13.629,26.535,61.621,33.085,13.645,1.0,3.454,5.761,9.626,16.176,8.588,3.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,35.7,77.0,1386.0,0.0,0.0,0.0,1.0,5.0,6.0,18.0,0.0,0.0,0.0,1.0,12.5,7.5,90.0,0.0,0.0,0.0,1.0,8.911,11.589,81.871,0.0,0.0,0.0,1.0,4.073,5.176,18.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,37.2,88.0,888.5,385.0,0.0,0.0,1.0,4.0,7.0,15.0,5.0,0.0,0.0,1.0,6.3,9.7,51.7,20.0,0.0,0.0,1.0,7.088,13.575,57.224,22.742,0.0,0.0,1.0,3.319,5.9,14.302,5.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,1.0,31.2,75.2,267.7,924.0,500.5,231.0,1.0,4.0,6.0,11.0,17.0,9.0,3.0,1.0,8.3,8.7,19.7,52.0,28.0,12.0,1.0,6.41,11.643,26.535,61.621,33.085,13.645,1.0,3.334,5.037,9.626,16.176,8.588,3.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,90.8,216.3,495.5,154.0,0.0,0.0,1.0,8.0,7.0,9.0,2.0,0.0,0.0,1.0,24.0,30.0,58.0,16.0,0.0,0.0,1.0,16.025,18.809,33.344,9.097,0.0,0.0,1.0,6.038,6.175,8.226,2.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,37.2,100.8,1472.6,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,1.0,6.0,10.0,80.0,0.0,0.0,0.0,1.0,7.088,15.506,88.556,0.0,0.0,0.0,1.0,3.319,6.763,19.64,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,39.6,138.0,506.9,308.0,0.0,0.0,1.0,4.0,6.0,10.0,4.0,0.0,0.0,1.0,6.7,12.7,30.0,16.0,0.0,0.0,1.0,7.246,14.411,35.426,18.194,0.0,0.0,1.0,3.163,5.091,9.005,4.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,72.3,218.2,858.0,0.0,0.0,0.0,1.0,7.0,7.0,12.0,0.0,0.0,0.0,1.0,21.6,23.9,80.5,0.0,0.0,0.0,1.0,13.078,18.754,52.018,0.0,0.0,0.0,1.0,5.418,6.314,11.724,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,45.0,60.5,128.3,1155.0,500.5,231.0,1.0,5.0,5.0,10.0,20.0,9.0,3.0,1.0,12.9,8.3,15.8,80.0,35.0,15.0,1.0,8.699,9.766,19.315,75.266,33.085,13.645,1.0,4.066,4.036,8.627,19.176,8.588,3.0
