id,Z-0_MS_AA,Z-1_MS_AA,Z-2_MS_AA,Z-3_MS_AA,Z-4_MS_AA,Z-5_MS_AA,Z-6_MS_AA,I-0_MS_AA,I-1_MS_AA,I-2_MS_AA,I-3_MS_AA,I-4_MS_AA,I-5_MS_AA,I-6_MS_AA,T-0_MS_AA,T-1_MS_AA,T-2_MS_AA,T-3_MS_AA,T-4_MS_AA,T-5_MS_AA,T-6_MS_AA,S-0_MS_AA,S-1_MS_AA,S-2_MS_AA,S-3_MS_AA,S-4_MS_AA,S-5_MS_AA,S-6_MS_AA,chi-0_MS_AA,chi-1_MS_AA,chi-2_MS_AA,chi-3_MS_AA,chi-4_MS_AA,chi-5_MS_AA,chi-6_MS_AA
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,154.0,371.0,582.0,1482.0,0.0,0.0,0.0,2.0,8.0,14.0,38.0,0.0,0.0,0.0,8.0,27.0,54.0,95.0,0.0,0.0,0.0,2.82,9.2,14.96,32.68,0.0,0.0,0.0,4.4,19.7,33.74,83.6,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,154.0,350.0,666.0,1283.0,1200.0,717.0,234.0,2.0,8.0,16.0,32.0,30.0,18.0,6.0,8.0,28.0,56.0,95.0,87.0,51.0,15.0,2.82,9.24,17.08,30.46,28.32,16.74,5.16,4.4,18.28,38.98,72.85,68.1,40.65,13.2
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,154.0,430.0,415.0,1104.0,156.0,0.0,0.0,2.0,10.0,10.0,28.0,4.0,0.0,0.0,10.0,37.0,44.0,88.0,12.0,0.0,0.0,2.82,10.79,10.7,24.85,3.44,0.0,0.0,4.4,26.2,23.75,63.19,8.8,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,418.0,577.0,821.0,551.0,78.0,0.0,2.0,10.0,14.0,20.0,14.0,2.0,0.0,10.0,39.0,52.0,70.0,44.0,6.0,0.0,2.82,10.64,14.54,20.02,12.46,1.72,0.0,4.4,25.22,33.39,46.62,31.15,4.4,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,344.0,495.0,646.0,312.0,0.0,0.0,2.0,8.0,12.0,16.0,8.0,0.0,0.0,8.0,26.0,38.0,48.0,20.0,0.0,0.0,2.82,8.84,12.35,15.4,6.88,0.0,0.0,4.4,20.01,29.04,37.58,17.6,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,154.0,342.0,583.0,1107.0,473.0,78.0,0.0,2.0,8.0,14.0,28.0,12.0,2.0,0.0,8.0,27.0,49.0,77.0,32.0,5.0,0.0,2.82,8.88,14.94,25.34,10.74,1.72,0.0,4.4,19.13,34.23,62.65,26.75,4.4,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,396.0,661.0,1404.0,0.0,0.0,0.0,2.0,8.0,16.0,36.0,0.0,0.0,0.0,8.0,28.0,58.0,90.0,0.0,0.0,0.0,2.82,9.8,16.63,30.96,0.0,0.0,0.0,4.4,18.29,38.54,79.2,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,427.0,573.0,645.0,317.0,78.0,0.0,2.0,10.0,14.0,16.0,8.0,2.0,0.0,10.0,39.0,50.0,55.0,26.0,6.0,0.0,2.82,10.98,14.07,15.42,7.3,1.72,0.0,4.4,24.76,33.44,37.09,17.95,4.4,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,154.0,342.0,584.0,1212.0,1482.0,0.0,0.0,2.0,8.0,14.0,30.0,38.0,0.0,0.0,8.0,27.0,50.0,96.0,95.0,0.0,0.0,2.82,8.88,14.92,29.09,32.68,0.0,0.0,4.4,19.13,34.72,69.69,83.6,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,154.0,342.0,666.0,1497.0,702.0,0.0,0.0,2.0,8.0,16.0,38.0,18.0,0.0,0.0,8.0,28.0,59.0,104.0,45.0,0.0,0.0,2.82,8.88,17.05,33.94,15.48,0.0,0.0,4.4,19.13,38.89,84.65,39.6,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1,154.0,388.0,501.0,1112.0,624.0,0.0,0.0,2.0,8.0,12.0,28.0,16.0,0.0,0.0,8.0,26.0,44.0,80.0,40.0,0.0,0.0,2.82,9.49,12.78,25.76,13.76,0.0,0.0,4.4,19.04,29.97,63.0,35.2,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,154.0,350.0,583.0,1117.0,941.0,78.0,0.0,2.0,8.0,14.0,28.0,24.0,2.0,0.0,8.0,27.0,49.0,83.0,62.0,5.0,0.0,2.82,9.24,14.91,26.18,21.06,1.72,0.0,4.4,18.28,34.14,63.35,53.15,4.4,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,154.0,504.0,418.0,738.0,1014.0,0.0,0.0,2.0,12.0,10.0,18.0,26.0,0.0,0.0,12.0,51.0,44.0,80.0,91.0,0.0,0.0,2.82,12.66,10.64,18.4,22.36,0.0,0.0,4.4,31.26,25.22,42.54,57.2,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,369.0,582.0,1192.0,473.0,78.0,0.0,2.0,8.0,14.0,30.0,12.0,2.0,0.0,8.0,27.0,50.0,82.0,32.0,5.0,0.0,2.82,9.34,14.96,27.41,10.74,1.72,0.0,4.4,18.76,33.74,68.29,26.75,4.4,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,154.0,428.0,494.0,808.0,468.0,0.0,0.0,2.0,10.0,12.0,20.0,12.0,0.0,0.0,10.0,38.0,46.0,70.0,36.0,0.0,0.0,2.82,10.95,12.4,19.21,10.32,0.0,0.0,4.4,25.34,28.64,47.13,26.4,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,154.0,671.0,572.0,727.0,546.0,0.0,0.0,2.0,16.0,14.0,18.0,14.0,0.0,0.0,16.0,87.0,72.0,92.0,63.0,0.0,0.0,2.82,16.92,14.12,17.58,12.04,0.0,0.0,4.4,41.25,33.04,41.35,30.8,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,154.0,503.0,421.0,664.0,1404.0,0.0,0.0,2.0,12.0,10.0,16.0,36.0,0.0,0.0,12.0,51.0,43.0,78.0,126.0,0.0,0.0,2.82,12.68,10.55,17.12,30.96,0.0,0.0,4.4,30.77,26.6,38.0,79.2,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,154.0,351.0,583.0,913.0,1205.0,795.0,234.0,2.0,8.0,14.0,22.0,30.0,20.0,6.0,8.0,27.0,46.0,71.0,89.0,56.0,15.0,2.82,9.22,14.91,23.02,28.74,18.46,5.16,4.4,18.77,34.14,51.58,68.45,45.05,13.2
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,154.0,353.0,582.0,1497.0,702.0,0.0,0.0,2.0,8.0,14.0,38.0,18.0,0.0,0.0,8.0,27.0,54.0,104.0,45.0,0.0,0.0,2.82,9.08,14.96,33.94,15.48,0.0,0.0,4.4,19.71,33.74,84.65,39.6,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,154.0,345.0,499.0,1187.0,390.0,0.0,0.0,2.0,8.0,12.0,30.0,10.0,0.0,0.0,8.0,26.0,45.0,82.0,25.0,0.0,0.0,2.82,8.72,12.82,26.99,8.6,0.0,0.0,4.4,20.56,28.99,67.94,22.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,154.0,344.0,577.0,1122.0,1175.0,78.0,0.0,2.0,8.0,14.0,28.0,30.0,2.0,0.0,8.0,27.0,49.0,86.0,77.0,5.0,0.0,2.82,8.81,14.54,26.6,26.22,1.72,0.0,4.4,20.02,33.39,63.7,66.35,4.4,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,351.0,666.0,1300.0,1668.0,717.0,234.0,2.0,8.0,16.0,32.0,42.0,18.0,6.0,8.0,28.0,56.0,101.0,117.0,51.0,15.0,2.82,9.22,17.05,31.65,38.64,16.74,5.16,4.4,18.77,38.89,74.79,94.5,40.65,13.2
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,343.0,582.0,988.0,1440.0,717.0,234.0,2.0,8.0,14.0,24.0,36.0,18.0,6.0,8.0,27.0,47.0,79.0,103.0,51.0,15.0,2.82,8.86,14.96,24.77,33.88,16.74,5.16,4.4,19.62,33.74,57.19,82.14,40.65,13.2
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,154.0,361.0,582.0,1275.0,156.0,0.0,0.0,2.0,8.0,14.0,32.0,4.0,0.0,0.0,8.0,27.0,51.0,84.0,10.0,0.0,0.0,2.82,8.98,14.96,29.03,3.44,0.0,0.0,4.4,19.61,33.74,72.37,8.8,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,499.0,900.0,629.0,78.0,0.0,2.0,8.0,12.0,22.0,16.0,2.0,0.0,8.0,26.0,41.0,66.0,42.0,5.0,0.0,2.82,8.86,12.82,21.69,14.18,1.72,0.0,4.4,19.62,28.99,51.42,35.55,4.4,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,154.0,380.0,419.0,654.0,1019.0,78.0,0.0,2.0,8.0,10.0,16.0,26.0,2.0,0.0,8.0,25.0,33.0,56.0,67.0,5.0,0.0,2.82,9.2,10.59,16.28,22.78,1.72,0.0,4.4,19.6,25.62,37.3,57.55,4.4,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,361.0,582.0,1200.0,474.0,0.0,0.0,2.0,8.0,14.0,30.0,12.0,0.0,0.0,8.0,27.0,50.0,82.0,31.0,0.0,0.0,2.82,8.98,14.96,27.8,10.72,0.0,0.0,4.4,19.61,33.74,67.43,27.24,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,342.0,582.0,1061.0,1356.0,717.0,234.0,2.0,8.0,14.0,26.0,34.0,18.0,6.0,8.0,27.0,48.0,84.0,97.0,51.0,15.0,2.82,8.88,14.96,26.07,31.76,16.74,5.16,4.4,19.13,33.74,61.24,76.9,40.65,13.2
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,334.0,499.0,807.0,546.0,0.0,0.0,2.0,8.0,12.0,20.0,14.0,0.0,0.0,8.0,26.0,40.0,61.0,35.0,0.0,0.0,2.82,8.52,12.82,19.26,12.04,0.0,0.0,4.4,19.98,28.99,46.73,30.8,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,420.0,498.0,1110.0,156.0,0.0,0.0,2.0,10.0,12.0,28.0,4.0,0.0,0.0,10.0,38.0,50.0,88.0,12.0,0.0,0.0,2.82,10.57,12.84,25.25,3.44,0.0,0.0,4.4,26.11,28.5,64.03,8.8,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,154.0,370.0,660.0,1487.0,234.0,0.0,0.0,2.0,8.0,16.0,38.0,6.0,0.0,0.0,8.0,28.0,59.0,98.0,15.0,0.0,0.0,2.82,9.29,16.68,33.1,5.16,0.0,0.0,4.4,19.16,38.14,83.95,13.2,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,582.0,996.0,1439.0,795.0,234.0,2.0,8.0,14.0,24.0,36.0,20.0,6.0,8.0,27.0,47.0,79.0,104.0,56.0,15.0,2.82,8.86,14.96,25.16,33.9,18.46,5.16,4.4,19.62,33.74,56.33,81.65,45.05,13.2
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,154.0,342.0,583.0,1187.0,390.0,0.0,0.0,2.0,8.0,14.0,30.0,10.0,0.0,0.0,8.0,27.0,50.0,82.0,25.0,0.0,0.0,2.82,8.88,14.94,26.99,8.6,0.0,0.0,4.4,19.13,34.23,67.94,22.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,154.0,504.0,418.0,817.0,1170.0,0.0,0.0,2.0,12.0,10.0,20.0,30.0,0.0,0.0,12.0,51.0,45.0,89.0,105.0,0.0,0.0,2.82,12.66,10.64,20.07,25.8,0.0,0.0,4.4,31.26,25.22,47.34,66.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,154.0,345.0,582.0,1278.0,966.0,717.0,234.0,2.0,8.0,14.0,32.0,24.0,18.0,6.0,8.0,27.0,51.0,92.0,72.0,51.0,15.0,2.82,8.72,14.96,30.04,23.16,16.74,5.16,4.4,20.56,33.74,72.5,54.9,40.65,13.2
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,154.0,344.0,494.0,882.0,312.0,0.0,0.0,2.0,8.0,12.0,22.0,8.0,0.0,0.0,8.0,26.0,41.0,63.0,20.0,0.0,0.0,2.82,8.84,12.4,20.46,6.88,0.0,0.0,4.4,20.01,28.64,51.58,17.6,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,154.0,430.0,415.0,1024.0,239.0,78.0,0.0,2.0,10.0,10.0,26.0,6.0,2.0,0.0,10.0,37.0,43.0,82.0,20.0,6.0,0.0,2.82,10.79,10.7,23.2,5.58,1.72,0.0,4.4,26.2,23.75,57.9,13.55,4.4,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,154.0,335.0,666.0,1497.0,0.0,0.0,0.0,2.0,8.0,16.0,38.0,0.0,0.0,0.0,8.0,28.0,59.0,95.0,0.0,0.0,0.0,2.82,8.5,17.05,33.42,0.0,0.0,0.0,4.4,20.47,38.89,83.98,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,333.0,503.0,654.0,863.0,78.0,0.0,2.0,8.0,12.0,16.0,22.0,2.0,0.0,8.0,26.0,38.0,54.0,57.0,5.0,0.0,2.82,8.54,12.71,16.28,19.34,1.72,0.0,4.4,19.49,30.86,37.3,48.75,4.4,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,154.0,437.0,417.0,1049.0,1482.0,0.0,0.0,2.0,10.0,10.0,26.0,38.0,0.0,0.0,10.0,37.0,43.0,99.0,114.0,0.0,0.0,2.82,11.26,10.66,25.3,32.68,0.0,0.0,4.4,24.89,24.73,59.65,83.6,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,154.0,421.0,334.0,734.0,936.0,0.0,0.0,2.0,10.0,8.0,18.0,24.0,0.0,0.0,10.0,36.0,33.0,70.0,72.0,0.0,0.0,2.82,10.45,8.52,17.93,20.64,0.0,0.0,4.4,26.56,19.98,42.59,52.8,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,154.0,671.0,572.0,645.0,473.0,78.0,0.0,2.0,16.0,14.0,16.0,12.0,2.0,0.0,16.0,87.0,72.0,80.0,56.0,9.0,0.0,2.82,16.92,14.12,15.42,10.74,1.72,0.0,4.4,41.25,33.04,37.09,26.75,4.4,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,154.0,421.0,334.0,654.0,863.0,78.0,0.0,2.0,10.0,8.0,16.0,22.0,2.0,0.0,10.0,36.0,32.0,62.0,68.0,6.0,0.0,2.82,10.45,8.52,16.28,19.34,1.72,0.0,4.4,26.56,19.98,37.3,48.75,4.4,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,154.0,350.0,665.0,1575.0,702.0,0.0,0.0,2.0,8.0,16.0,40.0,18.0,0.0,0.0,8.0,28.0,60.0,109.0,45.0,0.0,0.0,2.82,9.24,17.1,35.66,15.48,0.0,0.0,4.4,18.28,38.49,89.05,39.6,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,342.0,583.0,1103.0,156.0,0.0,0.0,2.0,8.0,14.0,28.0,4.0,0.0,0.0,8.0,27.0,49.0,74.0,10.0,0.0,0.0,2.82,8.88,14.94,24.9,3.44,0.0,0.0,4.4,19.13,34.23,62.79,8.8,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,154.0,361.0,420.0,747.0,1638.0,0.0,0.0,2.0,8.0,10.0,18.0,42.0,0.0,0.0,8.0,25.0,34.0,70.0,105.0,0.0,0.0,2.82,9.03,10.6,19.26,36.12,0.0,0.0,4.4,19.41,26.2,42.75,92.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,342.0,584.0,1024.0,239.0,78.0,0.0,2.0,8.0,14.0,26.0,6.0,2.0,0.0,8.0,27.0,48.0,69.0,17.0,5.0,0.0,2.82,8.88,14.89,23.2,5.58,1.72,0.0,4.4,19.13,34.63,57.9,13.55,4.4,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,154.0,531.0,499.0,1182.0,156.0,0.0,0.0,2.0,12.0,12.0,30.0,4.0,0.0,0.0,12.0,52.0,57.0,109.0,14.0,0.0,0.0,2.82,13.12,12.82,26.57,3.44,0.0,0.0,4.4,30.89,28.99,67.59,8.8,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,342.0,584.0,998.0,1824.0,717.0,234.0,2.0,8.0,14.0,24.0,46.0,18.0,6.0,8.0,27.0,47.0,85.0,127.0,51.0,15.0,2.82,8.88,14.92,25.61,42.08,16.74,5.16,4.4,19.13,34.72,57.89,103.3,40.65,13.2
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,583.0,1212.0,858.0,0.0,0.0,2.0,8.0,14.0,30.0,22.0,0.0,0.0,8.0,27.0,50.0,88.0,55.0,0.0,0.0,2.82,8.86,14.91,28.57,18.92,0.0,0.0,4.4,19.62,34.14,69.02,48.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,154.0,513.0,582.0,1482.0,0.0,0.0,0.0,2.0,12.0,14.0,38.0,0.0,0.0,0.0,12.0,53.0,68.0,133.0,0.0,0.0,0.0,2.82,13.0,14.96,32.68,0.0,0.0,0.0,4.4,30.9,33.74,83.6,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,359.0,584.0,1195.0,858.0,0.0,0.0,2.0,8.0,14.0,30.0,22.0,0.0,0.0,8.0,27.0,50.0,88.0,55.0,0.0,0.0,2.82,9.02,14.92,27.9,18.92,0.0,0.0,4.4,18.63,34.72,67.75,48.4,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,154.0,344.0,418.0,738.0,1170.0,0.0,0.0,2.0,8.0,10.0,18.0,30.0,0.0,0.0,8.0,25.0,34.0,64.0,75.0,0.0,0.0,2.82,8.83,10.64,18.4,25.8,0.0,0.0,4.4,20.1,25.22,42.54,66.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,361.0,583.0,1189.0,156.0,0.0,0.0,2.0,8.0,14.0,30.0,4.0,0.0,0.0,8.0,27.0,50.0,79.0,10.0,0.0,0.0,2.82,8.98,14.91,26.92,3.44,0.0,0.0,4.4,19.61,34.14,68.83,8.8,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,360.0,495.0,644.0,478.0,156.0,0.0,2.0,8.0,12.0,16.0,12.0,4.0,0.0,8.0,26.0,38.0,48.0,34.0,10.0,0.0,2.82,9.56,12.35,15.44,11.16,3.44,0.0,4.4,18.31,29.04,36.6,27.1,8.8,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,154.0,438.0,415.0,900.0,1122.0,717.0,234.0,2.0,10.0,10.0,22.0,28.0,18.0,6.0,10.0,37.0,41.0,82.0,96.0,60.0,18.0,2.82,11.24,10.7,22.21,26.6,16.74,5.16,4.4,25.38,23.75,52.09,63.7,40.65,13.2
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,154.0,352.0,494.0,728.0,629.0,78.0,0.0,2.0,8.0,12.0,18.0,16.0,2.0,0.0,8.0,26.0,39.0,56.0,42.0,5.0,0.0,2.82,9.2,12.4,17.56,14.18,1.72,0.0,4.4,19.16,28.64,41.84,35.55,4.4,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_iodide_1_smi1_1_s_1,154.0,466.0,332.0,725.0,312.0,0.0,0.0,2.0,10.0,8.0,18.0,8.0,0.0,0.0,10.0,36.0,33.0,62.0,24.0,0.0,0.0,2.82,11.25,8.56,17.07,6.88,0.0,0.0,4.4,25.73,19.0,42.38,17.6,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,361.0,583.0,1109.0,239.0,78.0,0.0,2.0,8.0,14.0,28.0,6.0,2.0,0.0,8.0,27.0,49.0,74.0,17.0,5.0,0.0,2.82,8.98,14.91,25.27,5.58,1.72,0.0,4.4,19.61,34.14,63.54,13.55,4.4,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,500.0,817.0,395.0,78.0,0.0,2.0,8.0,12.0,20.0,10.0,2.0,0.0,8.0,26.0,40.0,58.0,27.0,5.0,0.0,2.82,8.86,12.77,19.55,9.02,1.72,0.0,4.4,19.62,29.39,46.67,22.35,4.4,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,154.0,502.0,650.0,728.0,468.0,0.0,0.0,2.0,12.0,16.0,18.0,12.0,0.0,0.0,12.0,54.0,65.0,73.0,42.0,0.0,0.0,2.82,12.73,15.84,17.56,10.32,0.0,0.0,4.4,30.37,37.44,41.84,26.4,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,154.0,456.0,415.0,900.0,1122.0,717.0,234.0,2.0,10.0,10.0,22.0,28.0,18.0,6.0,10.0,37.0,41.0,82.0,96.0,60.0,18.0,2.82,11.42,10.7,22.21,26.6,16.74,5.16,4.4,25.18,23.75,52.09,63.7,40.65,13.2
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,334.0,501.0,646.0,312.0,0.0,0.0,2.0,8.0,12.0,16.0,8.0,0.0,0.0,8.0,26.0,38.0,48.0,20.0,0.0,0.0,2.82,8.52,12.75,15.4,6.88,0.0,0.0,4.4,19.98,29.88,37.58,17.6,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,154.0,343.0,665.0,1363.0,966.0,717.0,234.0,2.0,8.0,16.0,34.0,24.0,18.0,6.0,8.0,28.0,57.0,97.0,72.0,51.0,15.0,2.82,8.86,17.1,32.11,23.16,16.74,5.16,4.4,19.62,38.49,78.14,54.9,40.65,13.2
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,343.0,582.0,1192.0,473.0,78.0,0.0,2.0,8.0,14.0,30.0,12.0,2.0,0.0,8.0,27.0,50.0,82.0,32.0,5.0,0.0,2.82,8.86,14.96,27.41,10.74,1.72,0.0,4.4,19.62,33.74,68.29,26.75,4.4,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,368.0,583.0,1102.0,239.0,78.0,0.0,2.0,8.0,14.0,28.0,6.0,2.0,0.0,8.0,27.0,49.0,74.0,17.0,5.0,0.0,2.82,9.36,14.94,24.92,5.58,1.72,0.0,4.4,18.27,34.23,62.3,13.55,4.4,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,154.0,334.0,500.0,808.0,546.0,0.0,0.0,2.0,8.0,12.0,20.0,14.0,0.0,0.0,8.0,26.0,40.0,61.0,35.0,0.0,0.0,2.82,8.52,12.8,19.21,12.04,0.0,0.0,4.4,19.98,29.48,47.13,30.8,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,341.0,502.0,732.0,1019.0,78.0,0.0,2.0,8.0,12.0,18.0,26.0,2.0,0.0,8.0,26.0,39.0,61.0,67.0,5.0,0.0,2.82,8.9,12.76,18.0,22.78,1.72,0.0,4.4,18.64,30.46,41.7,57.55,4.4,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,154.0,334.0,499.0,664.0,1560.0,0.0,0.0,2.0,8.0,12.0,16.0,40.0,0.0,0.0,8.0,26.0,38.0,64.0,100.0,0.0,0.0,2.82,8.49,12.27,17.12,34.4,0.0,0.0,4.4,19.89,31.0,38.0,88.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,154.0,387.0,666.0,1497.0,0.0,0.0,0.0,2.0,8.0,16.0,38.0,0.0,0.0,0.0,8.0,28.0,59.0,95.0,0.0,0.0,0.0,2.82,9.46,17.05,33.42,0.0,0.0,0.0,4.4,18.75,38.89,83.98,0.0,0.0,0.0
