id,Z-0_FA_AB,Z-1_FA_AB,Z-2_FA_AB,Z-3_FA_AB,Z-4_FA_AB,Z-5_FA_AB,Z-6_FA_AB,I-0_FA_AB,I-1_FA_AB,I-2_FA_AB,I-3_FA_AB,I-4_FA_AB,I-5_FA_AB,I-6_FA_AB,T-0_FA_AB,T-1_FA_AB,T-2_FA_AB,T-3_FA_AB,T-4_FA_AB,T-5_FA_AB,T-6_FA_AB,S-0_FA_AB,S-1_FA_AB,S-2_FA_AB,S-3_FA_AB,S-4_FA_AB,S-5_FA_AB,S-6_FA_AB,chi-0_FA_AB,chi-1_FA_AB,chi-2_FA_AB,chi-3_FA_AB,chi-4_FA_AB,chi-5_FA_AB,chi-6_FA_AB
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,2758.7,4710.5,6991.7,6997.4,4312.8,2675.8,1287.8,274.9,494.3,724.5,933.3,1116.6,929.8,567.4,769.2,1218.7,1723.8,2082.0,2080.6,1551.4,892.1,193.608,322.188,464.222,554.038,569.914,423.847,235.662,667.06,1160.631,1710.117,2224.91,2658.611,2195.382,1300.936
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,3303.6,4447.1,5219.3,7022.4,3767.4,2161.9,1518.2,264.6,489.9,580.6,744.3,905.9,645.1,524.1,781.2,1217.7,1502.4,1899.6,1825.0,1238.1,982.7,188.817,314.707,381.633,473.723,480.724,317.675,241.958,696.292,1304.086,1525.967,1931.527,2336.574,1564.672,1238.7
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2957.4,5236.9,6947.4,5376.4,3764.5,2502.5,1133.4,244.9,424.8,582.9,777.6,694.1,722.8,560.0,669.7,1007.8,1426.5,1503.8,1451.5,1340.6,741.6,178.708,290.327,396.151,441.868,399.321,355.244,216.115,602.315,1011.85,1402.159,1863.535,1713.26,1749.307,1290.117
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,2717.8,4087.9,5129.2,4479.8,2335.7,1437.7,795.0,215.1,401.0,515.9,539.8,507.0,418.1,315.8,628.5,993.8,1236.1,1176.1,1028.0,807.9,484.4,155.924,265.594,340.159,330.557,281.906,207.403,132.424,555.376,1045.097,1323.294,1367.161,1286.59,1019.203,748.22
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,4091.6,6350.8,6459.2,5946.8,3163.3,1504.8,799.1,276.2,608.6,838.7,894.9,820.5,522.6,324.3,936.3,1774.8,2181.1,2099.2,1644.7,916.6,533.5,207.029,417.063,534.795,524.635,427.743,242.521,140.427,714.954,1628.081,2184.017,2263.578,2051.525,1226.604,746.772
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,3402.9,4641.9,5465.0,8755.6,4632.3,2543.8,1779.9,289.0,557.3,685.2,915.0,1191.9,780.6,502.8,873.0,1389.0,1791.0,2379.4,2309.5,1338.4,1199.7,202.452,346.762,438.579,571.327,609.196,361.617,263.138,755.518,1460.362,1804.413,2341.411,3029.43,1942.258,1195.523
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,3559.7,5834.1,8398.4,10235.6,10921.1,9163.2,7160.6,396.9,654.6,1001.5,1179.2,1412.4,1745.7,1742.9,1051.5,1656.1,2445.4,2717.8,3305.8,3754.6,3336.6,285.27,452.508,672.152,771.149,937.174,1059.075,949.904,983.927,1593.73,2429.101,2859.508,3499.513,4303.023,4204.65
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2688.4,4668.1,7719.1,6250.5,3688.6,2109.9,558.8,266.2,518.9,740.6,1072.5,1109.3,1057.4,558.8,785.1,1259.5,1813.2,2181.9,2166.7,1616.1,558.8,182.928,320.197,458.787,566.035,531.426,413.287,173.221,644.2,1217.299,1776.27,2593.77,2651.538,2411.631,1229.313
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,2363.7,3785.7,5754.4,3861.0,2198.1,1589.0,583.3,214.7,401.9,516.5,665.4,504.3,554.7,422.8,616.6,936.5,1239.3,1193.9,1092.4,1040.3,489.2,149.404,249.249,325.717,338.299,273.309,250.354,142.332,539.538,996.203,1293.406,1655.488,1267.386,1320.3,948.463
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2689.5,4367.6,6698.2,7355.4,4210.8,2979.0,1965.2,287.9,526.4,735.2,933.6,1143.7,1020.6,823.3,814.2,1261.6,1733.1,2109.1,2196.3,1896.4,1393.0,194.46,321.529,448.671,537.984,566.04,474.61,350.825,712.376,1271.178,1775.392,2277.286,2764.201,2398.953,1892.556
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,3751.3,6499.0,10090.0,12710.2,12449.6,10689.4,8617.4,454.6,807.4,1222.4,1580.2,2070.7,2390.2,2414.4,1262.0,2029.8,3001.3,3745.1,4574.6,5033.1,4745.1,314.083,521.947,784.707,987.365,1225.738,1337.599,1237.303,1121.464,1942.143,2934.528,3823.902,5063.817,5856.685,5826.851
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,3458.0,5583.7,8269.8,10590.0,10486.4,9089.4,7526.1,409.3,675.5,990.3,1184.5,1494.2,1894.3,1997.5,1084.8,1665.8,2430.4,2801.4,3535.5,4156.2,3915.9,285.585,447.925,656.126,772.823,960.126,1116.365,1058.866,1029.5,1679.09,2437.588,2902.079,3750.596,4718.778,4867.659
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2753.3,4936.7,6563.2,4068.2,2916.3,1968.0,322.8,215.9,385.2,532.5,727.8,617.4,581.5,177.6,601.0,935.8,1317.7,1369.7,1243.4,830.3,177.6,157.065,258.644,352.443,391.475,342.676,262.706,62.227,542.996,945.763,1313.809,1775.86,1521.858,1375.416,394.473
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2540.7,3952.8,5449.8,5073.2,3249.1,2663.5,1737.9,232.5,387.0,508.9,551.8,581.2,593.0,499.3,619.5,914.0,1184.0,1189.1,1240.2,1180.7,803.0,168.203,259.801,340.877,352.875,355.717,331.256,236.528,589.656,971.553,1258.87,1366.747,1467.76,1455.663,1181.775
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,2597.5,3727.5,5403.0,7229.4,4901.6,2016.6,1137.8,229.8,406.2,543.3,633.7,643.8,490.7,403.2,636.0,966.7,1305.1,1372.5,1182.8,949.6,737.9,161.678,257.953,352.187,394.56,370.582,256.043,185.326,584.304,1025.816,1364.788,1545.661,1595.227,1223.075,943.467
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2859.6,4951.0,6624.9,5105.3,3639.5,2745.9,1230.4,237.2,407.6,547.9,748.3,679.4,703.7,523.2,644.8,955.4,1357.1,1456.5,1417.7,1285.2,635.2,171.69,272.263,369.092,420.992,397.186,361.926,206.303,593.198,997.104,1353.505,1818.994,1674.112,1674.827,1200.82
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,3419.4,5664.8,8214.7,10296.1,10315.9,8737.8,7003.0,409.3,698.9,1007.8,1190.6,1500.7,1916.4,2029.9,1108.2,1724.8,2454.5,2809.7,3574.1,4220.1,3947.6,283.116,454.457,655.97,765.241,951.601,1101.439,1028.875,1022.344,1724.905,2459.308,2887.062,3717.259,4704.86,4876.005
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2236.5,3311.0,4411.4,4034.8,2173.4,1709.7,881.7,205.3,330.1,421.3,451.5,488.4,473.2,372.5,535.4,787.1,974.0,987.9,1030.4,927.5,580.1,144.268,216.663,275.172,282.614,282.226,244.341,154.342,529.402,846.583,1059.814,1128.632,1235.589,1152.81,871.033
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,2606.6,3682.5,5721.9,3431.5,1877.5,1248.4,225.7,206.5,370.5,515.5,749.7,478.5,411.4,159.3,590.1,941.4,1360.5,1354.5,948.6,635.0,159.3,146.371,236.003,339.224,381.113,254.469,184.528,52.7,538.854,968.195,1305.624,1879.691,1190.155,1008.613,362.19
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2847.9,5338.4,7439.6,4611.2,2659.1,1325.5,335.9,233.9,447.4,612.9,942.5,754.7,765.7,335.9,681.3,1060.3,1555.4,1697.3,1520.4,1101.5,335.9,165.594,288.771,397.555,464.31,365.128,284.375,104.123,565.455,1042.79,1472.684,2234.294,1793.841,1723.619,738.939
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,3529.7,5672.5,8394.9,10761.3,11012.3,9547.8,8219.1,418.5,693.3,1022.6,1210.2,1507.3,1927.8,2055.2,1111.9,1715.9,2493.8,2843.3,3582.2,4247.9,4047.8,292.947,459.485,671.978,788.446,980.132,1151.936,1114.156,1045.128,1709.685,2501.947,2949.147,3755.122,4756.964,4936.273
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2427.6,4179.8,5913.6,4083.2,2639.2,1747.3,583.1,225.2,411.5,545.0,722.5,629.6,599.3,422.7,636.7,974.7,1325.0,1376.5,1272.7,1084.8,489.1,157.703,261.702,351.806,386.407,340.339,271.762,142.301,563.063,1003.523,1337.794,1747.212,1565.838,1434.358,948.251
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,3371.5,4705.7,5659.3,7709.3,4173.5,2428.3,1790.7,282.7,553.2,669.5,858.1,1049.1,745.4,660.9,862.6,1369.6,1727.7,2166.3,2093.0,1479.9,1198.0,197.748,342.037,422.65,522.722,539.918,359.77,289.305,740.953,1461.535,1744.204,2205.243,2692.721,1805.195,1565.961
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,3235.8,5252.2,8732.0,8950.1,9380.0,7783.1,5556.1,380.8,666.5,1001.1,1306.0,1387.8,1752.0,1864.4,1047.3,1667.6,2503.8,2787.8,3252.9,3828.6,3374.8,260.831,424.784,648.692,757.982,847.827,974.294,878.881,949.562,1643.692,2456.185,3183.639,3472.378,4314.444,4392.905
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2254.9,3455.2,4710.0,3601.6,1909.9,1138.6,425.3,190.6,336.8,446.2,470.0,434.7,367.6,193.0,527.4,819.3,1030.8,954.0,867.8,637.5,270.4,135.428,218.014,285.226,276.25,235.441,167.551,74.737,495.139,874.07,1125.474,1169.147,1093.041,899.595,455.41
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,2706.2,3770.7,5578.0,3546.7,1809.7,1021.2,412.3,205.4,383.5,529.8,728.4,384.7,362.5,226.0,601.9,951.1,1359.0,1235.8,806.0,638.3,309.8,150.016,251.992,340.15,356.421,208.721,164.391,85.7,514.786,963.682,1332.645,1813.437,942.438,846.59,510.143
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2249.4,3800.5,6814.6,3032.3,2751.9,1481.3,0.0,214.1,394.1,564.9,916.5,694.4,642.3,0.0,608.3,959.1,1481.4,1610.8,1336.7,642.3,0.0,144.274,234.445,368.394,436.693,360.612,240.512,0.0,543.565,984.321,1392.036,2226.645,1700.195,1434.374,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,2353.6,3486.7,4535.7,5643.4,2880.0,2114.1,1057.3,227.8,377.6,511.6,607.1,627.0,548.6,359.3,605.3,907.0,1235.0,1327.1,1238.8,968.7,645.9,159.187,243.149,333.194,374.62,351.274,284.437,168.321,583.591,957.731,1299.902,1514.59,1579.022,1376.877,845.626
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,3177.4,4617.1,6925.3,9291.5,5110.1,2528.8,1920.1,299.7,595.5,800.3,1112.8,1321.3,880.8,840.8,908.2,1451.6,2013.7,2592.8,2359.0,1780.1,1488.4,206.47,363.912,493.799,652.505,652.76,405.668,351.302,744.54,1457.943,1957.738,2720.273,3199.402,2076.668,1925.231
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,2696.5,3423.9,4670.2,5923.4,2616.2,1372.3,1010.9,227.9,437.9,541.2,660.7,677.5,419.9,401.6,678.8,1051.6,1352.1,1503.0,1231.8,881.5,656.3,158.605,264.05,333.176,383.268,334.488,204.865,167.423,593.382,1154.436,1397.904,1681.435,1749.813,1008.933,952.06
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,4071.4,6317.8,6322.3,5244.2,3250.4,1652.0,724.4,269.7,595.0,795.4,810.5,754.3,540.0,300.9,916.1,1732.6,2049.5,1880.1,1579.1,958.2,447.7,203.41,409.714,511.694,477.023,405.839,255.423,126.199,702.666,1602.978,2092.292,2077.038,1894.074,1286.346,702.232
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,2699.8,3253.5,4524.7,5704.8,2757.8,1421.4,1004.8,225.2,399.1,501.8,612.9,616.3,404.3,347.0,637.3,956.1,1258.0,1394.2,1154.6,812.2,633.6,159.816,251.082,323.343,370.094,320.963,206.059,162.181,582.123,1050.157,1297.309,1560.741,1597.231,977.756,812.073
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2766.9,5086.3,8142.0,6590.9,4305.6,2489.8,614.4,283.0,536.8,776.7,1160.7,1319.7,1251.2,614.4,819.8,1313.5,1937.4,2480.4,2570.9,1865.7,614.4,194.599,336.716,493.525,636.286,642.007,489.01,190.475,680.14,1241.55,1821.383,2728.061,3109.958,2851.152,1351.761
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2312.4,3894.0,5514.0,3136.4,2072.2,1007.1,156.9,198.8,345.7,489.0,665.4,517.9,409.8,156.9,544.6,852.6,1205.1,1207.7,971.6,628.7,156.9,142.755,232.15,322.249,347.237,275.848,172.012,48.654,497.134,837.045,1199.646,1607.359,1284.424,964.349,345.285
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,2701.7,3823.7,5541.7,9280.6,5449.1,2959.3,2755.6,278.7,506.8,607.4,785.6,919.2,761.3,785.4,785.4,1149.3,1509.2,1829.4,1728.3,1615.4,1879.5,188.409,301.568,391.365,499.285,511.548,396.821,408.978,708.158,1276.424,1532.666,1924.899,2261.15,1924.869,1865.891
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,2360.2,3958.2,5576.8,3497.8,2413.9,1226.6,465.0,208.0,361.8,530.6,699.5,523.3,399.0,238.3,569.8,892.4,1294.4,1254.6,956.3,687.1,322.2,149.411,242.323,346.375,365.715,284.543,187.463,91.857,516.306,871.929,1304.294,1691.221,1304.451,947.827,543.786
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,3565.2,5992.6,6989.8,4657.5,2328.2,1037.0,158.7,233.3,466.1,631.5,941.5,606.4,462.0,158.7,726.1,1228.6,1729.8,1781.2,1158.3,682.7,158.7,173.789,318.985,417.946,479.281,298.818,183.136,49.206,601.856,1200.341,1617.076,2368.565,1488.996,1083.924,349.203
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,3591.5,5798.0,8453.2,12302.4,11381.7,9950.4,8909.0,441.4,747.1,1054.9,1318.4,1685.6,2138.2,2261.0,1188.5,1819.9,2622.2,3159.9,3980.6,4669.6,4708.7,303.736,481.333,693.372,857.823,1065.796,1238.086,1225.521,1108.34,1849.059,2593.637,3232.799,4202.238,5321.981,5558.757
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2670.5,4515.6,6831.6,6619.4,4184.6,3203.6,1565.3,265.5,493.2,697.4,901.8,1097.0,926.5,519.6,758.7,1208.7,1656.6,2023.2,2065.5,1513.9,718.6,184.445,309.376,434.161,528.868,559.445,437.839,222.687,664.064,1204.162,1692.355,2215.973,2685.059,2220.931,1212.146
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,3251.2,5201.2,7728.8,4234.2,1982.6,613.8,0.0,242.2,491.9,700.6,1231.1,717.1,613.8,0.0,760.8,1305.5,2040.5,2184.1,1331.0,613.8,0.0,173.417,318.385,465.168,580.419,322.797,190.289,0.0,615.946,1242.865,1767.956,3027.03,1689.795,1350.441,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2895.0,5052.4,6594.0,6475.1,4348.6,2888.7,1194.6,264.4,473.9,607.4,875.4,860.3,917.7,861.9,738.3,1099.2,1535.0,1797.8,1822.7,1848.5,1042.9,183.692,299.143,399.732,492.533,478.206,445.067,295.133,653.803,1143.852,1484.414,2103.858,2097.459,2176.973,1919.411
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,2448.2,3440.3,4818.9,6659.3,3230.2,2195.0,1668.1,241.4,432.0,531.6,622.9,692.5,588.6,586.8,673.4,999.6,1270.1,1402.0,1330.9,1244.6,1121.2,165.509,263.946,337.779,388.571,381.612,307.104,268.157,619.085,1099.341,1340.894,1540.515,1742.28,1448.981,1385.095
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,2676.6,4792.0,6225.6,3783.1,2581.1,1435.8,228.8,206.9,375.5,522.1,698.6,556.2,479.5,161.1,582.4,915.7,1278.1,1279.4,1078.2,704.9,161.1,149.886,250.821,341.456,367.958,301.778,208.498,53.322,524.461,928.981,1297.649,1724.448,1417.689,1186.271,366.382
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,2555.9,3874.1,5045.7,4456.9,2753.8,1477.6,766.9,205.2,331.3,489.3,504.2,441.2,364.0,251.0,536.5,820.5,1125.4,1010.1,862.3,677.0,440.0,156.924,245.898,338.147,315.696,266.745,194.374,119.666,501.615,791.879,1174.461,1205.076,1078.803,887.912,592.959
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,3717.5,5523.6,7875.8,9780.4,10016.0,7657.3,5184.3,375.7,664.1,969.7,1142.8,1340.8,1536.7,1481.9,1053.7,1691.5,2405.3,2686.0,3147.3,3363.5,2880.4,268.142,446.404,637.122,733.591,858.986,895.461,750.833,946.609,1670.098,2397.28,2818.878,3377.334,3817.522,3561.791
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,2469.0,3632.2,4824.5,4760.6,2726.0,1686.1,1073.9,213.4,349.6,465.8,486.0,491.4,461.2,390.7,563.0,833.3,1068.5,1034.5,1012.4,921.3,673.2,155.923,240.451,312.611,311.05,292.269,239.667,175.847,534.499,864.97,1137.27,1177.437,1209.415,1116.765,917.984
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_iodide_1_smi1_1_s_1,2778.1,3918.1,4994.5,4660.6,2247.5,759.5,366.8,181.3,327.3,409.6,440.8,318.8,222.5,146.4,522.6,812.6,987.3,890.4,629.3,429.2,223.1,136.719,227.158,275.84,274.431,187.055,109.079,60.643,476.518,871.6,1043.402,1123.291,812.158,544.296,348.775
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,2714.1,4716.2,6215.2,4053.5,2942.7,1707.7,598.8,215.3,372.7,540.0,719.6,560.2,494.7,263.3,587.9,912.7,1323.9,1311.7,1088.5,811.4,358.6,156.526,253.569,355.948,382.979,315.909,236.006,105.97,539.263,909.886,1334.444,1763.947,1411.277,1209.531,614.784
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2434.4,3807.2,5102.2,4188.0,2749.7,1968.8,1024.4,206.9,340.0,476.5,507.9,478.1,414.7,258.7,546.9,834.6,1107.7,1041.9,958.6,751.6,409.7,153.224,237.616,320.813,317.318,291.515,232.163,128.876,527.971,858.836,1187.819,1268.137,1226.319,1034.542,619.61
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,3121.8,4966.1,5422.7,4716.6,2424.7,1422.9,737.3,238.7,462.8,667.4,705.9,641.1,474.3,290.9,726.3,1266.1,1660.6,1555.5,1274.6,834.8,459.0,173.717,312.258,421.054,404.736,333.682,223.238,125.718,609.751,1197.685,1705.992,1760.143,1590.11,1123.948,679.253
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,3812.3,5839.0,8321.0,10447.7,10988.5,8417.0,5352.0,376.0,664.6,970.4,1144.4,1342.7,1537.9,1482.3,1054.6,1693.0,2407.5,2689.8,3150.9,3365.5,2880.7,269.296,449.95,642.045,741.13,869.596,903.565,752.622,946.433,1668.217,2394.166,2815.48,3371.151,3811.908,3560.768
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,2113.8,3141.4,3833.1,3122.8,1673.5,998.8,340.5,173.4,274.7,381.6,386.3,353.0,255.7,131.7,448.1,692.1,869.1,787.3,677.1,443.1,207.6,125.898,190.461,249.174,237.519,205.307,132.308,56.384,455.316,716.351,978.408,983.916,924.054,648.543,312.246
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,3358.8,5726.4,9254.9,9452.5,10240.3,8787.4,6442.8,399.7,685.4,1037.9,1395.2,1579.9,1977.5,2047.6,1085.1,1723.3,2629.8,3069.0,3670.6,4253.2,3690.9,274.84,443.435,683.471,830.569,970.164,1110.334,987.179,1000.262,1685.246,2527.145,3376.739,3928.63,4870.13,4870.944
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2525.4,4184.5,6290.7,4616.2,3257.8,2440.3,1132.8,242.0,418.0,571.0,768.1,682.2,718.3,559.5,660.1,989.1,1403.4,1482.1,1434.6,1335.3,741.1,170.095,270.66,374.683,419.686,388.374,353.309,215.962,605.129,1018.927,1403.354,1872.67,1693.217,1739.243,1289.061
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2810.7,5034.2,6457.5,4211.2,2756.3,1385.6,499.5,217.0,376.8,549.4,730.6,575.4,482.7,260.9,593.8,926.2,1345.9,1338.1,1092.7,796.8,353.9,161.415,266.054,373.992,398.172,312.393,217.156,100.283,527.518,882.284,1312.921,1727.73,1409.974,1128.989,593.328
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2249.2,3450.9,4450.2,4096.5,2206.6,1687.4,884.6,206.0,348.8,444.7,463.8,485.6,448.4,353.7,554.8,829.5,1016.3,997.3,1004.6,875.9,562.5,144.285,224.127,284.544,286.25,278.567,231.944,147.772,535.378,900.677,1128.066,1169.068,1251.84,1114.42,837.309
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2530.2,3893.8,5190.0,6399.9,3438.9,2402.0,1264.2,247.0,426.0,581.7,701.2,745.7,666.3,498.6,673.0,1024.9,1412.9,1540.5,1476.9,1234.9,842.7,173.849,275.89,378.768,426.19,416.53,339.739,217.586,619.131,1048.123,1434.699,1707.372,1818.833,1638.419,1155.741
ir_tbp_1_dft-sime_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,2477.1,3598.6,4873.7,8168.8,3383.3,2647.0,1939.7,267.1,500.5,646.7,832.5,938.1,777.4,553.7,767.6,1181.6,1607.3,1893.1,1771.0,1386.3,1385.3,176.899,291.723,391.956,487.985,467.388,367.125,288.061,682.864,1264.69,1636.154,2048.409,2330.929,1951.282,1315.056
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,3191.1,6249.1,8086.2,4870.8,2855.7,1481.1,0.0,222.8,415.1,600.4,942.7,741.3,642.3,0.0,637.9,1015.5,1543.1,1684.0,1383.6,642.3,0.0,166.448,287.411,406.42,485.107,377.97,240.486,0.0,539.883,964.665,1441.343,2238.417,1804.926,1434.235,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,3395.5,5137.9,6714.5,6285.7,3496.4,1924.0,540.0,264.4,514.5,675.0,1055.2,886.6,690.8,540.0,805.5,1319.8,1876.3,2202.3,1744.7,1292.8,540.0,190.705,338.127,449.287,569.296,454.201,314.7,167.408,676.302,1305.552,1731.302,2641.677,2203.894,1618.336,1188.06
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,2770.3,4565.5,6899.4,8445.1,4863.8,3830.5,2258.4,296.7,544.2,747.8,1030.9,1279.5,1132.4,860.6,840.9,1309.9,1831.0,2372.2,2453.9,2059.9,1403.2,201.893,334.001,470.19,613.523,656.105,548.045,370.585,742.11,1324.547,1821.84,2535.448,3141.362,2778.844,2034.003
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2839.1,5059.0,6684.6,4880.0,3530.9,2639.3,910.4,235.3,423.9,557.9,750.0,685.2,718.0,464.8,659.2,999.9,1365.2,1459.7,1447.8,1254.8,531.2,168.615,276.724,366.279,414.522,390.82,349.661,169.41,590.596,1040.674,1374.22,1829.588,1696.093,1713.342,1048.022
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2371.3,3681.2,4895.4,5900.7,2864.9,2221.5,1091.5,236.7,424.7,556.9,672.3,725.5,640.5,482.2,661.4,1017.0,1350.5,1483.1,1436.6,1194.7,736.9,161.428,260.272,348.692,398.952,386.389,316.106,192.413,609.009,1080.126,1406.181,1664.877,1815.96,1577.66,1129.413
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,3335.1,5308.5,7693.2,9439.8,9760.4,7757.2,5475.6,371.6,620.2,936.9,1102.1,1329.9,1622.3,1586.7,991.9,1575.0,2286.5,2551.1,3106.6,3468.0,3006.2,262.515,419.415,617.792,709.214,852.425,934.857,803.781,927.685,1527.516,2282.829,2664.337,3279.219,3970.899,3796.686
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,2402.7,4138.9,6160.8,3518.6,2519.2,1578.9,244.6,214.2,382.2,527.9,724.9,612.4,574.7,176.8,596.4,928.2,1310.2,1361.6,1231.0,821.9,176.8,151.918,249.859,346.264,381.594,328.888,241.894,58.203,542.754,943.18,1306.379,1778.849,1530.456,1400.448,401.016
