id,Z-0_FR_AB,Z-1_FR_AB,Z-2_FR_AB,Z-3_FR_AB,Z-4_FR_AB,Z-5_FR_AB,Z-6_FR_AB,I-0_FR_AB,I-1_FR_AB,I-2_FR_AB,I-3_FR_AB,I-4_FR_AB,I-5_FR_AB,I-6_FR_AB,T-0_FR_AB,T-1_FR_AB,T-2_FR_AB,T-3_FR_AB,T-4_FR_AB,T-5_FR_AB,T-6_FR_AB,S-0_FR_AB,S-1_FR_AB,S-2_FR_AB,S-3_FR_AB,S-4_FR_AB,S-5_FR_AB,S-6_FR_AB,chi-0_FR_AB,chi-1_FR_AB,chi-2_FR_AB,chi-3_FR_AB,chi-4_FR_AB,chi-5_FR_AB,chi-6_FR_AB
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,2045.5,3376.8,3786.0,3120.4,1337.7,574.5,281.9,158.2,309.8,464.7,454.8,335.0,188.9,111.2,490.4,901.4,1162.1,992.1,644.0,343.2,179.5,113.82,214.725,289.689,257.929,175.22,90.96,48.82,402.866,820.762,1205.395,1150.263,848.052,442.638,256.691
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1658.5,3118.8,5946.2,2780.7,2259.9,1344.4,0.0,167.7,306.2,414.9,725.1,509.1,560.6,0.0,473.9,721.1,1140.0,1234.2,1069.8,560.6,0.0,114.495,196.906,291.152,360.517,282.89,212.463,0.0,403.015,704.156,998.254,1713.148,1271.757,1253.267,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,2092.5,3261.7,5395.3,7639.4,3898.3,2180.7,1736.7,243.2,466.3,619.0,851.1,1039.1,724.2,739.6,716.7,1120.8,1548.7,2016.9,1898.8,1514.6,1337.9,157.789,272.095,374.364,496.998,506.318,341.426,313.035,602.512,1142.684,1516.732,2116.408,2590.027,1717.196,1696.953
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2420.2,5045.5,6993.3,4700.8,1690.7,576.3,0.0,183.1,353.2,480.5,924.8,503.8,576.3,0.0,550.5,895.9,1474.2,1649.6,1080.0,576.3,0.0,128.604,241.735,341.235,464.524,250.432,178.648,0.0,449.459,844.475,1192.646,2281.7,1213.293,1267.826,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1709.3,2476.8,3672.9,5324.0,2649.5,1844.3,1520.6,189.6,315.8,385.7,448.7,486.8,453.4,476.7,505.4,714.6,921.8,1009.8,970.0,977.2,964.4,127.413,196.394,252.992,287.635,279.405,248.233,234.565,474.89,790.481,965.474,1117.478,1248.188,1130.577,1125.571
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,2268.6,3684.2,5917.2,7343.1,7714.0,6257.5,4460.7,281.1,445.1,700.5,796.9,926.0,1142.6,1195.8,726.2,1145.6,1685.2,1821.1,2163.0,2506.5,2356.6,192.785,309.057,464.615,524.433,620.657,696.451,632.145,689.562,1085.554,1691.113,1919.333,2279.18,2802.788,2864.117
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_iodide_1_smi1_1_s_1,1885.4,3621.4,4477.2,3151.4,1508.8,492.0,100.2,137.3,257.4,374.9,342.7,261.3,156.5,48.5,409.8,741.2,901.1,706.3,506.5,246.9,57.1,101.1,191.318,257.158,214.37,148.641,72.344,18.469,353.581,668.441,958.398,868.833,665.662,383.465,113.847
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1628.0,2517.6,3567.2,4903.8,2249.3,1919.6,1161.1,179.2,308.6,405.9,484.5,521.0,459.4,358.7,487.7,741.1,984.4,1070.4,1020.3,870.5,588.7,119.418,189.759,254.85,295.464,286.604,247.197,165.72,461.541,789.977,1027.236,1209.891,1340.502,1171.914,888.783
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2380.3,3891.6,6166.7,8688.3,8147.1,7285.7,6406.3,314.3,508.7,754.3,934.4,1161.7,1446.7,1531.0,823.0,1276.2,1870.1,2219.7,2709.9,3167.3,3079.3,210.444,333.686,494.53,608.474,741.116,861.488,843.694,782.779,1259.513,1847.752,2280.576,2883.251,3588.517,3715.819
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,1880.9,2746.7,3830.3,3216.8,1623.4,866.3,345.1,153.1,293.2,370.9,423.1,335.6,239.0,141.3,460.5,753.0,936.4,920.3,689.5,436.8,209.3,107.527,188.046,237.12,247.562,188.299,116.026,56.891,405.709,799.449,973.723,1131.209,907.004,603.606,337.953
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1550.8,2717.9,4816.4,2559.7,1566.7,934.9,143.1,158.8,279.6,375.1,534.3,403.9,407.5,143.1,438.3,667.7,956.4,953.2,837.0,608.8,143.1,105.488,176.185,247.763,267.096,210.112,162.814,44.357,397.321,683.948,927.564,1311.924,994.491,958.752,314.792
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1792.4,3100.0,5054.1,5482.2,2916.0,2372.3,1160.5,216.3,394.0,487.0,722.9,674.7,712.2,828.3,610.3,894.5,1262.3,1447.3,1412.4,1598.1,1027.6,139.179,231.306,312.815,389.543,361.211,355.12,284.682,536.222,954.808,1200.243,1750.091,1671.226,1703.555,1845.574
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2347.3,3863.1,5929.4,8598.4,7961.9,7045.9,6177.9,306.4,499.6,744.9,916.3,1126.1,1378.5,1403.1,806.1,1257.7,1840.6,2165.9,2606.1,2965.4,2870.7,205.898,328.704,487.202,596.746,719.472,819.992,791.732,763.178,1238.832,1829.425,2243.51,2806.775,3446.817,3436.451
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1665.2,2841.6,4990.2,3212.8,2275.0,1776.0,644.0,165.2,273.8,387.4,556.0,422.2,449.0,243.7,439.0,661.2,990.4,1002.7,890.7,735.9,338.2,115.48,186.515,270.421,306.101,253.544,227.518,103.034,401.041,644.046,929.222,1318.355,1042.904,1057.413,557.928
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,1735.2,3246.0,4964.5,3657.4,1734.5,832.2,144.4,147.0,251.1,336.8,476.6,297.2,331.0,144.4,398.1,601.1,854.9,788.5,647.6,533.6,144.4,102.1,170.842,235.289,260.947,175.504,140.79,44.762,364.887,606.954,825.042,1150.387,740.643,779.173,317.664
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-sh_1_smi1_1_s_1,2512.4,4508.2,7535.2,9780.6,9304.8,7673.8,6017.0,338.1,578.6,890.9,1134.0,1500.0,1686.6,1710.6,916.6,1469.4,2163.7,2707.7,3263.7,3551.4,3456.6,224.02,374.192,569.323,721.068,886.225,936.442,876.299,822.182,1380.983,2115.894,2710.596,3605.675,4073.153,4074.021
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1820.2,2786.5,3925.1,6923.7,3286.9,2462.3,2226.9,219.4,375.1,435.7,568.9,686.0,687.8,605.4,594.5,837.1,1085.6,1354.2,1415.1,1347.3,1441.6,143.467,222.403,285.492,373.02,392.248,342.765,323.885,554.134,941.802,1094.173,1400.448,1683.035,1716.192,1445.454
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2483.1,4691.0,7492.5,7349.2,8275.3,7242.9,5030.2,299.5,491.8,751.9,1026.0,1119.3,1468.8,1556.4,791.3,1243.7,1918.7,2219.0,2665.4,3177.9,2862.3,201.476,331.605,503.928,615.616,713.034,832.737,755.153,729.09,1174.091,1802.661,2427.189,2731.769,3529.35,3661.04
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2403.4,3947.6,6161.0,8166.4,8333.2,7361.0,6309.0,307.7,490.2,736.4,857.5,1058.2,1371.3,1510.7,797.9,1226.6,1782.6,2013.9,2526.3,3061.8,3026.4,209.731,331.471,488.023,568.703,708.65,844.202,836.32,756.091,1195.74,1777.012,2066.219,2605.686,3368.1,3634.573
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1753.2,2660.8,4146.8,5778.9,2758.6,2822.9,2422.0,206.5,369.1,445.6,538.0,612.9,614.4,660.8,575.7,841.3,1083.1,1215.8,1265.4,1344.2,1148.9,135.258,215.612,280.444,333.745,345.352,350.192,317.799,525.968,939.568,1119.895,1329.856,1562.205,1530.783,1574.668
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1746.8,2828.6,5066.9,5387.3,2790.0,1841.4,1048.3,202.4,355.3,501.0,636.1,775.4,646.0,447.6,557.6,856.2,1181.9,1433.1,1438.7,1131.7,682.1,132.732,217.485,310.538,372.611,382.293,295.772,186.262,501.245,863.037,1218.36,1585.337,1910.51,1524.721,1038.63
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2578.6,4521.8,7676.2,10296.4,9529.2,8498.6,7249.8,361.5,621.2,913.6,1165.0,1579.7,1877.0,2087.7,982.7,1534.7,2219.4,2818.4,3534.0,4117.9,4263.7,237.061,391.834,581.711,742.632,943.544,1065.751,1070.468,881.114,1485.329,2173.117,2786.988,3813.768,4566.475,4972.684
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1561.2,2737.9,4700.3,2788.6,1560.4,825.4,128.7,152.2,273.8,368.3,515.3,366.8,325.1,128.7,426.0,655.1,930.6,896.9,717.0,506.0,128.7,103.95,175.528,247.164,270.945,193.456,134.567,39.883,376.301,664.831,902.316,1234.787,915.94,776.21,283.042
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1762.5,3127.0,4919.8,3554.6,1854.2,1337.1,496.2,185.8,335.1,462.2,664.5,540.7,468.0,366.6,528.5,835.5,1227.3,1311.5,1052.5,892.2,427.0,121.168,203.391,298.507,341.358,267.317,217.194,124.536,467.476,841.744,1154.933,1630.21,1320.759,1094.001,815.605
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2318.7,3796.1,5999.4,7868.7,7777.3,6688.8,5505.8,309.9,492.4,739.6,862.3,1065.8,1384.6,1528.0,802.4,1232.1,1791.5,2026.3,2547.3,3094.1,3056.8,206.86,325.384,480.869,558.663,689.34,819.659,803.25,765.12,1210.757,1796.165,2081.855,2628.549,3399.8,3658.393
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1761.4,2859.2,3715.7,3593.3,2115.4,1727.9,1046.0,164.2,274.7,369.5,398.3,418.1,385.0,281.8,446.4,695.6,900.4,907.3,887.1,729.2,433.9,114.651,184.604,245.072,255.636,251.989,214.793,136.307,422.395,711.06,944.624,1010.409,1069.605,943.766,671.308
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,1584.2,2508.6,3888.7,3943.7,2393.2,1037.3,508.5,138.2,231.1,319.5,308.8,251.3,219.0,168.8,369.3,563.6,722.2,599.2,499.5,429.6,290.5,98.838,160.069,216.127,204.455,165.368,119.635,77.5,346.771,582.51,786.158,751.919,644.731,553.595,405.772
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_bromide_1_smi1_1_s_1,1841.0,3315.1,6252.9,4185.1,1117.1,470.2,0.0,163.6,313.5,417.8,756.0,333.4,470.2,0.0,484.2,752.9,1204.2,1193.8,803.6,470.2,0.0,113.399,205.886,297.496,385.51,169.174,145.769,0.0,392.49,727.754,1013.335,1805.958,788.261,1034.489,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,2209.7,4062.2,5234.6,3791.5,2128.5,1057.2,400.1,169.1,311.4,433.9,658.9,393.7,311.3,205.5,494.7,807.7,1199.3,1227.2,776.3,568.9,283.9,122.432,221.428,301.837,352.219,216.909,149.543,79.356,419.084,764.107,1082.424,1640.062,995.496,744.518,467.851
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,1936.5,3634.9,5522.0,5577.9,3341.7,1670.8,790.8,173.0,297.8,382.0,527.8,370.5,439.9,442.4,470.8,679.8,956.8,922.6,827.4,920.8,597.7,120.83,200.916,272.196,316.07,240.085,223.769,166.109,416.786,697.989,910.87,1229.053,905.851,1042.761,998.889
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1693.4,2643.7,3790.5,4885.7,2706.5,1592.1,953.4,178.0,286.8,386.0,458.9,487.3,455.6,352.6,464.9,686.0,932.4,1020.2,980.7,858.8,609.0,122.222,189.58,259.011,295.403,287.474,229.04,158.876,443.232,708.145,946.097,1112.818,1181.996,1104.804,821.544
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1779.6,3031.3,5359.9,5349.9,3164.6,2398.1,1128.0,206.9,378.1,523.3,667.5,841.8,738.9,445.0,585.0,914.4,1237.8,1524.3,1605.0,1239.3,625.9,135.854,228.589,324.145,396.504,429.85,344.218,180.87,514.977,921.134,1262.749,1646.388,2083.364,1818.146,1072.353
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2191.2,3632.6,5627.1,6783.3,7028.3,5859.9,4356.0,277.3,439.1,686.2,792.3,957.0,1191.1,1203.9,716.4,1138.5,1661.9,1838.0,2249.5,2581.2,2308.7,187.637,298.909,447.348,510.599,618.706,701.571,627.074,691.241,1087.727,1673.054,1926.298,2384.099,2956.244,2913.231
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,2203.8,3914.3,6777.5,6670.5,7139.6,6055.4,4418.9,291.0,485.9,749.4,1004.2,1063.2,1308.9,1437.3,776.9,1235.3,1894.5,2141.3,2449.6,2903.8,2617.2,191.266,311.808,488.836,581.798,645.362,739.902,685.364,721.564,1195.274,1825.473,2434.715,2652.709,3226.464,3405.135
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1846.1,2963.9,4729.4,2869.1,1086.7,636.8,129.0,162.1,312.2,443.6,635.6,338.8,247.6,129.0,489.1,825.6,1211.3,1153.7,624.1,428.8,129.0,110.103,194.554,286.03,311.465,161.407,109.435,39.999,410.638,810.727,1133.713,1598.588,818.014,571.864,283.861
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1623.5,2508.5,3831.4,4551.0,2254.1,1517.0,834.9,174.1,295.9,375.6,445.9,479.6,449.6,359.5,470.1,697.7,909.0,990.1,969.5,870.8,546.3,116.303,183.223,244.182,280.656,268.83,220.452,145.321,444.457,755.993,943.852,1101.345,1199.907,1095.504,843.294
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1936.2,3572.6,5212.7,3220.0,1972.3,1027.1,268.8,183.1,354.4,496.1,711.9,569.9,397.3,216.7,552.6,946.5,1368.8,1436.9,1043.2,651.5,225.4,123.47,223.031,329.199,374.515,283.311,172.171,70.643,460.655,891.055,1243.38,1739.322,1397.032,933.976,483.948
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,1549.3,2424.4,3591.5,3880.5,2703.4,1258.1,610.6,143.6,225.1,335.2,325.7,268.7,227.7,184.2,368.8,560.3,756.3,643.3,526.4,447.7,338.5,100.442,156.187,220.263,207.984,175.892,132.046,91.54,362.629,572.233,835.898,799.889,683.849,573.8,439.525
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1840.4,3577.0,6353.7,3852.4,2729.9,1746.4,389.9,191.5,347.3,438.3,758.7,597.7,784.4,329.0,538.8,785.5,1197.0,1356.4,1382.1,1113.4,329.0,124.939,207.03,303.334,380.229,336.968,310.901,105.033,471.689,832.96,1063.012,1818.231,1488.032,1834.295,734.577
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1740.2,2707.6,4026.8,5818.0,2814.1,2046.3,1608.6,203.2,365.1,442.2,526.2,594.1,574.0,580.1,568.3,833.8,1067.8,1184.9,1208.5,1214.6,1068.1,132.72,213.911,276.857,326.876,332.529,290.66,256.628,514.44,923.535,1103.66,1282.084,1479.047,1407.247,1378.496
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1491.1,2434.1,4964.2,2453.5,1804.5,1098.6,157.4,163.7,286.2,381.6,546.9,425.6,493.6,157.4,449.9,680.8,975.6,987.5,943.9,715.1,157.4,105.874,168.762,252.973,276.082,239.472,195.341,48.806,413.715,722.709,938.878,1325.367,1063.854,1155.908,346.363
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1913.1,3808.0,6427.3,4089.3,2790.6,1745.4,389.9,190.7,344.7,434.4,756.5,593.4,783.3,329.0,535.4,779.1,1190.8,1349.8,1376.7,1112.3,329.0,127.935,217.495,305.667,389.932,338.462,310.555,105.04,460.835,798.55,1043.808,1785.912,1470.486,1831.818,734.627
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1685.9,2956.9,4820.6,2687.7,1761.9,1033.3,124.5,160.3,288.6,421.7,615.9,443.9,309.4,85.0,456.5,748.6,1133.8,1156.7,778.0,451.3,85.0,108.674,183.06,282.382,318.616,231.58,143.63,28.317,409.331,736.177,1066.722,1530.017,1123.833,775.163,193.933
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1674.7,2761.3,3743.0,2820.2,1648.2,1084.0,379.2,147.2,257.8,369.0,390.8,349.4,260.5,119.0,412.6,678.2,897.0,832.9,675.2,438.6,167.1,103.657,173.891,240.574,234.895,199.249,135.801,53.159,383.231,678.426,952.257,1009.786,920.202,676.659,298.476
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2208.4,3650.0,5677.2,7013.4,7114.4,5963.9,4520.5,280.6,440.4,695.8,808.5,978.0,1206.8,1230.0,721.0,1136.2,1690.0,1881.9,2281.8,2614.9,2375.9,190.148,300.729,456.141,522.782,630.203,714.158,648.098,698.279,1091.188,1702.702,1963.706,2429.711,2995.82,2975.229
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,1655.0,2745.6,3335.4,2892.0,1661.8,984.2,440.7,147.2,245.6,377.7,381.2,323.5,239.1,139.7,400.4,661.6,897.8,792.1,629.6,430.9,229.2,104.194,172.099,244.72,230.04,187.366,129.569,66.418,375.31,630.869,963.138,960.191,825.769,603.555,336.476
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1606.4,2765.6,6051.4,3114.2,2651.5,2182.4,458.8,192.1,350.3,443.1,761.2,601.7,781.9,328.4,542.4,793.4,1204.3,1362.9,1383.6,1110.2,328.4,121.504,193.652,300.361,369.736,340.89,331.449,108.227,480.146,866.902,1083.245,1844.716,1488.889,1781.319,725.695
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,2192.8,3749.9,6738.5,6105.1,3443.1,1824.2,470.1,229.2,451.9,633.3,1038.6,1017.5,857.8,470.1,695.4,1147.7,1743.1,2262.0,1979.8,1327.9,470.1,150.238,270.284,405.424,561.354,489.066,340.878,145.744,570.153,1113.562,1555.548,2599.348,2508.092,1974.386,1034.312
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2071.2,4379.0,6645.2,4582.7,2841.1,1374.7,330.8,191.6,344.6,433.8,757.3,596.1,794.4,330.8,536.2,778.4,1191.1,1353.5,1390.5,1125.2,330.8,128.781,220.91,306.79,393.506,336.192,294.998,102.547,457.783,790.635,1030.762,1751.293,1452.539,1788.212,727.752
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1774.2,3309.8,4990.2,3176.2,2369.5,1518.3,555.9,166.1,274.9,389.2,559.0,426.4,451.8,244.4,441.1,664.1,995.9,1009.9,897.5,739.5,339.3,113.761,184.254,263.839,294.576,250.901,213.544,98.954,412.001,663.379,955.511,1360.958,1065.521,1097.472,569.136
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2893.6,4613.9,6620.6,10611.4,9787.2,7741.2,6602.6,354.4,623.3,876.8,1113.5,1509.4,1644.5,1701.7,991.9,1576.2,2245.6,2874.5,3562.6,3682.3,3772.6,236.673,397.631,564.073,719.322,924.028,942.137,924.091,888.545,1567.289,2183.361,2769.808,3845.8,4120.759,4144.183
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,2046.2,4256.2,6405.4,4772.1,2412.2,1190.9,313.3,181.3,334.7,414.1,707.8,462.5,668.6,313.3,516.1,748.9,1122.0,1170.3,1131.1,982.0,313.3,123.168,215.218,294.523,374.193,264.744,251.141,97.136,434.106,771.472,994.564,1662.684,1135.196,1507.53,689.35
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1643.9,2552.1,3560.6,4098.8,2315.5,1458.9,1044.5,165.5,256.8,347.1,362.2,379.3,375.2,343.4,422.2,603.9,801.2,787.4,789.7,764.9,624.2,115.57,175.126,235.192,239.46,235.316,202.13,163.704,411.678,636.998,852.001,873.137,933.859,914.18,811.309
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1773.5,3018.7,5062.7,5314.3,3169.8,2526.1,1325.6,201.1,356.0,503.0,644.2,817.5,680.6,387.9,557.0,872.1,1188.8,1476.6,1522.3,1123.5,569.9,133.861,221.618,314.059,388.179,422.702,336.089,178.233,498.794,860.037,1208.928,1582.929,2003.568,1639.943,906.726
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1883.1,3530.0,5152.2,4765.8,2992.4,1673.3,487.6,186.2,323.6,417.9,639.4,554.9,556.3,487.6,509.8,754.6,1097.8,1243.8,1136.0,1102.1,487.6,125.303,206.463,285.72,358.517,307.563,263.639,151.145,459.098,777.513,1021.083,1526.403,1356.653,1312.79,1072.645
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1667.2,2930.9,4826.3,2596.0,1633.2,789.1,85.6,161.4,289.1,422.0,617.8,447.8,317.0,85.6,458.1,749.3,1136.1,1163.7,789.4,460.6,85.6,108.49,182.866,282.595,317.415,227.028,133.557,26.521,406.748,728.631,1054.109,1505.344,1105.457,746.865,188.212
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,1727.6,2338.9,3251.3,4304.8,1869.9,977.8,696.9,162.6,281.0,348.1,410.5,425.4,285.0,244.3,450.9,677.6,862.5,953.4,809.7,572.4,432.4,111.053,176.185,223.257,254.598,225.342,143.616,111.094,421.862,740.503,904.092,1059.488,1127.133,687.18,579.794
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,2223.5,4353.2,6525.3,3976.5,1617.4,470.3,0.0,177.5,348.8,476.4,898.7,467.7,470.3,0.0,540.5,887.5,1444.5,1575.4,938.0,470.3,0.0,124.525,234.696,334.733,444.013,229.125,145.797,0.0,435.534,835.315,1189.111,2222.838,1148.635,1034.691,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2086.8,4018.4,4465.8,2683.8,1304.4,504.9,70.8,157.7,307.1,497.8,506.4,368.8,174.9,36.9,487.4,957.6,1292.4,1053.2,636.8,259.8,42.5,115.44,227.054,329.763,288.27,183.346,78.449,13.692,401.796,790.069,1263.667,1254.868,899.863,422.131,85.877
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,2359.9,3934.4,5891.8,9032.5,7927.7,6808.0,5516.8,317.4,536.5,798.1,971.8,1172.1,1398.0,1390.0,854.0,1348.2,1964.3,2267.4,2671.7,2968.6,2956.9,210.881,344.055,508.92,616.081,731.141,813.456,759.838,787.942,1323.546,1951.982,2357.849,2885.319,3508.778,3411.726
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1498.6,2261.7,3907.5,2764.9,1659.7,1401.9,519.2,149.4,254.9,333.9,350.7,337.1,360.9,196.5,404.3,614.9,778.8,717.9,734.9,635.1,264.5,101.037,159.792,214.985,207.886,201.611,180.884,79.945,390.18,671.209,847.849,901.658,884.1,926.46,480.439
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1656.6,2518.4,3707.9,4094.4,2524.4,1920.6,1420.4,174.8,272.1,372.2,394.4,404.5,430.3,415.9,446.9,644.3,861.3,847.8,869.0,896.0,738.9,120.591,182.148,247.075,253.333,253.69,248.595,205.28,437.01,676.631,914.746,971.152,1028.148,1078.574,1011.132
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1648.5,2497.2,3713.6,4078.8,2319.6,1856.5,1360.6,170.1,263.0,352.1,377.0,401.3,417.3,398.1,433.1,615.1,822.0,824.3,852.8,865.8,689.8,118.275,177.144,239.184,247.578,250.272,240.69,194.941,428.739,660.559,874.376,932.223,1025.792,1052.505,974.347
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1982.5,2951.7,3823.0,3733.4,2361.8,1258.6,676.0,166.5,279.4,399.2,451.8,402.0,318.1,230.9,460.1,741.2,995.7,1005.9,856.4,622.8,400.8,119.548,199.094,266.538,275.979,237.987,170.433,108.35,423.685,724.387,1008.91,1148.914,1035.5,784.318,541.481
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1754.1,3019.8,4951.6,5388.3,2983.4,1693.0,746.4,196.8,349.9,496.6,629.8,791.3,618.7,329.8,546.7,859.2,1167.5,1436.0,1435.4,999.2,511.9,130.624,218.325,309.563,381.08,395.165,271.123,134.52,484.559,839.159,1184.155,1524.255,1906.001,1472.954,765.737
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2445.7,4095.0,6152.5,9756.7,8307.1,7082.5,6402.7,339.8,572.4,816.9,1005.0,1255.8,1560.7,1676.4,912.2,1402.7,2014.1,2384.2,2919.7,3424.5,3695.2,222.024,359.322,518.794,636.553,769.805,879.174,904.723,845.184,1414.176,2001.329,2445.208,3119.936,3857.472,4065.422
