id,Z-0_MA_AB,Z-1_MA_AB,Z-2_MA_AB,Z-3_MA_AB,Z-4_MA_AB,Z-5_MA_AB,Z-6_MA_AB,I-0_MA_AB,I-1_MA_AB,I-2_MA_AB,I-3_MA_AB,I-4_MA_AB,I-5_MA_AB,I-6_MA_AB,T-0_MA_AB,T-1_MA_AB,T-2_MA_AB,T-3_MA_AB,T-4_MA_AB,T-5_MA_AB,T-6_MA_AB,S-0_MA_AB,S-1_MA_AB,S-2_MA_AB,S-3_MA_AB,S-4_MA_AB,S-5_MA_AB,S-6_MA_AB,chi-0_MA_AB,chi-1_MA_AB,chi-2_MA_AB,chi-3_MA_AB,chi-4_MA_AB,chi-5_MA_AB,chi-6_MA_AB
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1262.8,2414.9,4631.1,0.0,0.0,0.0,0.0,16.4,31.4,60.1,0.0,0.0,0.0,0.0,65.6,125.4,240.6,0.0,0.0,0.0,0.0,23.124,44.221,84.804,0.0,0.0,0.0,0.0,36.08,68.997,132.318,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1289.4,2093.3,3571.8,1711.6,0.0,0.0,0.0,16.7,27.2,46.4,22.2,0.0,0.0,0.0,67.0,108.7,185.5,88.9,0.0,0.0,0.0,23.611,38.332,65.406,31.343,0.0,0.0,0.0,36.839,59.809,102.052,48.903,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1282.9,2071.2,3640.7,3147.2,0.0,0.0,0.0,16.7,26.9,47.3,40.9,0.0,0.0,0.0,66.6,107.6,189.1,163.5,0.0,0.0,0.0,23.492,37.927,66.667,57.63,0.0,0.0,0.0,36.653,59.177,104.019,89.92,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,1613.0,1359.1,2209.2,3241.3,0.0,0.0,0.0,20.9,17.7,28.7,42.1,0.0,0.0,0.0,104.7,88.3,143.5,210.5,0.0,0.0,0.0,29.537,24.887,40.454,59.354,0.0,0.0,0.0,46.086,38.831,63.12,92.609,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1612.2,2498.1,2876.7,1241.6,0.0,0.0,0.0,20.9,32.4,37.4,16.1,0.0,0.0,0.0,104.7,162.2,186.8,80.6,0.0,0.0,0.0,29.522,45.744,52.677,22.735,0.0,0.0,0.0,46.062,71.374,82.19,35.473,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,1268.1,1777.7,2310.5,2005.4,477.5,0.0,0.0,16.5,23.1,30.0,26.0,6.2,0.0,0.0,65.9,92.3,120.0,104.2,24.8,0.0,0.0,23.222,32.553,42.309,36.722,8.744,0.0,0.0,36.233,50.792,66.014,57.297,13.643,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1,1269.3,1600.0,2758.4,2208.9,0.0,0.0,0.0,16.5,20.8,35.8,28.7,0.0,0.0,0.0,65.9,83.1,143.3,114.7,0.0,0.0,0.0,23.243,29.299,50.51,40.449,0.0,0.0,0.0,36.265,45.715,78.81,63.112,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1254.4,2413.2,4540.0,0.0,0.0,0.0,0.0,16.3,31.3,59.0,0.0,0.0,0.0,0.0,65.2,125.4,235.8,0.0,0.0,0.0,0.0,22.971,44.19,83.136,0.0,0.0,0.0,0.0,35.841,68.948,129.715,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1273.1,1985.5,3472.3,2967.9,0.0,0.0,0.0,16.5,25.8,45.1,38.5,0.0,0.0,0.0,66.1,103.1,180.4,154.2,0.0,0.0,0.0,23.313,36.357,63.583,54.347,0.0,0.0,0.0,36.375,56.727,99.207,84.796,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1249.4,1977.1,2989.7,1747.9,238.7,0.0,0.0,16.2,25.7,38.8,22.7,3.1,0.0,0.0,64.9,102.7,155.3,90.8,12.4,0.0,0.0,22.878,36.204,54.747,32.008,4.372,0.0,0.0,35.696,56.489,85.421,49.941,6.821,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1279.0,1749.8,2219.9,3670.7,238.7,0.0,0.0,16.6,22.7,28.8,47.7,3.1,0.0,0.0,66.4,90.9,115.3,190.7,12.4,0.0,0.0,23.42,32.041,40.65,67.217,4.372,0.0,0.0,36.542,49.994,63.425,104.877,6.821,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,1272.9,2325.7,4307.9,0.0,0.0,0.0,0.0,16.5,30.2,55.9,0.0,0.0,0.0,0.0,66.1,120.8,223.8,0.0,0.0,0.0,0.0,23.308,42.588,78.884,0.0,0.0,0.0,0.0,36.368,66.449,123.082,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,1240.5,1875.7,3208.8,2248.7,0.0,0.0,0.0,16.1,24.4,41.7,29.2,0.0,0.0,0.0,64.4,97.4,166.7,116.8,0.0,0.0,0.0,22.716,34.348,58.759,41.178,0.0,0.0,0.0,35.443,53.592,91.68,64.249,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,1621.2,2410.9,2150.0,1470.4,0.0,0.0,0.0,21.1,31.3,27.9,19.1,0.0,0.0,0.0,105.3,156.6,139.6,95.5,0.0,0.0,0.0,29.687,44.148,39.37,26.926,0.0,0.0,0.0,46.319,68.883,61.428,42.013,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_iodide_1_smi1_1_s_1,1304.7,1494.5,2452.3,3670.8,238.8,0.0,0.0,16.9,19.4,31.8,47.7,3.1,0.0,0.0,67.8,77.6,127.4,190.7,12.4,0.0,0.0,23.891,27.367,44.906,67.218,4.372,0.0,0.0,37.277,42.7,70.065,104.88,6.822,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1234.0,1834.2,2492.0,3399.0,0.0,0.0,0.0,16.0,23.8,32.4,44.1,0.0,0.0,0.0,64.1,95.3,129.5,176.6,0.0,0.0,0.0,22.596,33.588,45.633,62.242,0.0,0.0,0.0,35.256,52.406,71.201,97.115,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,1258.0,2206.8,3545.6,1001.3,238.7,0.0,0.0,16.3,28.7,46.0,13.0,3.1,0.0,0.0,65.3,114.6,184.2,52.0,12.4,0.0,0.0,23.035,40.41,64.926,18.335,4.372,0.0,0.0,35.942,63.051,101.303,28.608,6.821,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1264.2,2236.6,3807.2,1711.9,0.0,0.0,0.0,16.4,29.0,49.4,22.2,0.0,0.0,0.0,65.7,116.2,197.8,88.9,0.0,0.0,0.0,23.15,40.955,69.716,31.348,0.0,0.0,0.0,36.121,63.902,108.777,48.912,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,1655.4,1439.7,2301.0,2994.1,0.0,0.0,0.0,21.5,18.7,29.9,38.9,0.0,0.0,0.0,107.5,93.5,149.4,194.4,0.0,0.0,0.0,30.312,26.363,42.135,54.827,0.0,0.0,0.0,47.296,41.133,65.743,85.545,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,1673.3,1755.6,3207.1,2248.6,0.0,0.0,0.0,21.7,22.8,41.7,29.2,0.0,0.0,0.0,108.7,114.0,208.3,146.0,0.0,0.0,0.0,30.64,32.147,58.727,41.176,0.0,0.0,0.0,47.807,50.159,91.632,64.246,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1238.8,2208.4,3988.6,744.9,0.0,0.0,0.0,16.1,28.7,51.8,9.7,0.0,0.0,0.0,64.4,114.7,207.2,38.7,0.0,0.0,0.0,22.685,40.44,73.039,13.641,0.0,0.0,0.0,35.395,63.097,113.961,21.284,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1261.5,2328.5,4640.7,2154.5,0.0,0.0,0.0,16.4,30.2,60.3,28.0,0.0,0.0,0.0,65.5,121.0,241.1,111.9,0.0,0.0,0.0,23.101,42.639,84.98,39.453,0.0,0.0,0.0,36.044,66.529,132.593,61.558,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1259.2,2206.1,3540.9,1001.3,238.7,0.0,0.0,16.4,28.7,46.0,13.0,3.1,0.0,0.0,65.4,114.6,183.9,52.0,12.4,0.0,0.0,23.059,40.397,64.84,18.335,4.372,0.0,0.0,35.978,63.03,101.169,28.608,6.821,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1290.7,2625.5,4306.2,0.0,0.0,0.0,0.0,16.8,34.1,55.9,0.0,0.0,0.0,0.0,67.0,136.4,223.7,0.0,0.0,0.0,0.0,23.635,48.077,78.853,0.0,0.0,0.0,0.0,36.877,75.014,123.034,0.0,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,2038.3,2201.2,2310.4,2005.1,477.5,0.0,0.0,26.5,28.6,30.0,26.0,6.2,0.0,0.0,158.8,171.5,180.0,156.2,37.2,0.0,0.0,37.325,40.308,42.307,36.716,8.743,0.0,0.0,58.237,62.892,66.011,57.288,13.642,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1235.0,1923.9,2789.8,1476.2,0.0,0.0,0.0,16.0,25.0,36.2,19.2,0.0,0.0,0.0,64.2,99.9,144.9,76.7,0.0,0.0,0.0,22.614,35.229,51.087,27.031,0.0,0.0,0.0,35.284,54.968,79.71,42.177,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1278.0,2582.5,4199.4,3390.0,3313.5,716.3,0.0,16.6,33.5,54.5,44.0,43.0,9.3,0.0,66.4,134.2,218.1,176.1,172.1,37.2,0.0,23.402,47.29,76.897,62.076,60.677,13.118,0.0,36.514,73.786,119.982,96.857,94.673,20.467,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2002.8,2255.0,2726.9,1490.1,0.0,0.0,0.0,26.0,29.3,35.4,19.4,0.0,0.0,0.0,156.1,175.7,212.5,116.1,0.0,0.0,0.0,36.675,41.293,49.934,27.287,0.0,0.0,0.0,57.223,64.429,77.911,42.576,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,1321.1,2204.3,4570.5,718.8,0.0,0.0,0.0,17.2,28.6,59.4,9.3,0.0,0.0,0.0,68.6,114.5,237.4,37.3,0.0,0.0,0.0,24.192,40.365,83.694,13.163,0.0,0.0,0.0,37.746,62.981,130.586,20.538,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1997.9,2992.5,2742.4,2197.7,0.0,0.0,0.0,25.9,38.9,35.6,28.5,0.0,0.0,0.0,155.7,233.2,213.7,171.2,0.0,0.0,0.0,36.586,54.797,50.218,40.243,0.0,0.0,0.0,57.084,85.499,78.354,62.791,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1233.0,1920.5,2867.4,3413.3,0.0,0.0,0.0,16.0,24.9,37.2,44.3,0.0,0.0,0.0,64.1,99.8,149.0,177.3,0.0,0.0,0.0,22.578,35.167,52.508,62.503,0.0,0.0,0.0,35.228,54.87,81.927,97.523,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1228.6,1921.2,2817.2,1490.0,0.0,0.0,0.0,16.0,25.0,36.6,19.4,0.0,0.0,0.0,63.8,99.8,146.3,77.4,0.0,0.0,0.0,22.498,35.181,51.587,27.285,0.0,0.0,0.0,35.103,54.892,80.491,42.572,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1284.5,2067.6,3459.5,731.2,0.0,0.0,0.0,16.7,26.9,44.9,9.5,0.0,0.0,0.0,66.7,107.4,179.7,38.0,0.0,0.0,0.0,23.521,37.861,63.35,13.39,0.0,0.0,0.0,36.7,59.075,98.843,20.893,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1254.4,2204.4,2963.6,6057.8,3390.4,716.3,0.0,16.3,28.6,38.5,78.7,44.0,9.3,0.0,65.2,114.5,154.0,314.7,176.1,37.2,0.0,22.969,40.366,54.268,110.929,62.084,13.117,0.0,35.839,62.983,84.673,173.08,96.869,20.466,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1250.6,1806.2,3572.9,1711.8,0.0,0.0,0.0,16.2,23.5,46.4,22.2,0.0,0.0,0.0,65.0,93.8,185.6,88.9,0.0,0.0,0.0,22.9,33.074,65.425,31.346,0.0,0.0,0.0,35.731,51.605,102.082,48.909,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1256.3,1892.3,2572.1,2722.6,477.5,0.0,0.0,16.3,24.6,33.4,35.4,6.2,0.0,0.0,65.3,98.3,133.6,141.4,24.8,0.0,0.0,23.005,34.651,47.099,49.855,8.743,0.0,0.0,35.895,54.065,73.487,77.788,13.642,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1282.6,1814.4,3539.7,4403.1,0.0,0.0,0.0,16.7,23.6,46.0,57.2,0.0,0.0,0.0,66.6,94.3,183.9,228.7,0.0,0.0,0.0,23.487,33.224,64.819,80.628,0.0,0.0,0.0,36.646,51.839,101.135,125.803,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,1290.0,1493.8,2573.3,2722.5,477.5,0.0,0.0,16.8,19.4,33.4,35.4,6.2,0.0,0.0,67.0,77.6,133.7,141.4,24.8,0.0,0.0,23.622,27.354,47.121,49.854,8.744,0.0,0.0,36.857,42.68,73.522,77.787,13.642,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,1296.0,1552.6,2543.1,2005.3,477.5,0.0,0.0,16.8,20.2,33.0,26.0,6.2,0.0,0.0,67.3,80.7,132.1,104.2,24.8,0.0,0.0,23.733,28.431,46.569,36.72,8.744,0.0,0.0,37.03,44.36,72.661,57.293,13.643,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2023.7,2467.2,3570.4,5122.4,0.0,0.0,0.0,26.3,32.0,46.4,66.5,0.0,0.0,0.0,157.7,192.2,278.2,399.1,0.0,0.0,0.0,37.057,45.178,65.381,93.799,0.0,0.0,0.0,57.819,70.491,102.013,146.353,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,1282.0,1807.0,3541.6,992.8,0.0,0.0,0.0,16.6,23.5,46.0,12.9,0.0,0.0,0.0,66.6,93.9,184.0,51.6,0.0,0.0,0.0,23.476,33.088,64.852,18.179,0.0,0.0,0.0,36.629,51.627,101.188,28.365,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,1247.9,2162.0,4308.0,0.0,0.0,0.0,0.0,16.2,28.1,55.9,0.0,0.0,0.0,0.0,64.8,112.3,223.8,0.0,0.0,0.0,0.0,22.851,39.589,78.887,0.0,0.0,0.0,0.0,35.653,61.771,123.086,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1619.6,2492.3,2320.3,1241.4,0.0,0.0,0.0,21.0,32.4,30.1,16.1,0.0,0.0,0.0,105.2,161.8,150.7,80.6,0.0,0.0,0.0,29.657,45.637,42.489,22.731,0.0,0.0,0.0,46.274,71.207,66.294,35.467,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2027.6,2459.8,3480.0,3387.3,0.0,0.0,0.0,26.3,31.9,45.2,44.0,0.0,0.0,0.0,158.0,191.7,271.2,263.9,0.0,0.0,0.0,37.129,45.044,63.724,62.027,0.0,0.0,0.0,57.932,70.281,99.428,96.779,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2021.5,2149.8,2442.0,3251.5,238.7,0.0,0.0,26.3,27.9,31.7,42.2,3.1,0.0,0.0,157.5,167.5,190.3,253.4,18.6,0.0,0.0,37.018,39.367,44.718,59.54,4.372,0.0,0.0,57.758,61.424,69.772,92.899,6.821,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,2034.0,2482.9,3230.6,992.6,0.0,0.0,0.0,26.4,32.2,42.0,12.9,0.0,0.0,0.0,158.5,193.5,251.7,77.3,0.0,0.0,0.0,37.245,45.465,59.158,18.176,0.0,0.0,0.0,58.114,70.939,92.303,28.359,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1621.9,2413.9,2464.5,1740.7,238.7,0.0,0.0,21.1,31.3,32.0,22.6,3.1,0.0,0.0,105.3,156.7,160.0,113.0,15.5,0.0,0.0,29.7,44.203,45.129,31.874,4.371,0.0,0.0,46.34,68.969,70.414,49.733,6.821,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1643.2,2274.5,2461.0,1497.8,238.7,0.0,0.0,21.3,29.5,32.0,19.5,3.1,0.0,0.0,106.7,147.7,159.8,97.3,15.5,0.0,0.0,30.09,41.651,45.065,27.427,4.371,0.0,0.0,46.949,64.987,70.314,42.794,6.821,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,1272.3,2261.6,3632.2,1002.5,238.7,0.0,0.0,16.5,29.4,47.2,13.0,3.1,0.0,0.0,66.1,117.5,188.7,52.1,12.4,0.0,0.0,23.298,41.413,66.511,18.358,4.372,0.0,0.0,36.351,64.616,103.776,28.644,6.821,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,1303.9,2178.0,3993.1,4031.8,3236.6,716.3,0.0,16.9,28.3,51.9,52.4,42.0,9.3,0.0,67.7,113.1,207.4,209.4,168.1,37.2,0.0,23.876,39.883,73.121,73.828,59.267,13.117,0.0,37.254,62.229,114.089,115.193,92.473,20.467,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2053.3,2861.4,4668.7,2873.2,0.0,0.0,0.0,26.7,37.2,60.6,37.3,0.0,0.0,0.0,160.0,223.0,363.8,223.9,0.0,0.0,0.0,37.599,52.398,85.492,52.613,0.0,0.0,0.0,58.664,81.756,133.391,82.092,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2006.3,2092.0,2472.1,3969.1,238.7,0.0,0.0,26.1,27.2,32.1,51.5,3.1,0.0,0.0,156.3,163.0,192.6,309.3,18.6,0.0,0.0,36.738,38.308,45.267,72.682,4.372,0.0,0.0,57.322,59.772,70.63,113.404,6.821,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1259.5,2206.1,3407.7,3146.7,0.0,0.0,0.0,16.4,28.7,44.3,40.9,0.0,0.0,0.0,65.4,114.6,177.0,163.5,0.0,0.0,0.0,23.063,40.397,62.4,57.621,0.0,0.0,0.0,35.985,63.031,97.362,89.905,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1652.8,2010.9,2228.0,1497.6,238.7,0.0,0.0,21.5,26.1,28.9,19.4,3.1,0.0,0.0,107.3,130.6,144.7,97.2,15.5,0.0,0.0,30.266,36.824,40.799,27.424,4.372,0.0,0.0,47.224,57.455,63.658,42.789,6.821,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1249.3,2242.2,4572.3,719.2,0.0,0.0,0.0,16.2,29.1,59.4,9.3,0.0,0.0,0.0,64.9,116.5,237.5,37.4,0.0,0.0,0.0,22.877,41.058,83.726,13.169,0.0,0.0,0.0,35.695,64.062,130.636,20.548,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,1310.7,1860.8,3308.9,1002.6,238.7,0.0,0.0,17.0,24.2,43.0,13.0,3.1,0.0,0.0,68.1,96.7,171.9,52.1,12.4,0.0,0.0,24.002,34.074,60.592,18.359,4.372,0.0,0.0,37.45,53.165,94.54,28.645,6.821,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1254.5,2417.8,4777.8,0.0,0.0,0.0,0.0,16.3,31.4,62.0,0.0,0.0,0.0,0.0,65.2,125.6,248.2,0.0,0.0,0.0,0.0,22.973,44.273,87.489,0.0,0.0,0.0,0.0,35.844,69.079,136.507,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1252.6,2118.8,3559.0,2885.9,0.0,0.0,0.0,16.3,27.5,46.2,37.5,0.0,0.0,0.0,65.1,110.1,184.9,149.9,0.0,0.0,0.0,22.936,38.798,65.172,52.846,0.0,0.0,0.0,35.787,60.536,101.687,82.455,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1614.4,2415.9,2815.6,1497.7,238.7,0.0,0.0,21.0,31.4,36.6,19.5,3.1,0.0,0.0,104.8,156.9,182.8,97.3,15.5,0.0,0.0,29.563,44.239,51.558,27.425,4.371,0.0,0.0,46.127,69.026,80.445,42.791,6.821,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1272.5,2265.9,3865.0,1002.6,238.7,0.0,0.0,16.5,29.4,50.2,13.0,3.1,0.0,0.0,66.1,117.7,200.8,52.1,12.4,0.0,0.0,23.301,41.492,70.774,18.359,4.372,0.0,0.0,36.357,64.739,110.427,28.645,6.821,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2007.2,2090.2,2481.9,4388.2,238.8,0.0,0.0,26.1,27.1,32.2,57.0,3.1,0.0,0.0,156.4,162.9,193.4,341.9,18.6,0.0,0.0,36.756,38.276,45.448,80.354,4.372,0.0,0.0,57.35,59.721,70.912,125.376,6.822,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1251.1,2123.1,3733.4,2900.1,0.0,0.0,0.0,16.2,27.6,48.5,37.7,0.0,0.0,0.0,65.0,110.3,193.9,150.7,0.0,0.0,0.0,22.91,38.878,68.365,53.105,0.0,0.0,0.0,35.747,60.66,106.669,82.859,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,2005.3,2991.9,2392.7,1478.8,0.0,0.0,0.0,26.0,38.9,31.1,19.2,0.0,0.0,0.0,156.3,233.1,186.4,115.2,0.0,0.0,0.0,36.72,54.787,43.815,27.08,0.0,0.0,0.0,57.294,85.483,68.364,42.252,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1251.7,2041.6,3500.1,2900.0,0.0,0.0,0.0,16.3,26.5,45.5,37.7,0.0,0.0,0.0,65.0,106.1,181.8,150.6,0.0,0.0,0.0,22.921,37.385,64.093,53.103,0.0,0.0,0.0,35.763,58.331,100.004,82.856,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,1322.3,2205.4,3992.1,4108.9,3390.6,716.3,0.0,17.2,28.6,51.8,53.4,44.0,9.3,0.0,68.7,114.6,207.4,213.4,176.1,37.2,0.0,24.214,40.385,73.102,75.24,62.087,13.117,0.0,37.78,63.012,114.06,117.396,96.874,20.467,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1262.9,2310.1,3400.4,745.0,0.0,0.0,0.0,16.4,30.0,44.2,9.7,0.0,0.0,0.0,65.6,120.0,176.6,38.7,0.0,0.0,0.0,23.125,42.302,62.266,13.643,0.0,0.0,0.0,36.082,66.003,97.153,21.286,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1259.1,2063.5,3572.7,1711.8,0.0,0.0,0.0,16.4,26.8,46.4,22.2,0.0,0.0,0.0,65.4,107.2,185.6,88.9,0.0,0.0,0.0,23.057,37.787,65.422,31.346,0.0,0.0,0.0,35.975,58.958,102.076,48.909,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1275.6,2579.2,4285.6,3389.9,3236.4,716.3,0.0,16.6,33.5,55.7,44.0,42.0,9.3,0.0,66.3,134.0,222.6,176.1,168.1,37.2,0.0,23.358,47.229,78.476,62.075,59.264,13.117,0.0,36.445,73.691,122.445,96.854,92.469,20.466,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1292.8,2013.2,3225.9,731.2,0.0,0.0,0.0,16.8,26.1,41.9,9.5,0.0,0.0,0.0,67.2,104.6,167.6,38.0,0.0,0.0,0.0,23.673,36.865,59.072,13.39,0.0,0.0,0.0,36.937,57.52,92.169,20.893,0.0,0.0,0.0
