id,Z-0_MD_AB,Z-1_MD_AB,Z-2_MD_AB,Z-3_MD_AB,Z-4_MD_AB,Z-5_MD_AB,Z-6_MD_AB,I-0_MD_AB,I-1_MD_AB,I-2_MD_AB,I-3_MD_AB,I-4_MD_AB,I-5_MD_AB,I-6_MD_AB,T-0_MD_AB,T-1_MD_AB,T-2_MD_AB,T-3_MD_AB,T-4_MD_AB,T-5_MD_AB,T-6_MD_AB,S-0_MD_AB,S-1_MD_AB,S-2_MD_AB,S-3_MD_AB,S-4_MD_AB,S-5_MD_AB,S-6_MD_AB,chi-0_MD_AB,chi-1_MD_AB,chi-2_MD_AB,chi-3_MD_AB,chi-4_MD_AB,chi-5_MD_AB,chi-6_MD_AB
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.7,1590.5,3186.3,3645.7,227.9,0.0,0.0,-4.3,-5.5,-5.7,-2.3,-0.1,0.0,0.0,31.7,57.5,120.3,141.7,8.9,0.0,0.0,0.605,3.112,11.531,17.354,1.129,0.0,0.0,10.085,19.702,44.711,55.274,3.499,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.4,1815.5,3642.1,4779.0,2729.0,683.7,0.0,-4.6,-8.5,-5.9,-9.0,-7.0,-0.3,0.0,31.4,63.5,138.1,180.0,101.0,26.7,0.0,0.345,1.348,13.758,16.83,7.729,3.387,0.0,9.825,20.308,51.678,66.6,36.169,10.497,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,907.7,1588.3,2728.9,4323.7,2730.0,683.7,0.0,-4.3,-7.7,-7.1,-8.3,-6.0,-0.3,0.0,31.7,55.3,100.9,162.7,102.0,26.7,0.0,0.621,0.929,7.677,15.118,8.729,3.387,0.0,10.101,17.519,36.117,60.148,37.169,10.497,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,907.6,1586.9,3644.2,683.3,0.0,0.0,0.0,-4.4,-9.1,-3.8,-0.7,0.0,0.0,0.0,31.6,53.9,140.2,26.3,0.0,0.0,0.0,0.544,-0.47,15.883,3.014,0.0,0.0,0.0,10.024,16.12,53.803,10.124,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.8,1360.3,2501.8,2278.0,227.9,0.0,0.0,-4.2,-7.7,-6.2,-2.0,-0.1,0.0,0.0,31.8,46.3,92.8,88.0,8.9,0.0,0.0,0.685,-0.282,7.305,10.266,1.13,0.0,0.0,10.165,13.938,33.375,33.966,3.5,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,907.3,1136.4,1819.2,3417.3,227.9,0.0,0.0,-4.7,-3.6,-4.8,-2.7,-0.1,0.0,0.0,31.3,41.4,67.2,132.3,8.9,0.0,0.0,0.201,2.545,5.028,15.793,1.129,0.0,0.0,9.681,14.395,23.988,51.343,3.499,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.6,1588.0,3414.0,1594.8,0.0,0.0,0.0,-4.4,-8.0,-6.0,-1.2,0.0,0.0,0.0,31.6,55.0,129.0,61.8,0.0,0.0,0.0,0.523,0.61,12.473,7.378,0.0,0.0,0.0,10.003,17.2,48.023,23.968,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.7,1587.2,2959.8,4095.0,2729.0,683.7,0.0,-4.3,-8.8,-4.2,-9.0,-7.0,-0.3,0.0,31.7,54.2,112.8,153.0,101.0,26.7,0.0,0.591,-0.176,11.83,13.101,7.725,3.387,0.0,10.071,16.414,42.64,55.761,36.165,10.497,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.9,1362.1,2275.6,2050.7,0.0,0.0,0.0,-4.1,-5.9,-4.4,-1.3,0.0,0.0,0.0,31.9,48.1,85.6,79.7,0.0,0.0,0.0,0.865,1.459,7.932,9.746,0.0,0.0,0.0,10.345,15.679,31.632,31.076,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1133.9,1590.4,3187.9,683.5,0.0,0.0,0.0,-6.1,-5.6,-4.1,-0.5,0.0,0.0,0.0,53.9,78.4,163.9,35.5,0.0,0.0,0.0,0.057,3.03,13.123,3.196,0.0,0.0,0.0,11.907,19.62,46.303,10.306,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.4,1816.4,4329.6,683.7,0.0,0.0,0.0,-4.6,-7.6,-2.4,-0.3,0.0,0.0,0.0,31.4,64.4,168.6,26.7,0.0,0.0,0.0,0.297,2.227,21.003,3.353,0.0,0.0,0.0,9.777,21.187,66.033,10.463,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.7,1588.3,2728.5,4323.6,2956.9,683.7,0.0,-4.3,-7.7,-7.5,-8.4,-7.1,-0.3,0.0,31.7,55.3,100.5,162.6,109.9,26.7,0.0,0.612,0.935,7.267,15.007,8.858,3.387,0.0,10.092,17.525,35.707,60.037,39.668,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.7,1587.3,3417.4,1367.0,0.0,0.0,0.0,-4.3,-8.7,-2.6,-1.0,0.0,0.0,0.0,31.7,54.3,132.4,53.0,0.0,0.0,0.0,0.595,-0.086,15.868,6.369,0.0,0.0,0.0,10.075,16.504,51.418,20.589,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1359.9,1588.8,2276.6,3873.3,0.0,0.0,0.0,-8.1,-7.2,-3.4,-2.7,0.0,0.0,0.0,81.9,97.8,146.6,252.3,0.0,0.0,0.0,-0.691,1.413,8.885,18.241,0.0,0.0,0.0,13.529,18.003,32.585,58.531,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.6,1589.8,3644.5,2728.0,2730.0,683.7,0.0,-4.4,-6.2,-3.5,-8.0,-6.0,-0.3,0.0,31.6,56.8,140.5,100.0,102.0,26.7,0.0,0.565,2.388,16.215,6.728,8.726,3.387,0.0,10.045,18.978,54.135,35.168,37.166,10.497,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,907.6,1361.8,2505.6,1366.6,0.0,0.0,0.0,-4.4,-6.2,-2.4,-1.4,0.0,0.0,0.0,31.6,47.8,96.6,52.6,0.0,0.0,0.0,0.559,1.224,11.105,6.027,0.0,0.0,0.0,10.039,15.444,37.175,20.247,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1133.8,1363.6,2960.0,911.0,227.9,0.0,0.0,-6.2,-4.4,-4.0,-1.0,-0.1,0.0,0.0,53.8,67.6,152.0,47.0,11.9,0.0,0.0,-0.083,2.967,12.021,3.915,1.129,0.0,0.0,11.767,17.187,42.831,13.395,3.499,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,907.8,1817.7,4328.5,0.0,0.0,0.0,0.0,-4.2,-6.3,-3.5,0.0,0.0,0.0,0.0,31.8,65.7,167.5,0.0,0.0,0.0,0.0,0.707,3.523,19.826,0.0,0.0,0.0,0.0,10.187,22.483,64.856,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.9,1362.2,1819.3,2960.8,227.9,0.0,0.0,-4.1,-5.8,-4.7,-3.2,-0.1,0.0,0.0,31.9,48.2,67.3,113.8,8.9,0.0,0.0,0.84,1.554,5.158,12.787,1.13,0.0,0.0,10.32,15.774,24.118,43.597,3.5,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,1133.3,1363.5,2959.9,4557.4,0.0,0.0,0.0,-6.7,-4.5,-4.1,-2.6,0.0,0.0,0.0,53.3,67.5,151.9,237.4,0.0,0.0,0.0,-0.501,2.909,11.909,21.97,0.0,0.0,0.0,11.349,17.129,42.719,69.37,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1134.1,1136.3,2049.0,3189.7,0.0,0.0,0.0,-5.9,-3.7,-3.0,-2.3,0.0,0.0,0.0,54.1,56.3,105.0,165.7,0.0,0.0,0.0,0.223,2.464,8.055,14.892,0.0,0.0,0.0,12.073,14.314,29.385,48.072,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1812.0,2498.9,2047.7,1594.7,227.9,0.0,0.0,-12.0,-9.1,-4.3,-1.3,-0.1,0.0,0.0,156.0,221.9,184.7,145.7,20.9,0.0,0.0,-2.122,4.391,6.766,7.273,1.129,0.0,0.0,16.838,30.461,28.096,23.863,3.499,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1134.0,1137.3,1819.3,2960.8,227.9,0.0,0.0,-6.0,-2.7,-4.7,-3.2,-0.1,0.0,0.0,54.0,57.3,91.3,152.8,11.9,0.0,0.0,0.186,3.496,5.153,12.784,1.129,0.0,0.0,12.036,15.346,24.113,43.594,3.499,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.4,1814.4,4556.7,2051.0,0.0,0.0,0.0,-4.6,-9.6,-3.3,-1.0,0.0,0.0,0.0,31.4,62.4,176.7,80.0,0.0,0.0,0.0,0.323,0.258,21.267,10.091,0.0,0.0,0.0,9.803,19.218,68.667,31.421,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.7,1588.3,3189.1,683.5,0.0,0.0,0.0,-4.3,-7.7,-2.9,-0.5,0.0,0.0,0.0,31.7,55.3,123.1,26.5,0.0,0.0,0.0,0.586,0.95,14.298,3.194,0.0,0.0,0.0,10.066,17.54,47.478,10.304,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,907.5,1136.3,2048.1,5239.8,0.0,0.0,0.0,-4.5,-3.7,-3.9,-4.2,0.0,0.0,0.0,31.5,41.3,77.1,202.8,0.0,0.0,0.0,0.389,2.465,7.152,24.088,0.0,0.0,0.0,9.869,14.315,28.482,78.598,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.7,1588.4,2960.0,911.0,227.9,0.0,0.0,-4.3,-7.6,-4.0,-1.0,-0.1,0.0,0.0,31.7,55.4,113.0,35.0,8.9,0.0,0.0,0.571,1.013,12.026,3.917,1.13,0.0,0.0,10.051,17.603,42.836,13.397,3.5,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1359.6,1814.6,3417.8,683.3,0.0,0.0,0.0,-8.4,-9.4,-2.2,-0.7,0.0,0.0,0.0,81.6,110.6,222.8,44.3,0.0,0.0,0.0,-1.038,0.474,16.265,3.014,0.0,0.0,0.0,13.182,19.434,51.815,10.124,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,907.7,1588.3,2730.2,5462.4,2729.0,683.7,0.0,-4.3,-7.7,-5.8,-9.6,-7.0,-0.3,0.0,31.7,55.3,102.2,206.4,101.0,26.7,0.0,0.626,0.899,8.982,19.955,7.727,3.387,0.0,10.106,17.489,37.422,76.835,36.167,10.497,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,907.7,1588.3,3414.9,2734.3,0.0,0.0,0.0,-4.3,-7.7,-5.1,-1.7,0.0,0.0,0.0,31.7,55.3,129.9,106.3,0.0,0.0,0.0,0.633,0.875,13.386,13.106,0.0,0.0,0.0,10.113,17.465,48.936,41.546,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1359.5,2043.3,4330.0,0.0,0.0,0.0,0.0,-8.5,-8.7,-2.0,0.0,0.0,0.0,0.0,81.5,126.3,283.0,0.0,0.0,0.0,0.0,-1.071,2.373,21.404,0.0,0.0,0.0,0.0,13.149,23.703,66.434,0.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.6,1587.9,3416.9,2733.5,0.0,0.0,0.0,-4.4,-8.1,-3.1,-2.5,0.0,0.0,0.0,31.6,54.9,131.9,105.5,0.0,0.0,0.0,0.512,0.516,15.304,12.217,0.0,0.0,0.0,9.992,17.106,50.854,40.657,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,907.6,1135.3,2047.8,3873.5,0.0,0.0,0.0,-4.4,-4.7,-4.2,-2.5,0.0,0.0,0.0,31.6,40.3,76.8,150.5,0.0,0.0,0.0,0.529,1.479,6.896,18.425,0.0,0.0,0.0,10.009,13.329,28.226,58.715,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.6,1588.0,3416.6,683.3,0.0,0.0,0.0,-4.4,-8.0,-3.4,-0.7,0.0,0.0,0.0,31.6,55.0,131.6,26.3,0.0,0.0,0.0,0.549,0.574,15.089,3.014,0.0,0.0,0.0,10.029,17.164,50.639,10.124,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,907.1,1362.5,1818.0,1822.0,455.8,0.0,0.0,-4.9,-5.5,-6.0,-2.0,-0.2,0.0,0.0,31.1,48.5,66.0,70.0,17.8,0.0,0.0,0.063,1.9,3.834,7.799,2.259,0.0,0.0,9.543,16.12,22.794,26.759,6.999,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1133.4,1361.5,2504.3,3411.3,2730.0,683.7,0.0,-6.6,-6.5,-3.7,-8.7,-6.0,-0.3,0.0,53.4,65.5,128.3,171.3,138.0,35.7,0.0,-0.494,0.881,9.868,9.749,8.729,3.387,0.0,11.356,15.101,35.938,45.299,37.169,10.497,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,907.4,1363.2,2046.6,2278.1,227.9,0.0,0.0,-4.6,-4.8,-5.4,-1.9,-0.1,0.0,0.0,31.4,49.2,75.6,88.1,8.9,0.0,0.0,0.311,2.604,5.715,10.448,1.13,0.0,0.0,9.791,16.824,27.045,34.148,3.5,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_iodide_1_smi1_1_s_1,1133.3,1135.3,2048.9,1366.8,0.0,0.0,0.0,-6.7,-4.7,-3.1,-1.2,0.0,0.0,0.0,53.3,55.3,104.9,70.8,0.0,0.0,0.0,-0.531,1.469,7.948,6.206,0.0,0.0,0.0,11.319,13.319,29.278,20.426,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.6,1589.0,3186.8,911.0,227.9,0.0,0.0,-4.4,-7.0,-5.2,-1.0,-0.1,0.0,0.0,31.6,56.0,120.8,35.0,8.9,0.0,0.0,0.526,1.631,12.066,3.916,1.13,0.0,0.0,10.006,18.221,45.246,13.396,3.5,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,907.8,1360.4,2274.2,1594.3,227.9,0.0,0.0,-4.2,-7.6,-5.8,-1.7,-0.1,0.0,0.0,31.8,46.4,84.2,61.3,8.9,0.0,0.0,0.699,-0.246,6.498,6.91,1.13,0.0,0.0,10.179,13.974,30.198,23.5,3.5,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1360.1,2273.3,2047.6,1822.6,0.0,0.0,0.0,-7.9,-6.7,-4.4,-1.4,0.0,0.0,0.0,82.1,143.3,130.6,118.6,0.0,0.0,0.0,-0.536,5.644,6.702,8.453,0.0,0.0,0.0,13.684,29.344,28.032,27.413,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,1133.2,1361.5,2504.3,3411.3,2730.0,683.7,0.0,-6.8,-6.5,-3.7,-8.7,-6.0,-0.3,0.0,53.2,65.5,128.3,171.3,138.0,35.7,0.0,-0.632,0.88,9.869,9.75,8.729,3.387,0.0,11.218,15.1,35.939,45.3,37.169,10.497,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.9,1362.2,1820.1,1367.0,0.0,0.0,0.0,-4.1,-5.8,-3.9,-1.0,0.0,0.0,0.0,31.9,48.2,68.1,53.0,0.0,0.0,0.0,0.869,1.557,5.985,6.392,0.0,0.0,0.0,10.349,15.777,24.945,20.612,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,907.6,1815.6,3871.3,2728.0,2730.0,683.7,0.0,-4.4,-8.4,-4.7,-8.0,-6.0,-0.3,0.0,31.6,63.6,148.3,100.0,102.0,26.7,0.0,0.509,1.407,16.249,6.736,8.729,3.387,0.0,9.989,20.367,56.539,35.176,37.169,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,907.7,1588.3,3414.4,1594.7,227.9,0.0,0.0,-4.3,-7.7,-5.6,-1.3,-0.1,0.0,0.0,31.7,55.3,129.4,61.7,8.9,0.0,0.0,0.611,0.935,12.859,7.27,1.129,0.0,0.0,10.091,17.525,48.409,23.86,3.499,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.4,1587.3,3188.0,911.0,227.9,0.0,0.0,-4.6,-8.7,-4.0,-1.0,-0.1,0.0,0.0,31.4,54.3,122.0,35.0,8.9,0.0,0.0,0.275,-0.131,13.237,3.899,1.129,0.0,0.0,9.755,16.459,46.417,13.379,3.499,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,908.0,1361.1,2276.5,2050.5,0.0,0.0,0.0,-4.0,-6.9,-3.5,-1.5,0.0,0.0,0.0,32.0,47.1,86.5,79.5,0.0,0.0,0.0,0.874,0.47,8.758,9.564,0.0,0.0,0.0,10.354,14.69,32.458,30.894,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.7,1361.4,2047.2,3417.3,227.9,0.0,0.0,-4.3,-6.6,-4.8,-2.7,-0.1,0.0,0.0,31.7,47.4,76.2,132.3,8.9,0.0,0.0,0.63,0.796,6.222,15.781,1.129,0.0,0.0,10.11,15.016,27.552,51.331,3.499,0.0,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,908.0,1365.4,1820.4,5012.7,0.0,0.0,0.0,-4.0,-2.6,-3.6,-3.3,0.0,0.0,0.0,32.0,51.4,68.4,194.7,0.0,0.0,0.0,0.907,4.775,6.196,23.757,0.0,0.0,0.0,10.387,18.995,25.156,75.897,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,907.3,1813.9,4328.5,0.0,0.0,0.0,0.0,-4.7,-10.1,-3.5,0.0,0.0,0.0,0.0,31.3,61.9,167.5,0.0,0.0,0.0,0.0,0.185,-0.281,19.833,0.0,0.0,0.0,0.0,9.665,18.679,64.863,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1359.7,1816.0,3189.3,2049.8,0.0,0.0,0.0,-8.3,-8.0,-2.7,-2.2,0.0,0.0,0.0,81.7,112.0,207.3,132.8,0.0,0.0,0.0,-0.923,1.85,14.536,8.863,0.0,0.0,0.0,13.297,20.81,47.716,30.193,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.7,1589.3,3186.9,4100.8,0.0,0.0,0.0,-4.3,-6.7,-5.1,-3.2,0.0,0.0,0.0,31.7,56.3,120.9,158.8,0.0,0.0,0.0,0.617,1.893,12.071,18.963,0.0,0.0,0.0,10.097,18.483,45.251,61.623,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.6,1586.9,3643.8,1367.0,0.0,0.0,0.0,-4.4,-9.1,-4.2,-1.0,0.0,0.0,0.0,31.6,53.9,139.8,53.0,0.0,0.0,0.0,0.54,-0.459,15.48,6.369,0.0,0.0,0.0,10.02,16.131,53.4,20.589,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.9,1361.1,2277.0,3189.7,0.0,0.0,0.0,-4.1,-6.9,-3.0,-2.3,0.0,0.0,0.0,31.9,47.1,87.0,123.7,0.0,0.0,0.0,0.861,0.473,9.265,14.891,0.0,0.0,0.0,10.341,14.693,32.965,48.071,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,907.3,1590.1,2503.6,3411.5,2730.0,683.7,0.0,-4.7,-5.9,-4.4,-8.5,-6.0,-0.3,0.0,31.3,57.1,94.6,126.5,102.0,26.7,0.0,0.267,2.73,9.108,9.926,8.728,3.387,0.0,9.747,19.32,35.178,45.476,37.168,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,907.7,1587.3,3644.6,683.3,0.0,0.0,0.0,-4.3,-8.7,-3.4,-0.7,0.0,0.0,0.0,31.7,54.3,140.6,26.3,0.0,0.0,0.0,0.632,-0.134,16.286,3.014,0.0,0.0,0.0,10.112,16.456,54.206,10.124,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.2,1589.8,3644.5,2728.0,2728.0,683.7,0.0,-4.8,-6.2,-3.5,-8.0,-8.0,-0.3,0.0,31.2,56.8,140.5,100.0,100.0,26.7,0.0,0.135,2.38,16.218,6.733,6.728,3.387,0.0,9.615,18.97,54.138,35.173,35.168,10.497,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.7,1361.3,2275.2,2960.8,227.9,0.0,0.0,-4.3,-6.7,-4.8,-3.2,-0.1,0.0,0.0,31.7,47.3,85.2,113.8,8.9,0.0,0.0,0.642,0.701,7.508,12.763,1.129,0.0,0.0,10.122,14.921,31.208,43.573,3.499,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.9,1362.2,1820.5,4556.1,0.0,0.0,0.0,-4.1,-5.8,-3.5,-3.9,0.0,0.0,0.0,31.9,48.2,68.5,176.1,0.0,0.0,0.0,0.862,1.562,6.335,20.749,0.0,0.0,0.0,10.342,15.782,25.295,68.149,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,907.3,1134.5,2275.4,2278.0,227.9,0.0,0.0,-4.7,-5.5,-4.6,-2.0,-0.1,0.0,0.0,31.3,39.5,85.4,88.0,8.9,0.0,0.0,0.185,0.689,7.681,10.264,1.13,0.0,0.0,9.665,12.539,31.381,33.964,3.5,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,908.0,1362.1,2273.5,3417.5,0.0,0.0,0.0,-4.0,-5.9,-6.5,-2.5,0.0,0.0,0.0,32.0,48.1,83.5,132.5,0.0,0.0,0.0,0.886,1.516,5.844,15.908,0.0,0.0,0.0,10.366,15.736,29.544,51.458,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1133.7,1589.8,2276.8,1366.7,0.0,0.0,0.0,-6.3,-6.2,-3.2,-1.3,0.0,0.0,0.0,53.7,77.8,116.8,70.7,0.0,0.0,0.0,-0.171,2.376,9.086,6.098,0.0,0.0,0.0,11.679,18.966,32.786,20.318,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.7,1135.3,2276.9,1366.8,0.0,0.0,0.0,-4.3,-4.7,-3.1,-1.2,0.0,0.0,0.0,31.7,40.3,86.9,52.8,0.0,0.0,0.0,0.576,1.404,9.15,6.206,0.0,0.0,0.0,10.056,13.254,32.85,20.426,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,1133.3,1363.5,2960.1,4100.8,0.0,0.0,0.0,-6.7,-4.5,-3.9,-3.2,0.0,0.0,0.0,53.3,67.5,152.1,212.8,0.0,0.0,0.0,-0.501,2.877,12.045,18.956,0.0,0.0,0.0,11.349,17.097,42.855,61.616,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,907.6,1364.0,2047.2,3417.5,0.0,0.0,0.0,-4.4,-4.0,-4.8,-2.5,0.0,0.0,0.0,31.6,50.0,76.2,132.5,0.0,0.0,0.0,0.543,3.339,6.227,15.903,0.0,0.0,0.0,10.023,17.559,27.557,51.453,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.7,1362.1,3189.3,2049.8,0.0,0.0,0.0,-4.3,-5.9,-2.7,-2.2,0.0,0.0,0.0,31.7,48.1,123.3,78.8,0.0,0.0,0.0,0.579,1.513,14.544,8.866,0.0,0.0,0.0,10.059,15.733,47.724,30.196,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1134.0,1588.8,2276.5,2050.5,0.0,0.0,0.0,-6.0,-7.2,-3.5,-1.5,0.0,0.0,0.0,54.0,76.8,116.5,106.5,0.0,0.0,0.0,0.118,1.388,8.751,9.563,0.0,0.0,0.0,11.968,17.978,32.451,30.893,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.7,1362.5,2502.5,3640.0,2957.9,683.7,0.0,-4.3,-5.5,-5.5,-8.0,-6.1,-0.3,0.0,31.7,48.5,93.5,136.0,110.9,26.7,0.0,0.654,1.883,8.042,11.646,9.856,3.387,0.0,10.134,16.103,34.112,49.566,40.666,10.497,0.0
