id,Z-0_MR_AB,Z-1_MR_AB,Z-2_MR_AB,Z-3_MR_AB,Z-4_MR_AB,Z-5_MR_AB,Z-6_MR_AB,I-0_MR_AB,I-1_MR_AB,I-2_MR_AB,I-3_MR_AB,I-4_MR_AB,I-5_MR_AB,I-6_MR_AB,T-0_MR_AB,T-1_MR_AB,T-2_MR_AB,T-3_MR_AB,T-4_MR_AB,T-5_MR_AB,T-6_MR_AB,S-0_MR_AB,S-1_MR_AB,S-2_MR_AB,S-3_MR_AB,S-4_MR_AB,S-5_MR_AB,S-6_MR_AB,chi-0_MR_AB,chi-1_MR_AB,chi-2_MR_AB,chi-3_MR_AB,chi-4_MR_AB,chi-5_MR_AB,chi-6_MR_AB
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1125.0,1364.4,1916.4,1088.8,0.0,0.0,0.0,14.6,17.7,24.9,14.1,0.0,0.0,0.0,87.7,106.3,149.3,84.8,0.0,0.0,0.0,20.6,24.985,35.092,19.938,0.0,0.0,0.0,32.142,38.983,54.754,31.109,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,1124.5,1341.3,1619.4,1528.6,224.0,0.0,0.0,14.6,17.4,21.0,19.9,2.9,0.0,0.0,87.6,104.5,126.2,119.1,17.5,0.0,0.0,20.591,24.561,29.654,27.991,4.101,0.0,0.0,32.127,38.322,46.269,43.674,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,765.2,1341.0,3188.5,1540.0,0.0,0.0,0.0,9.9,17.4,41.4,20.0,0.0,0.0,0.0,39.8,69.7,165.6,80.0,0.0,0.0,0.0,14.012,24.557,58.386,28.2,0.0,0.0,0.0,21.863,38.316,91.099,44.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,765.1,1354.8,2921.7,2877.1,224.0,0.0,0.0,9.9,17.6,37.9,37.4,2.9,0.0,0.0,39.7,70.4,151.8,149.5,11.6,0.0,0.0,14.011,24.808,53.502,52.685,4.101,0.0,0.0,21.861,38.708,83.478,82.203,6.399,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,763.8,1333.3,3189.0,1535.6,224.0,0.0,0.0,9.9,17.3,41.4,19.9,2.9,0.0,0.0,39.7,69.3,165.7,79.8,11.6,0.0,0.0,13.987,24.415,58.396,28.12,4.101,0.0,0.0,21.824,38.095,91.114,43.874,6.399,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,938.0,1386.1,4022.7,0.0,0.0,0.0,0.0,12.2,18.0,52.2,0.0,0.0,0.0,0.0,60.9,90.0,261.2,0.0,0.0,0.0,0.0,17.177,25.382,73.662,0.0,0.0,0.0,0.0,26.801,39.602,114.934,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,950.5,1568.4,2067.3,1320.5,0.0,0.0,0.0,12.3,20.4,26.8,17.1,0.0,0.0,0.0,61.7,101.8,134.2,85.7,0.0,0.0,0.0,17.405,28.719,37.855,24.181,0.0,0.0,0.0,27.156,44.81,59.064,37.729,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,762.4,1537.2,4193.4,2011.1,0.0,0.0,0.0,9.9,20.0,54.5,26.1,0.0,0.0,0.0,39.6,79.9,217.8,104.5,0.0,0.0,0.0,13.96,28.149,76.788,36.826,0.0,0.0,0.0,21.782,43.92,119.81,57.459,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,761.3,1571.3,3433.2,4453.5,2442.5,671.8,0.0,9.9,20.4,44.6,57.8,31.7,8.7,0.0,39.5,81.6,178.3,231.4,126.9,34.9,0.0,13.941,28.772,62.867,81.551,44.727,12.302,0.0,21.752,44.893,98.091,127.243,69.786,19.194,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,938.2,1149.4,3097.9,653.7,0.0,0.0,0.0,12.2,14.9,40.2,8.5,0.0,0.0,0.0,60.9,74.6,201.2,42.4,0.0,0.0,0.0,17.18,21.047,56.728,11.971,0.0,0.0,0.0,26.806,32.84,88.511,18.678,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_chloride_1_smi1_1_s_1,759.8,1174.5,2287.2,3983.0,2481.1,671.8,0.0,9.9,15.3,29.7,51.7,32.2,8.7,0.0,39.5,61.0,118.8,206.9,128.9,34.9,0.0,13.914,21.507,41.882,72.936,45.433,12.302,0.0,21.709,33.557,65.348,113.8,70.889,19.194,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,760.1,1174.6,3047.2,3106.4,0.0,0.0,0.0,9.9,15.3,39.6,40.3,0.0,0.0,0.0,39.5,61.0,158.3,161.4,0.0,0.0,0.0,13.919,21.509,55.799,56.884,0.0,0.0,0.0,21.718,33.56,87.063,88.756,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,935.3,1353.2,3905.4,4022.2,0.0,0.0,0.0,12.1,17.6,50.7,52.2,0.0,0.0,0.0,60.7,87.9,253.6,261.2,0.0,0.0,0.0,17.127,24.78,71.515,73.653,0.0,0.0,0.0,26.723,38.664,111.584,114.92,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_fluoride_1_smi1_1_s_1,946.1,1189.6,2040.4,3312.9,2442.6,671.8,0.0,12.3,15.4,26.5,43.0,31.7,8.7,0.0,61.4,77.2,132.5,215.1,158.6,43.6,0.0,17.324,21.783,37.363,60.665,44.728,12.302,0.0,27.031,33.987,58.297,94.655,69.789,19.195,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,764.4,1298.6,3237.7,2674.5,0.0,0.0,0.0,9.9,16.9,42.0,34.7,0.0,0.0,0.0,39.7,67.5,168.2,138.9,0.0,0.0,0.0,13.998,23.779,59.287,48.974,0.0,0.0,0.0,21.84,37.103,92.505,76.413,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1123.4,1529.8,2287.3,3982.8,2481.1,671.8,0.0,14.6,19.9,29.7,51.7,32.2,8.7,0.0,87.5,119.2,178.2,310.4,193.3,52.3,0.0,20.572,28.014,41.884,72.933,45.433,12.302,0.0,32.098,43.709,65.351,113.795,70.888,19.194,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,768.0,1370.4,3215.0,2631.4,0.0,0.0,0.0,10.0,17.8,41.8,34.2,0.0,0.0,0.0,39.9,71.2,167.0,136.7,0.0,0.0,0.0,14.064,25.094,58.872,48.186,0.0,0.0,0.0,21.944,39.153,91.857,75.183,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,756.2,1148.4,2970.8,2876.1,224.0,0.0,0.0,9.8,14.9,38.6,37.4,2.9,0.0,0.0,39.3,59.7,154.3,149.4,11.6,0.0,0.0,13.847,21.029,54.401,52.667,4.101,0.0,0.0,21.605,32.811,84.881,82.176,6.399,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,764.3,1603.2,3470.0,3074.0,2481.0,671.8,0.0,9.9,20.8,45.1,39.9,32.2,8.7,0.0,39.7,83.3,180.3,159.7,128.9,34.9,0.0,13.996,29.358,63.542,56.29,45.432,12.302,0.0,21.837,45.807,99.144,87.828,70.887,19.194,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1123.6,1528.3,2949.9,3546.7,224.0,0.0,0.0,14.6,19.8,38.3,46.1,2.9,0.0,0.0,87.6,119.1,229.9,276.4,17.5,0.0,0.0,20.574,27.986,54.018,64.946,4.101,0.0,0.0,32.102,43.666,84.283,101.334,6.399,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,759.1,1507.3,4203.9,0.0,0.0,0.0,0.0,9.9,19.6,54.6,0.0,0.0,0.0,0.0,39.4,78.3,218.4,0.0,0.0,0.0,0.0,13.901,27.601,76.98,0.0,0.0,0.0,0.0,21.689,43.066,120.111,0.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,764.5,1295.8,3261.7,653.7,0.0,0.0,0.0,9.9,16.8,42.4,8.5,0.0,0.0,0.0,39.7,67.3,169.4,34.0,0.0,0.0,0.0,14.0,23.729,59.728,11.971,0.0,0.0,0.0,21.844,37.024,93.192,18.678,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1124.4,1529.1,2308.5,4879.7,2481.1,671.8,0.0,14.6,19.9,30.0,63.4,32.2,8.7,0.0,87.6,119.1,179.9,380.2,193.3,52.3,0.0,20.59,28.0,42.272,89.355,45.433,12.302,0.0,32.126,43.688,65.956,139.42,70.888,19.194,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,763.4,1537.4,4410.4,669.7,0.0,0.0,0.0,9.9,20.0,57.3,8.7,0.0,0.0,0.0,39.7,79.9,229.1,34.8,0.0,0.0,0.0,13.979,28.152,80.761,12.264,0.0,0.0,0.0,21.81,43.925,126.01,19.135,0.0,0.0,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,769.0,1176.1,1885.0,4873.8,0.0,0.0,0.0,10.0,15.3,24.5,63.3,0.0,0.0,0.0,39.9,61.1,97.9,253.2,0.0,0.0,0.0,14.082,21.536,34.518,89.247,0.0,0.0,0.0,21.972,33.602,53.858,139.25,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,950.3,1529.0,2285.8,1980.4,0.0,0.0,0.0,12.3,19.9,29.7,25.7,0.0,0.0,0.0,61.7,99.3,148.4,128.6,0.0,0.0,0.0,17.402,27.999,41.857,36.265,0.0,0.0,0.0,27.152,43.686,65.309,56.583,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,759.1,1384.7,3049.9,1333.2,0.0,0.0,0.0,9.9,18.0,39.6,17.3,0.0,0.0,0.0,39.4,71.9,158.4,69.3,0.0,0.0,0.0,13.901,25.356,55.849,24.414,0.0,0.0,0.0,21.689,39.562,87.14,38.093,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,769.1,1171.6,2076.4,2831.6,0.0,0.0,0.0,10.0,15.2,27.0,36.8,0.0,0.0,0.0,40.0,60.9,107.9,147.1,0.0,0.0,0.0,14.084,21.453,38.022,51.852,0.0,0.0,0.0,21.974,33.473,59.326,80.903,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,760.0,1498.3,4357.4,2011.2,0.0,0.0,0.0,9.9,19.5,56.6,26.1,0.0,0.0,0.0,39.5,77.8,226.4,104.5,0.0,0.0,0.0,13.917,27.436,79.79,36.828,0.0,0.0,0.0,21.715,42.808,124.496,57.462,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1118.7,1498.1,3009.7,1534.9,224.0,0.0,0.0,14.5,19.5,39.1,19.9,2.9,0.0,0.0,87.2,116.7,234.5,119.6,17.5,0.0,0.0,20.485,27.433,55.113,28.106,4.101,0.0,0.0,31.962,42.803,85.992,43.853,6.399,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1485.9,2348.7,3086.1,893.6,0.0,0.0,0.0,19.3,30.5,40.1,11.6,0.0,0.0,0.0,154.4,244.0,320.6,92.8,0.0,0.0,0.0,27.209,43.009,56.511,16.364,0.0,0.0,0.0,42.453,67.106,88.173,25.532,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,769.1,1136.1,2122.8,3760.2,0.0,0.0,0.0,10.0,14.8,27.6,48.8,0.0,0.0,0.0,40.0,59.0,110.3,195.3,0.0,0.0,0.0,14.083,20.803,38.871,68.855,0.0,0.0,0.0,21.973,32.459,60.65,107.433,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,765.1,1151.5,1849.0,1528.6,224.0,0.0,0.0,9.9,15.0,24.0,19.9,2.9,0.0,0.0,39.7,59.8,96.1,79.4,11.6,0.0,0.0,14.01,21.085,33.858,27.99,4.101,0.0,0.0,21.86,32.899,52.828,43.673,6.399,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,759.1,1491.6,4433.1,0.0,0.0,0.0,0.0,9.9,19.4,57.6,0.0,0.0,0.0,0.0,39.4,77.5,230.3,0.0,0.0,0.0,0.0,13.9,27.313,81.177,0.0,0.0,0.0,0.0,21.688,42.616,126.659,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,764.3,1217.1,1868.7,5067.4,0.0,0.0,0.0,9.9,15.8,24.3,65.8,0.0,0.0,0.0,39.7,63.2,97.1,263.2,0.0,0.0,0.0,13.995,22.286,34.219,92.793,0.0,0.0,0.0,21.837,34.773,53.391,144.784,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,765.7,1356.3,3018.6,2437.1,0.0,0.0,0.0,9.9,17.6,39.2,31.7,0.0,0.0,0.0,39.8,70.5,156.8,126.6,0.0,0.0,0.0,14.021,24.836,55.276,44.628,0.0,0.0,0.0,21.876,38.751,86.247,69.632,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,760.0,1383.3,3052.1,2631.1,0.0,0.0,0.0,9.9,18.0,39.6,34.2,0.0,0.0,0.0,39.5,71.9,158.6,136.7,0.0,0.0,0.0,13.917,25.33,55.89,48.179,0.0,0.0,0.0,21.714,39.523,87.204,75.174,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,756.9,1362.9,4252.4,0.0,0.0,0.0,0.0,9.8,17.7,55.2,0.0,0.0,0.0,0.0,39.3,70.8,220.9,0.0,0.0,0.0,0.0,13.86,24.957,77.869,0.0,0.0,0.0,0.0,21.625,38.94,121.498,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,765.7,1354.2,2948.6,3973.0,0.0,0.0,0.0,9.9,17.6,38.3,51.6,0.0,0.0,0.0,39.8,70.3,153.2,206.4,0.0,0.0,0.0,14.022,24.797,53.993,72.752,0.0,0.0,0.0,21.878,38.691,84.245,113.513,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,759.1,943.2,2104.6,1518.6,224.0,0.0,0.0,9.9,12.2,27.3,19.7,2.9,0.0,0.0,39.4,49.0,109.3,78.9,11.6,0.0,0.0,13.901,17.271,38.539,27.807,4.101,0.0,0.0,21.69,26.948,60.132,43.387,6.399,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,764.7,1336.4,3002.7,2437.2,0.0,0.0,0.0,9.9,17.4,39.0,31.7,0.0,0.0,0.0,39.7,69.4,156.0,126.6,0.0,0.0,0.0,14.002,24.473,54.985,44.63,0.0,0.0,0.0,21.847,38.184,85.793,69.635,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,761.8,1316.5,2432.9,3269.5,2666.7,671.8,0.0,9.9,17.1,31.6,42.5,34.6,8.7,0.0,39.6,68.4,126.4,169.8,138.5,34.9,0.0,13.949,24.107,44.551,59.87,48.831,12.302,0.0,21.765,37.614,69.512,93.415,76.19,19.195,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,759.2,1166.4,3068.9,2437.0,0.0,0.0,0.0,9.9,15.1,39.9,31.6,0.0,0.0,0.0,39.4,60.6,159.4,126.6,0.0,0.0,0.0,13.902,21.359,56.197,44.626,0.0,0.0,0.0,21.692,33.327,87.683,69.629,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,764.2,1346.1,3209.3,865.1,224.0,0.0,0.0,9.9,17.5,41.7,11.2,2.9,0.0,0.0,39.7,69.9,166.7,44.9,11.6,0.0,0.0,13.994,24.649,58.767,15.841,4.101,0.0,0.0,21.835,38.459,91.694,24.716,6.399,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,762.7,1007.8,1846.2,3302.8,224.0,0.0,0.0,9.9,13.1,24.0,42.9,2.9,0.0,0.0,39.6,52.4,95.9,171.6,11.6,0.0,0.0,13.967,18.455,33.806,60.48,4.101,0.0,0.0,21.792,28.795,52.747,94.365,6.399,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,766.1,1153.7,1779.3,3302.4,224.0,0.0,0.0,9.9,15.0,23.1,42.9,2.9,0.0,0.0,39.8,59.9,92.4,171.6,11.6,0.0,0.0,14.029,21.127,32.582,60.472,4.101,0.0,0.0,21.889,32.964,50.838,94.354,6.399,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,949.4,1218.4,2843.6,1961.8,0.0,0.0,0.0,12.3,15.8,36.9,25.5,0.0,0.0,0.0,61.7,79.1,184.6,127.4,0.0,0.0,0.0,17.385,22.31,52.071,35.924,0.0,0.0,0.0,27.126,34.811,81.245,56.051,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1122.6,1520.9,3053.4,2631.1,0.0,0.0,0.0,14.6,19.8,39.7,34.2,0.0,0.0,0.0,87.5,118.5,237.9,205.0,0.0,0.0,0.0,20.556,27.85,55.914,48.18,0.0,0.0,0.0,32.073,43.454,87.241,75.174,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,1124.2,1490.4,3039.2,2664.6,0.0,0.0,0.0,14.6,19.4,39.5,34.6,0.0,0.0,0.0,87.6,116.1,236.8,207.6,0.0,0.0,0.0,20.586,27.291,55.653,48.793,0.0,0.0,0.0,32.12,42.582,86.834,76.132,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,764.2,1414.8,2800.9,865.8,224.0,0.0,0.0,9.9,18.4,36.4,11.2,2.9,0.0,0.0,39.7,73.5,145.5,45.0,11.6,0.0,0.0,13.994,25.908,51.29,15.854,4.101,0.0,0.0,21.835,40.424,80.026,24.737,6.399,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,769.1,1132.3,2117.6,2625.2,0.0,0.0,0.0,10.0,14.7,27.5,34.1,0.0,0.0,0.0,40.0,58.8,110.0,136.4,0.0,0.0,0.0,14.084,20.735,38.776,48.072,0.0,0.0,0.0,21.975,32.352,60.502,75.005,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,765.1,1148.7,2071.0,1735.3,224.0,0.0,0.0,9.9,14.9,26.9,22.5,2.9,0.0,0.0,39.7,59.7,107.6,90.1,11.6,0.0,0.0,14.011,21.034,37.923,31.776,4.101,0.0,0.0,21.861,32.819,59.171,49.579,6.399,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,758.2,1390.2,3029.2,865.0,224.0,0.0,0.0,9.8,18.1,39.3,11.2,2.9,0.0,0.0,39.4,72.2,157.4,44.9,11.6,0.0,0.0,13.884,25.456,55.469,15.84,4.101,0.0,0.0,21.663,39.719,86.547,24.715,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1487.9,2152.4,1868.3,1540.0,0.0,0.0,0.0,19.3,28.0,24.3,20.0,0.0,0.0,0.0,154.6,223.6,194.1,160.0,0.0,0.0,0.0,27.247,39.415,34.211,28.2,0.0,0.0,0.0,42.513,61.499,53.379,44.0,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1124.8,1753.9,4252.6,0.0,0.0,0.0,0.0,14.6,22.8,55.2,0.0,0.0,0.0,0.0,87.7,136.7,331.4,0.0,0.0,0.0,0.0,20.598,32.117,77.873,0.0,0.0,0.0,0.0,32.138,50.111,121.503,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,759.3,1387.3,2800.6,865.8,224.0,0.0,0.0,9.9,18.0,36.4,11.2,2.9,0.0,0.0,39.4,72.1,145.5,45.0,11.6,0.0,0.0,13.905,25.403,51.284,15.855,4.101,0.0,0.0,21.695,39.637,80.018,24.739,6.399,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,769.7,1174.0,1993.4,3497.3,224.0,0.0,0.0,10.0,15.2,25.9,45.4,2.9,0.0,0.0,40.0,61.0,103.6,181.7,11.6,0.0,0.0,14.094,21.497,36.502,64.041,4.101,0.0,0.0,21.99,33.542,56.953,99.921,6.399,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_fluoride_1_smi1_1_s_1,947.0,997.9,1621.5,2826.7,224.0,0.0,0.0,12.3,13.0,21.1,36.7,2.9,0.0,0.0,61.5,64.8,105.3,183.6,14.5,0.0,0.0,17.342,18.273,29.692,51.762,4.101,0.0,0.0,27.058,28.511,46.327,80.763,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,1486.3,2350.5,2881.9,0.0,0.0,0.0,0.0,19.3,30.5,37.4,0.0,0.0,0.0,0.0,154.4,244.2,299.4,0.0,0.0,0.0,0.0,27.217,43.041,52.772,0.0,0.0,0.0,0.0,42.467,67.156,82.34,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,769.9,1174.1,2025.7,3307.2,0.0,0.0,0.0,10.0,15.2,26.3,43.0,0.0,0.0,0.0,40.0,61.0,105.2,171.8,0.0,0.0,0.0,14.098,21.5,37.093,60.56,0.0,0.0,0.0,21.997,33.546,57.876,94.491,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1311.4,1851.9,1662.6,881.3,0.0,0.0,0.0,17.0,24.1,21.6,11.4,0.0,0.0,0.0,119.2,168.4,151.1,80.1,0.0,0.0,0.0,24.014,33.911,30.444,16.138,0.0,0.0,0.0,37.468,52.911,47.502,25.18,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,766.5,1172.4,3073.2,1961.6,0.0,0.0,0.0,10.0,15.2,39.9,25.5,0.0,0.0,0.0,39.8,60.9,159.6,101.9,0.0,0.0,0.0,14.036,21.469,56.275,35.921,0.0,0.0,0.0,21.899,33.497,87.805,56.047,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,762.2,1538.0,4172.4,2680.7,0.0,0.0,0.0,9.9,20.0,54.2,34.8,0.0,0.0,0.0,39.6,79.9,216.7,139.3,0.0,0.0,0.0,13.957,28.164,76.404,49.088,0.0,0.0,0.0,21.777,43.944,119.211,76.592,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,764.6,1298.1,2792.5,3058.0,2442.5,671.8,0.0,9.9,16.9,36.3,39.7,31.7,8.7,0.0,39.7,67.4,145.1,158.9,126.9,34.9,0.0,14.001,23.771,51.135,55.996,44.727,12.302,0.0,21.846,37.089,79.786,87.37,69.787,19.194,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,769.6,1173.9,2025.7,3302.9,224.0,0.0,0.0,10.0,15.2,26.3,42.9,2.9,0.0,0.0,40.0,61.0,105.2,171.6,11.6,0.0,0.0,14.093,21.495,37.094,60.482,4.101,0.0,0.0,21.989,33.539,57.877,94.37,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,770.4,1239.0,1850.4,2831.6,0.0,0.0,0.0,10.0,16.1,24.0,36.8,0.0,0.0,0.0,40.0,64.4,96.1,147.1,0.0,0.0,0.0,14.108,22.688,33.884,51.852,0.0,0.0,0.0,22.012,35.4,52.868,80.903,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,944.9,1362.2,2122.1,1980.3,0.0,0.0,0.0,12.3,17.7,27.6,25.7,0.0,0.0,0.0,61.4,88.5,137.8,128.6,0.0,0.0,0.0,17.303,24.944,38.86,36.262,0.0,0.0,0.0,26.998,38.919,60.633,56.579,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,770.4,1199.9,1891.9,2625.1,0.0,0.0,0.0,10.0,15.6,24.6,34.1,0.0,0.0,0.0,40.0,62.3,98.3,136.4,0.0,0.0,0.0,14.108,21.973,34.645,48.07,0.0,0.0,0.0,22.012,34.284,54.055,75.002,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,761.3,1521.5,4127.5,2011.2,0.0,0.0,0.0,9.9,19.8,53.6,26.1,0.0,0.0,0.0,39.5,79.0,214.4,104.5,0.0,0.0,0.0,13.94,27.861,75.582,36.829,0.0,0.0,0.0,21.751,43.471,117.929,57.463,0.0,0.0,0.0
