id,qnat-0_MR_AA,qnat-1_MR_AA,qnat-2_MR_AA,qnat-3_MR_AA,qnat-4_MR_AA,qnat-5_MR_AA,qnat-6_MR_AA,Vnat-0_MR_AA,Vnat-1_MR_AA,Vnat-2_MR_AA,Vnat-3_MR_AA,Vnat-4_MR_AA,Vnat-5_MR_AA,Vnat-6_MR_AA,Ns-0_MR_AA,Ns-1_MR_AA,Ns-2_MR_AA,Ns-3_MR_AA,Ns-4_MR_AA,Ns-5_MR_AA,Ns-6_MR_AA,Np-0_MR_AA,Np-1_MR_AA,Np-2_MR_AA,Np-3_MR_AA,Np-4_MR_AA,Np-5_MR_AA,Np-6_MR_AA,Nd-0_MR_AA,Nd-1_MR_AA,Nd-2_MR_AA,Nd-3_MR_AA,Nd-4_MR_AA,Nd-5_MR_AA,Nd-6_MR_AA,Nlp-0_MR_AA,Nlp-1_MR_AA,Nlp-2_MR_AA,Nlp-3_MR_AA,Nlp-4_MR_AA,Nlp-5_MR_AA,Nlp-6_MR_AA,LPde-0_MR_AA,LPde-1_MR_AA,LPde-2_MR_AA,LPde-3_MR_AA,LPde-4_MR_AA,LPde-5_MR_AA,LPde-6_MR_AA,LPe-0_MR_AA,LPe-1_MR_AA,LPe-2_MR_AA,LPe-3_MR_AA,LPe-4_MR_AA,LPe-5_MR_AA,LPe-6_MR_AA,LPocc-0_MR_AA,LPocc-1_MR_AA,LPocc-2_MR_AA,LPocc-3_MR_AA,LPocc-4_MR_AA,LPocc-5_MR_AA,LPocc-6_MR_AA,LPs-0_MR_AA,LPs-1_MR_AA,LPs-2_MR_AA,LPs-3_MR_AA,LPs-4_MR_AA,LPs-5_MR_AA,LPs-6_MR_AA,LPp-0_MR_AA,LPp-1_MR_AA,LPp-2_MR_AA,LPp-3_MR_AA,LPp-4_MR_AA,LPp-5_MR_AA,LPp-6_MR_AA,LPd-0_MR_AA,LPd-1_MR_AA,LPd-2_MR_AA,LPd-3_MR_AA,LPd-4_MR_AA,LPd-5_MR_AA,LPd-6_MR_AA,Nlv-0_MR_AA,Nlv-1_MR_AA,Nlv-2_MR_AA,Nlv-3_MR_AA,Nlv-4_MR_AA,Nlv-5_MR_AA,Nlv-6_MR_AA,LVde-0_MR_AA,LVde-1_MR_AA,LVde-2_MR_AA,LVde-3_MR_AA,LVde-4_MR_AA,LVde-5_MR_AA,LVde-6_MR_AA,LVe-0_MR_AA,LVe-1_MR_AA,LVe-2_MR_AA,LVe-3_MR_AA,LVe-4_MR_AA,LVe-5_MR_AA,LVe-6_MR_AA,LVocc-0_MR_AA,LVocc-1_MR_AA,LVocc-2_MR_AA,LVocc-3_MR_AA,LVocc-4_MR_AA,LVocc-5_MR_AA,LVocc-6_MR_AA,LVs-0_MR_AA,LVs-1_MR_AA,LVs-2_MR_AA,LVs-3_MR_AA,LVs-4_MR_AA,LVs-5_MR_AA,LVs-6_MR_AA,LVp-0_MR_AA,LVp-1_MR_AA,LVp-2_MR_AA,LVp-3_MR_AA,LVp-4_MR_AA,LVp-5_MR_AA,LVp-6_MR_AA,LVd-0_MR_AA,LVd-1_MR_AA,LVd-2_MR_AA,LVd-3_MR_AA,LVd-4_MR_AA,LVd-5_MR_AA,LVd-6_MR_AA,I-0_MR_AA,I-1_MR_AA,I-2_MR_AA,I-3_MR_AA,I-4_MR_AA,I-5_MR_AA,I-6_MR_AA
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,-0.762252,1.341641,-5.397397,-3.177336,-0.781864,0.0,1.0,8.69311,14.028737,144.238703,62.151703,12.034996,0.0,1.0,2.197,4.715,13.125,5.386,0.934,0.0,1.0,0.014,0.02,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,15.0,6.0,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,-0.762252,1.341641,-5.397397,-3.177336,-0.781864,0.0,1.0,8.69311,14.028737,144.238703,62.151703,12.034996,0.0,1.0,2.197,4.715,13.125,5.386,0.934,0.0,1.0,0.014,0.02,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,15.0,6.0,1.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,15.976488,81.665295,-580.797424,4.773844,0.0,0.0,1.0,8.982331,22.450051,67.459227,68.329242,0.0,0.0,1.0,2.809,4.506,7.735,5.545,0.0,0.0,1.0,0.028,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,5.0,6.0,10.0,6.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,15.976488,81.665295,-580.797424,4.773844,0.0,0.0,1.0,8.982331,22.450051,67.459227,68.329242,0.0,0.0,1.0,2.809,4.506,7.735,5.545,0.0,0.0,1.0,0.028,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,5.0,6.0,10.0,6.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1.0,5.283341,5.727811,-0.478273,4.492769,0.0,0.0,1.0,14.764459,34.421509,57.096089,81.352823,0.0,0.0,1.0,4.566,5.513,7.341,6.552,0.0,0.0,1.0,0.023,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,8.0,7.0,9.0,7.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1.0,5.283341,5.727811,-0.478273,4.492769,0.0,0.0,1.0,14.764459,34.421509,57.096089,81.352823,0.0,0.0,1.0,4.566,5.513,7.341,6.552,0.0,0.0,1.0,0.023,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,8.0,7.0,9.0,7.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,-0.944482,1.263853,5.246813,-8.482606,0.0,0.0,1.0,12.332595,8.096999,16.952943,214.193822,0.0,0.0,1.0,3.507,2.968,5.835,17.718,0.0,0.0,1.0,0.038,0.023,0.049,0,0,0,1.0,5004.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,6.0,5.0,8.0,18.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,-0.944482,1.263853,5.246813,-8.482606,0.0,0.0,1.0,12.332595,8.096999,16.952943,214.193822,0.0,0.0,1.0,3.507,2.968,5.835,17.718,0.0,0.0,1.0,0.038,0.023,0.049,0,0,0,1.0,5004.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,6.0,5.0,8.0,18.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,-0.517676,1.547455,7.382533,-0.1195,-2.924267,-2.418802,1.0,8.848042,14.20195,44.411475,113.250826,91.230977,36.175296,1.0,2.252,4.785,8.347,12.802,8.771,2.803,1.0,0.014,0.02,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,11.0,15.0,10.0,3.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,-0.517676,1.547455,7.382533,-0.1195,-2.924267,-2.418802,1.0,8.848042,14.20195,44.411475,113.250826,91.230977,36.175296,1.0,2.252,4.785,8.347,12.802,8.771,2.803,1.0,0.014,0.02,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,11.0,15.0,10.0,3.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,-0.614707,1.244864,-8.238383,-5.599687,0.0,0.0,1.0,8.26386,12.86402,205.395028,107.451297,0.0,0.0,1.0,2.249,4.434,18.508,8.858,0.0,0.0,1.0,0.026,0.037,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,19.0,9.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,-0.614707,1.244864,-8.238383,-5.599687,0.0,0.0,1.0,8.26386,12.86402,205.395028,107.451297,0.0,0.0,1.0,2.249,4.434,18.508,8.858,0.0,0.0,1.0,0.026,0.037,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,19.0,9.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,0.020674,-0.111963,0.612358,0.405554,0.0,0.0,1.0,6.922837,10.708103,138.287865,52.959972,0.0,0.0,1.0,2.177,3.927,13.614,4.728,0.0,0.0,1.0,0.023,0.034,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,6.0,15.0,5.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,0.020674,-0.111963,0.612358,0.405554,0.0,0.0,1.0,6.922837,10.708103,138.287865,52.959972,0.0,0.0,1.0,2.177,3.927,13.614,4.728,0.0,0.0,1.0,0.023,0.034,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,6.0,15.0,5.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1.0,0.003823,0.086211,0.043627,0.137611,0.010364,0.0,1.0,7.671926,28.171363,108.486529,166.439994,11.829245,0.0,1.0,2.207,5.463,12.006,14.154,0.961,0.0,1.0,0.012,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,14.0,15.0,1.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1.0,0.003823,0.086211,0.043627,0.137611,0.010364,0.0,1.0,7.671926,28.171363,108.486529,166.439994,11.829245,0.0,1.0,2.207,5.463,12.006,14.154,0.961,0.0,1.0,0.012,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,14.0,15.0,1.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,-0.672814,3.249081,2.549843,-8.268975,-2.698558,-2.975608,1.0,8.92769,16.523772,95.163565,195.90682,79.304159,36.265099,1.0,2.287,5.718,12.79,18.814,7.947,2.842,1.0,0.014,0.023,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,16.0,21.0,9.0,3.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,-0.672814,3.249081,2.549843,-8.268975,-2.698558,-2.975608,1.0,8.92769,16.523772,95.163565,195.90682,79.304159,36.265099,1.0,2.287,5.718,12.79,18.814,7.947,2.842,1.0,0.014,0.023,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,16.0,21.0,9.0,3.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,0.000355,0.021325,0.12125,0.005153,0.003584,0.00393,1.0,7.967588,15.196901,44.685999,145.074003,77.288817,35.345764,1.0,2.164,5.125,8.582,14.647,7.505,2.684,1.0,0.012,0.022,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,12.0,18.0,9.0,3.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,0.000355,0.021325,0.12125,0.005153,0.003584,0.00393,1.0,7.967588,15.196901,44.685999,145.074003,77.288817,35.345764,1.0,2.164,5.125,8.582,14.647,7.505,2.684,1.0,0.012,0.022,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,12.0,18.0,9.0,3.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,-0.026322,-0.040571,-0.800208,-0.222356,0.0,0.0,1.0,8.034541,13.997171,165.258624,23.30681,0.0,0.0,1.0,2.17,4.555,14.201,1.844,0.0,0.0,1.0,0.013,0.021,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,16.0,2.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,-0.026322,-0.040571,-0.800208,-0.222356,0.0,0.0,1.0,8.034541,13.997171,165.258624,23.30681,0.0,0.0,1.0,2.17,4.555,14.201,1.844,0.0,0.0,1.0,0.013,0.021,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,16.0,2.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,0.010053,0.00194,-0.094435,0.235346,0.038444,0.0,1.0,7.87915,12.53669,72.016256,84.244308,11.778528,0.0,1.0,2.161,4.078,8.225,7.051,0.908,0.0,1.0,0.012,0.018,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,6.0,11.0,8.0,1.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,0.010053,0.00194,-0.094435,0.235346,0.038444,0.0,1.0,7.87915,12.53669,72.016256,84.244308,11.778528,0.0,1.0,2.161,4.078,8.225,7.051,0.908,0.0,1.0,0.012,0.018,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,6.0,11.0,8.0,1.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,1.0,-0.046585,-1.769136,0.877003,-3.345654,-0.297799,0.0,1.0,7.996002,9.334962,36.618285,144.508421,11.975407,0.0,1.0,2.32,3.284,6.288,12.425,0.987,0.0,1.0,0.012,0.013,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,5.0,8.0,13.0,1.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,1.0,-0.046585,-1.769136,0.877003,-3.345654,-0.297799,0.0,1.0,7.996002,9.334962,36.618285,144.508421,11.975407,0.0,1.0,2.32,3.284,6.288,12.425,0.987,0.0,1.0,0.012,0.013,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,5.0,8.0,13.0,1.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,-0.015045,-3.407799,-20.913385,-0.628072,0.0,0.0,1.0,8.073471,13.958144,141.441674,60.466836,0.0,0.0,1.0,2.17,4.602,12.922,5.085,0.0,0.0,1.0,0.013,0.02,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,15.0,6.0,0.0,0.0
